,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AB-05AA008,6.05108695652174,6.329239130434782,9.049021739130431,4.214673913043479,4.276521739130436,3.001630434782609,4.1593478260869565,8.668369565217391,6.01,3.720434782608696,5.303369565217392,7.759021739130434,10.628804347826087,2.9915217391304343,4.8824999999999985,6.909239130434782,4.622826086956521,8.288152173913044,7.654565217391303,6.9946739130434805,3.964782608695653,4.875326086956521,2.781739130434783,5.997826086956521,6.078369565217392,3.67641304347826,4.981847826086955,7.363804347826089,8.766847826086956,6.2556521739130435,3.270978260869565,3.7994565217391294,6.587934782608696,8.36108695652174,7.547065217391304,9.009565217391305,6.660217391304348,5.5673913043478285,10.47739130434783,8.775978260869564
AB-05AA023,15.55673913043478,15.9279347826087,26.903369565217396,10.23521739130435,10.586195652173913,6.65054347826087,10.326086956521738,24.18521739130435,14.419782608695655,9.257065217391306,13.33576086956522,28.113152173913043,25.860217391304346,6.664456521739132,14.792500000000004,16.657717391304345,16.580543478260868,19.543043478260874,17.32380434782609,21.96923913043478,10.694130434782608,9.778152173913043,7.452173913043477,15.127391304347825,18.40010869565217,10.519239130434784,11.939891304347825,14.160326086956525,18.590543478260876,17.595108695652172,,,,,,,,,,
AB-05AD003,19.12076086956521,30.41521739130435,30.364021739130436,14.754673913043476,15.857608695652173,13.656195652173913,22.98239130434783,25.336739130434786,28.15619565217392,19.893152173913048,20.36945652173913,21.29836956521739,27.460434782608694,15.962500000000004,19.428369565217388,22.50326086956521,20.167282608695654,19.515326086956524,25.917065217391297,24.23902173913044,15.737608695652172,17.11923913043478,15.816847826086958,17.207826086956526,17.501304347826085,18.663152173913048,16.172065217391307,25.25934782608695,24.498260869565215,23.350869565217394,15.178478260869568,16.14913043478261,18.44760869565217,21.85978260869565,23.930434782608696,23.01858695652174,21.79652173913044,,,
AB-05AD005,10.369239130434783,13.069565217391302,13.829673913043475,6.274239130434783,7.9084782608695665,6.624347826086957,10.39717391304348,12.096630434782607,11.901956521739136,9.403043478260873,9.383586956521745,11.181413043478262,13.23891304347826,6.032934782608695,9.039347826086958,11.263913043478258,10.91891304347826,10.545434782608698,13.356630434782605,11.888043478260872,8.514456521739133,7.822608695652169,7.4552173913043465,9.670326086956523,9.664021739130431,9.673478260869565,7.513695652173915,10.992065217391307,10.339891304347828,9.212608695652174,9.139565217391306,8.437282608695655,10.744239130434783,12.56217391304348,10.952826086956518,10.636630434782608,10.294891304347829,,,
AB-05BA002,,,,,,,4.101739130434782,4.882391304347825,5.089456521739132,4.55891304347826,2.4845652173913053,4.112065217391305,4.060434782608695,4.518369565217392,4.37054347826087,4.620652173913043,3.213695652173913,2.4801086956521736,3.697934782608696,7.180652173913042,2.846304347826087,2.547608695652173,4.399565217391304,2.039021739130434,3.4213043478260863,3.288804347826087,4.712717391304347,4.644891304347826,3.674130434782609,3.4653260869565217,2.4801086956521736,2.7326086956521745,2.768804347826088,3.8596739130434767,4.532065217391305,3.1598913043478265,,,,
AB-05BB001,15.904673913043474,41.629782608695656,31.7575,15.560869565217386,19.20836956521739,11.568913043478265,24.654565217391294,26.29891304347826,30.4329347826087,23.538043478260875,17.59760869565218,23.64804347826087,23.18880434782609,23.180217391304346,27.81934782608696,26.77663043478261,18.49467391304348,17.785108695652173,19.9904347826087,33.05891304347826,15.97173913043478,16.40576086956521,20.475217391304344,12.328478260869565,21.212391304347825,17.909565217391304,25.90065217391304,31.7625,23.540217391304346,20.268478260869568,14.155543478260867,15.229021739130433,17.449782608695653,21.360978260869558,26.207500000000003,23.490978260869564,24.54304347826087,32.24413043478261,,42.03358695652174
AB-05BL022,1.712065217391304,2.8743478260869564,3.629239130434783,1.0215217391304348,1.504347826086957,0.9631521739130438,2.0519565217391302,3.120434782608696,2.2391304347826084,1.6180434782608697,1.7673913043478269,4.131195652173913,3.0156521739130437,1.2341304347826083,2.2552173913043485,2.0056521739130435,1.9278260869565225,1.8643478260869564,2.6073913043478263,4.324673913043478,1.6245652173913048,1.3557608695652177,1.3210869565217391,1.5481521739130435,2.105217391304348,1.936847826086956,2.013913043478261,1.958369565217392,2.4515217391304343,3.0703260869565216,1.2967391304347828,1.2090217391304348,2.4598913043478263,2.270869565217392,2.425760869565217,2.5840217391304345,2.1507608695652176,,,
AB-05DA007,1.994782608695652,4.911195652173913,3.6839130434782614,1.6478260869565209,2.142608695652174,1.3354347826086954,2.885652173913044,3.545543478260869,3.142391304347825,2.5935869565217398,2.2988043478260867,2.257717391304348,3.141304347826087,2.9122826086956515,3.8319565217391305,2.8296739130434783,2.0966304347826097,2.2066304347826087,2.338695652173913,4.073260869565217,1.7688043478260869,1.5361956521739129,2.620978260869565,1.5347826086956524,2.8154347826086963,2.3716304347826087,2.9966304347826087,3.516304347826088,2.4495652173913043,2.474782608695652,1.4980434782608696,2.015869565217392,2.123913043478261,2.7991304347826085,3.0588043478260865,2.9188043478260868,3.591086956521739,,,
AB-05DA009,14.070108695652175,36.54565217391304,29.15989130434783,11.251847826086953,16.92282608695652,9.402717391304348,22.78902173913044,24.80608695652174,26.91163043478261,22.76076086956521,15.994239130434778,18.480217391304347,21.93967391304348,22.84239130434782,31.174565217391304,23.07554347826087,16.58782608695652,15.60663043478261,18.004891304347826,35.883586956521725,13.967934782608696,12.394782608695653,18.50543478260869,10.612717391304347,19.09163043478261,15.677173913043475,25.560978260869568,26.99217391304348,17.491086956521745,19.79434782608696,11.538152173913044,14.52717391304348,16.562499999999996,19.69326086956522,23.26195652173913,21.09413043478261,30.55804347826087,30.59543478260871,,
AB-05DA010,0.15934782608695652,0.32978260869565224,0.29,0.11347826086956525,0.1768478260869565,0.07793478260869566,0.2284782608695652,0.2852173913043479,0.2430434782608696,0.22815217391304354,0.13010869565217395,0.19956521739130434,0.2472826086956521,0.21413043478260868,0.3659782608695651,0.1882608695652174,0.1597826086956522,0.115,0.13217391304347825,0.3609782608695651,0.10097826086956524,0.11532608695652173,0.18858695652173915,0.07130434782608698,0.2306521739130435,0.14597826086956522,0.15586956521739131,0.2820652173913044,0.1415108695652174,0.18086956521739128,0.13869565217391305,0.14141304347826086,0.3029239130434783,0.18217391304347827,0.1840217391304348,0.12032608695652172,0.28415217391304354,0.2545652173913044,,
