,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AB-05AA008,1.2393548387096778,1.0574193548387099,1.698387096774193,1.24,1.2712903225806451,1.1129032258064513,0.9383870967741934,4.423870967741937,1.9674193548387098,0.9261290322580645,1.1509677419354836,1.5248387096774192,2.1435483870967738,1.332258064516129,1.2641935483870967,2.1667741935483873,1.4683870967741937,2.5754838709677417,1.9780645161290324,1.1635483870967742,1.176451612903226,1.4577419354838714,0.8238709677419354,0.8990322580645159,1.5867741935483874,1.3861290322580642,2.12516129032258,1.8474193548387101,4.110645161290323,1.1925806451612904,1.039032258064516,1.11,1.0396774193548386,1.439032258064516,1.1261290322580642,1.5525806451612905,4.628709677419355,1.919354838709678,2.4483870967741934,1.2438709677419355
AB-05AA023,3.1477419354838707,1.5074193548387096,3.471612903225806,2.0293548387096774,3.100645161290322,2.067419354838709,1.823548387096774,5.881290322580645,2.994516129032258,1.8058064516129029,1.5538709677419356,2.315161290322581,2.5822580645161293,2.9541935483870976,2.9306451612903226,7.129999999999998,2.015806451612903,4.335806451612904,3.6519354838709672,1.432258064516129,3.1596774193548383,1.772258064516129,1.2096774193548385,1.46258064516129,3.5374193548387107,2.9470967741935485,3.677741935483871,3.003548387096774,6.76516129032258,2.186129032258064,,,,,,,,,,
AB-05AD003,3.2058064516129026,2.6722580645161287,5.170322580645162,3.725483870967741,3.871935483870966,2.929032258064516,1.925483870967742,12.554193548387095,6.142258064516131,2.638064516129033,3.4516129032258056,4.364193548387097,4.4403225806451605,3.3990322580645165,2.699354838709678,5.1338709677419345,8.108709677419355,6.871612903225807,6.275806451612902,2.5754838709677426,2.937096774193548,3.1890322580645156,1.641612903225806,2.544516129032258,3.9783870967741937,3.0258064516129037,4.788387096774193,4.194516129032257,10.978709677419353,2.187741935483871,2.4045161290322574,2.608709677419355,3.5919354838709694,4.006451612903225,3.9229032258064516,4.9645161290322575,14.102580645161291,,,
AB-05AD005,2.1945161290322575,1.2135483870967738,2.874838709677419,1.3154838709677417,2.171290322580645,1.4719354838709677,1.3819354838709674,6.326129032258064,3.2406451612903227,1.7093548387096773,2.000322580645161,3.3287096774193543,2.3893548387096777,2.0432258064516127,1.9554838709677418,3.1322580645161286,4.344838709677419,3.998064516129032,4.039032258064515,1.5225806451612902,2.0529032258064515,1.655483870967742,1.0638709677419353,1.7725806451612907,2.429354838709677,2.312258064516129,2.22741935483871,1.9283870967741936,6.702903225806454,1.0564516129032258,1.0774193548387097,1.6725806451612906,1.2706451612903222,1.5838709677419356,1.4916129032258063,2.1945161290322583,7.300322580645162,,,
AB-05BA002,,,,,,,0.8874193548387096,0.6590322580645158,0.8993548387096775,0.904193548387097,0.742258064516129,0.9070967741935483,0.9064516129032258,1.206774193548387,0.8309677419354838,0.9506451612903225,0.838709677419355,1.1096774193548387,1.0758064516129033,0.9077419354838709,0.5958064516129032,1.1000000000000003,0.6745161290322581,0.6274193548387096,0.7364516129032259,0.7458064516129033,0.8258064516129031,0.9506451612903226,0.9916129032258064,0.8032258064516129,0.8141935483870967,0.8235483870967744,0.6896774193548387,0.8270967741935482,1.0145161290322582,0.7848387096774195,,,,
AB-05BB001,6.975161290322581,5.999354838709676,8.601290322580645,8.834516129032256,7.25516129032258,6.751935483870968,7.179354838709677,8.471612903225807,8.680967741935484,7.740967741935484,7.321935483870968,8.566451612903228,7.467419354838711,8.430322580645159,7.251935483870967,9.142903225806451,7.740645161290322,8.835483870967742,8.513548387096774,7.981935483870966,7.6109677419354815,9.08064516129032,6.887741935483869,6.246774193548387,7.569354838709678,8.407741935483871,9.074193548387097,8.815483870967743,9.520967741935483,7.36483870967742,8.196451612903225,7.0990322580645175,8.364193548387098,8.225161290322582,8.273870967741935,8.780645161290321,9.586129032258064,8.650967741935483,,7.0119354838709675
AB-05BL022,0.2448387096774194,0.15645161290322587,0.3164516129032258,0.1603225806451613,0.22774193548387103,0.1612903225806452,0.13290322580645167,0.4383870967741935,0.2693548387096775,0.14451612903225808,0.17935483870967744,0.2848387096774194,0.20870967741935492,0.3180645161290324,0.24451612903225803,0.30645161290322576,0.17419354838709683,0.2461290322580645,0.32870967741935475,0.21580645161290324,0.23903225806451617,0.31419354838709684,0.10870967741935482,0.11709677419354836,0.21096774193548387,0.31870967741935485,0.4322580645161291,0.32258064516129037,0.35838709677419345,0.14548387096774193,0.15258064516129027,0.18806451612903227,0.21064516129032254,0.20193548387096774,0.18032258064516132,0.2058064516129033,0.5058064516129032,,,
AB-05DA007,0.6567741935483871,0.4032258064516129,0.5322580645161288,0.7503225806451612,0.6941935483870969,0.5922580645161292,0.7867741935483872,0.944516129032258,0.6948387096774193,0.46645161290322595,0.55,0.5787096774193549,0.6254838709677418,0.8538709677419354,0.5464516129032257,0.7112903225806453,0.5787096774193549,0.7451612903225807,0.692258064516129,0.6658064516129033,0.8387096774193549,0.6319354838709675,0.4603225806451612,0.48838709677419345,0.6583870967741937,0.8006451612903225,0.6532258064516128,0.5570967741935485,0.5606451612903226,0.5619354838709679,0.5680645161290323,0.5790322580645161,0.4929032258064516,0.815483870967742,0.7164516129032259,0.7590322580645161,0.9783870967741938,,,
AB-05DA009,5.887741935483871,4.8019354838709685,5.8596774193548375,4.3754838709677415,4.62516129032258,4.8822580645161295,5.703548387096776,5.36483870967742,5.75032258064516,4.046451612903226,5.124516129032258,5.347741935483871,5.0767741935483865,6.23741935483871,5.289999999999999,4.6816129032258065,4.087741935483871,6.372580645161292,5.187096774193549,4.737096774193549,5.038064516129031,5.679354838709676,4.798064516129033,3.8129032258064517,5.416774193548388,4.933548387096773,5.323548387096774,4.851612903225806,5.847096774193549,4.032258064516129,4.669677419354839,4.706774193548387,4.7935483870967746,4.680645161290322,5.366129032258064,5.242580645161289,7.4067741935483875,5.42967741935484,,
AB-05DA010,0.040967741935483894,0.03290322580645163,0.04322580645161292,0.02516129032258066,0.03741935483870969,0.02483870967741937,0.03774193548387098,0.03032258064516131,0.04838709677419357,0.04935483870967744,0.048387096774193575,0.05677419354838712,0.09354838709677421,0.0929032258064516,0.03935483870967743,0.04161290322580648,0.027096774193548404,0.03838709677419356,0.02161290322580646,0.04225806451612905,0.036129032258064527,0.05870967741935488,0.03000000000000002,0.021612903225806463,0.02935483870967744,0.038709677419354854,0.03774193548387099,0.028064516129032276,0.019032258064516135,0.01774193548387097,0.0203225806451613,0.026451612903225823,0.008451612903225813,0.0438709677419355,0.04129032258064518,0.029032258064516144,0.01103225806451613,0.020000000000000007,,
AB-07AA001,0.6222580645161288,0.5180645161290323,0.8800000000000001,0.6516129032258065,0.8803225806451612,0.8399999999999997,0.7458064516129033,0.7377419354838709,0.9448387096774195,0.7425806451612903,0.8367741935483872,1.0167741935483872,0.916451612903226,1.4022580645161282,0.7416129032258064,0.9438709677419355,0.841935483870968,1.018064516129032,1.0148387096774192,1.0693548387096774,1.346451612903226,0.934193548387097,0.7093548387096773,0.6503225806451612,0.7587096774193551,0.7399999999999999,1.1216129032258069,0.8403225806451611,1.0748387096774195,0.8174193548387094,0.6219354838709678,0.8629032258064517,0.8000000000000003,0.8719354838709678,1.0183870967741937,0.8087096774193552,1.9961290322580643,,,
AB-07AA002,11.83548387096774,9.331612903225805,11.967741935483875,9.293548387096775,10.609677419354838,10.000645161290322,9.771612903225803,11.019354838709674,10.413548387096776,10.336129032258063,11.793548387096775,11.358064516129033,11.958064516129033,13.57741935483871,9.410645161290322,11.670967741935481,10.977096774193551,13.251612903225807,10.558387096774192,12.409677419354843,11.693225806451613,10.556129032258065,9.688064516129032,9.141935483870967,9.69774193548387,10.660967741935485,12.648387096774192,11.338709677419354,13.025806451612898,9.904193548387097,10.328387096774192,10.44064516129032,11.748387096774195,10.952580645161289,10.58129032258064,9.418709677419356,17.4741935483871,13.103225806451613,,10.729032258064517
AB-07CD001,54.00645161290323,51.545161290322575,57.948387096774205,29.725806451612907,55.835483870967735,52.74516129032258,51.8,47.83548387096774,57.419354838709694,41.76774193548386,45.261290322580656,60.183870967741946,42.73870967741935,47.616129032258065,45.203225806451606,47.03870967741934,42.37419354838709,50.641935483870974,67.3516129032258,74.94838709677418,39.80967741935483,35.99677419354839,52.16451612903224,36.59032258064516,40.14838709677419,61.525806451612894,54.48709677419356,61.31935483870968,50.9225806451613,49.41935483870969,50.809677419354834,65.74516129032259,50.71935483870967,43.61290322580645,59.625806451612895,54.535483870967745,51.296774193548394,47.496774193548376,60.148387096774194,60.14838709677419
AB-07GG001,0.546774193548387,0.34129032258064523,1.054516129032258,0.6358064516129033,0.38258064516129026,0.8796774193548385,0.8441935483870967,1.0212903225806453,0.42225806451612913,0.6796774193548387,0.25645161290322577,0.6693548387096774,0.404516129032258,5.121935483870968,0.4312903225806451,0.5851612903225807,0.5390322580645162,0.39903225806451614,0.6274193548387097,0.37258064516129036,0.4225806451612902,0.21870967741935488,0.2022580645161291,0.3812903225806452,0.06283870967741935,0.4132258064516129,1.943225806451613,0.4180645161290323,0.7003225806451614,0.7609677419354839,0.43064516129032254,0.3864516129032259,0.41935483870967744,0.8251612903225807,0.49838709677419357,0.8629032258064516,,,,
AK-15072000,484.48387096774195,313.0,351.9032258064516,117.80645161290323,167.7741935483871,467.96774193548384,288.8709677419355,673.1290322580645,158.61290322580646,416.03225806451616,96.64516129032258,408.7096774193548,153.48387096774192,309.4193548387097,480.5483870967742,530.258064516129,218.38709677419354,408.48387096774195,303.16129032258067,219.74193548387098,160.90322580645162,437.5483870967742,236.7741935483871,97.85483870967741,283.69354838709677,273.4193548387097,464.93548387096774,81.04838709677419,461.7741935483871,284.5483870967742,95.74516129032257,549.6451612903226,169.28387096774193,184.58387096774194,148.77419354838707,429.5451612903226,402.93548387096774,324.51612903225805,210.30967741935484,140.17419354838708
AK-15085100,50.33548387096774,27.758064516129032,75.64516129032258,14.670967741935485,36.851612903225806,86.29032258064517,31.967741935483872,83.80645161290323,23.516129032258064,70.09677419354838,29.69354838709678,67.58064516129032,19.76774193548387,29.748387096774195,76.68064516129031,79.09677419354838,64.49032258064516,45.29677419354839,58.099999999999994,24.664516129032258,60.32258064516129,77.08709677419354,50.83870967741935,13.16225806451613,45.87741935483872,53.88870967741936,62.1441935483871,14.588709677419356,61.174193548387095,65.54838709677419,18.610322580645157,160.05161290322582,34.06774193548387,42.15161290322581,14.5558064516129,49.89354838709678,40.12903225806452,65.14838709677419,28.413548387096775,
AK-15129500,,,,,,,,,,,54.193548387096776,366.80645161290323,169.19354838709677,516.0645161290323,222.3548387096774,393.7741935483871,149.7741935483871,258.8709677419355,161.48387096774192,180.41935483870967,99.16129032258064,244.58064516129033,390.38709677419354,111.00322580645162,173.8709677419355,207.90322580645162,472.16129032258067,82.71290322580644,49.25806451612903,232.7258064516129,44.95161290322581,254.09677419354838,69.19354838709677,121.33225806451613,124.80322580645162,98.39677419354838,278.96774193548384,208.29032258064515,76.28387096774195,116.9258064516129
AK-15239050,,4.0,7.174193548387096,5.0451612903225795,2.9290322580645154,4.425806451612905,3.3161290322580643,1.3000000000000005,3.600000000000003,3.5677419354838724,3.4193548387096775,3.2096774193548385,2.5,3.774193548387097,3.064516129032258,3.4354838709677415,3.0999999999999988,3.0612903225806454,3.1387096774193544,4.258064516129032,3.735483870967742,2.935483870967742,4.9322580645161285,3.335483870967743,5.585806451612903,4.7548387096774185,3.0293548387096783,5.218387096774194,2.2193548387096786,3.3451612903225802,3.132258064516131,3.080645161290324,3.135483870967743,3.332258064516128,3.8548387096774195,4.951612903225806,4.370967741935484,5.0370967741935475,3.0738709677419354,3.714516129032259
AK-15266300,858.8709677419355,2142.9032258064517,2695.8064516129034,1477.4193548387098,1054.8387096774193,1794.516129032258,1133.8709677419354,1827.4193548387098,1330.3225806451612,1301.9354838709678,1406.4516129032259,1470.967741935484,961.2903225806451,1200.0,1359.3548387096773,1593.5483870967741,1138.7096774193549,1018.0645161290323,970.9677419354839,1283.8709677419354,1012.9032258064516,1306.4516129032259,1659.032258064516,1301.6129032258063,2313.8709677419356,1262.9032258064517,1257.0967741935483,1072.9032258064517,1033.225806451613,1236.774193548387,1130.6451612903227,1616.774193548387,792.9354838709677,1068.7096774193549,1047.0967741935483,2028.0645161290322,1338.7096774193549,2691.6129032258063,1041.6129032258063,1315.8064516129032
AK-15290000,23.35483870967742,24.483870967741936,16.322580645161292,26.806451612903224,25.516129032258064,21.870967741935484,17.903225806451612,18.580645161290324,21.580645161290324,23.677419354838708,22.838709677419356,23.096774193548388,29.741935483870968,20.903225806451612,22.70967741935484,21.838709677419356,24.387096774193548,18.161290322580644,22.967741935483872,27.93548387096774,23.483870967741936,26.29032258064516,22.0,19.406451612903226,27.46451612903226,22.35483870967742,25.674193548387095,19.929032258064513,18.225806451612904,23.74838709677419,27.46129032258065,29.016129032258064,,,,,,,19.541935483870972,23.309677419354838
AK-15292700,577.4193548387096,700.0,545.483870967742,284.83870967741933,565.483870967742,600.0,497.5806451612903,400.3225806451613,659.3548387096774,606.4516129032259,550.0,1058.0645161290322,340.0,520.9677419354839,501.61290322580646,530.6451612903226,540.0,467.0967741935484,478.06451612903226,412.9032258064516,374.19354838709677,500.0,525.483870967742,430.3225806451613,417.4193548387097,481.93548387096774,666.1290322580645,479.03225806451616,309.35483870967744,416.1290322580645,516.9354838709677,514.516129032258,494.83870967741933,325.3225806451613,503.38709677419354,482.2903225806452,533.8709677419355,613.8709677419355,605.3870967741935,615.1290322580645
AK-15484000,259.35483870967744,182.25806451612902,210.0,100.0,150.0,172.25806451612902,273.8709677419355,216.4516129032258,178.38709677419354,157.41935483870967,190.6451612903226,241.61290322580646,363.8709677419355,377.0967741935484,345.16129032258067,330.0,244.19354838709677,170.0,140.0,148.38709677419354,66.03225806451613,157.09677419354838,300.0,145.16129032258064,299.19354838709677,312.9032258064516,283.2258064516129,213.5483870967742,109.6774193548387,147.90322580645162,218.70967741935485,155.32258064516128,166.1290322580645,228.06451612903226,212.74193548387098,226.61290322580646,260.0,378.38709677419354,394.19354838709677,410.5483870967742
AK-15493000,89.87096774193549,91.41935483870968,111.93548387096774,71.61290322580645,50.0,110.0,115.16129032258064,64.83870967741936,113.2258064516129,89.35483870967742,73.3225806451613,119.03225806451613,171.4516129032258,153.8709677419355,150.0,146.1290322580645,130.96774193548387,64.70967741935483,63.74193548387097,49.25806451612903,44.903225806451616,93.54838709677419,134.67741935483872,95.87096774193549,144.51612903225808,150.32258064516128,125.16129032258064,138.67741935483872,59.935483870967744,61.29032258064516,90.0,98.3225806451613,63.87096774193548,131.29032258064515,107.09677419354838,117.74193548387096,155.48387096774192,167.74193548387098,189.51612903225808,205.0
AK-15511000,21.548387096774192,15.64516129032258,18.0,15.03225806451613,30.0,47.03225806451613,70.19354838709677,14.96774193548387,45.806451612903224,26.774193548387096,23.677419354838708,25.0,68.96774193548387,68.7741935483871,72.0,52.83870967741935,52.96774193548387,25.0,27.0,16.580645161290324,18.903225806451612,24.548387096774192,61.935483870967744,26.70967741935484,57.74193548387097,65.51612903225806,38.87096774193548,31.096774193548388,24.06451612903226,27.580645161290324,20.0,22.580645161290324,18.451612903225808,44.38709677419355,5.0,29.296774193548387,61.61290322580645,105.16129032258064,78.06451612903226,64.35806451612902
