,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AB-05AA008,9.0,11.0,8.0,9.0,8.0,11.0,10.0,9.0,12.0,9.0,16.0,10.0,8.0,11.0,9.0,9.0,13.0,12.0,8.0,8.0,14.0,9.0,9.0,9.0,11.0,15.0,15.0,10.0,12.0,7.0,13.0,10.0,9.0,13.0,10.0,9.0,12.0,13.0,14.0,7.0
AB-05AA023,10.0,12.0,12.0,11.0,13.0,11.0,11.0,10.0,14.0,10.0,14.0,12.0,9.0,13.0,11.0,14.0,9.0,12.0,13.0,11.0,12.0,9.0,8.0,7.0,14.0,19.0,15.0,14.0,12.0,10.0,,,,,,,,,,
AB-05AD003,4.0,6.0,8.0,6.0,8.0,7.0,9.0,9.0,9.0,9.0,8.0,12.0,7.0,10.0,9.0,7.0,7.0,11.0,8.0,4.0,8.0,6.0,4.0,8.0,8.0,10.0,9.0,9.0,7.0,6.0,8.0,9.0,7.0,9.0,8.0,7.0,8.0,,,
AB-05AD005,8.0,12.0,12.0,11.0,12.0,16.0,15.0,12.0,15.0,17.0,16.0,14.0,7.0,13.0,13.0,10.0,16.0,17.0,15.0,9.0,15.0,11.0,8.0,12.0,13.0,16.0,13.0,14.0,18.0,15.0,16.0,12.0,11.0,15.0,10.0,11.0,11.0,,,
AB-05BA002,,,,,,,18.0,14.0,17.0,20.0,14.0,16.0,13.0,17.0,16.0,14.0,18.0,15.0,18.0,15.0,17.0,14.0,15.0,15.0,18.0,18.0,14.0,14.0,14.0,18.0,14.0,14.0,18.0,17.0,17.0,17.0,,,,
AB-05BB001,8.0,11.0,11.0,10.0,11.0,14.0,13.0,13.0,12.0,13.0,12.0,10.0,8.0,14.0,14.0,11.0,12.0,11.0,13.0,9.0,11.0,9.0,12.0,9.0,12.0,10.0,15.0,12.0,11.0,12.0,13.0,10.0,12.0,13.0,10.0,11.0,12.0,10.0,,10.0
AB-05BL022,12.0,14.0,13.0,11.0,12.0,8.0,12.0,11.0,13.0,9.0,13.0,10.0,7.0,16.0,12.0,12.0,10.0,13.0,10.0,10.0,11.0,10.0,10.0,9.0,11.0,16.0,17.0,13.0,11.0,7.0,12.0,16.0,8.0,10.0,9.0,11.0,14.0,,,
AB-05DA007,14.0,13.0,13.0,13.0,16.0,16.0,14.0,14.0,15.0,17.0,13.0,20.0,12.0,19.0,16.0,15.0,14.0,13.0,16.0,13.0,15.0,10.0,16.0,12.0,18.0,15.0,19.0,15.0,11.0,14.0,16.0,12.0,16.0,14.0,14.0,15.0,14.0,,,
AB-05DA009,18.0,15.0,15.0,18.0,17.0,19.0,14.0,17.0,19.0,18.0,16.0,19.0,16.0,23.0,19.0,18.0,18.0,18.0,20.0,14.0,13.0,14.0,21.0,12.0,20.0,19.0,20.0,14.0,14.0,18.0,17.0,18.0,19.0,18.0,16.0,21.0,15.0,16.0,,
AB-05DA010,14.0,18.0,11.0,18.0,17.0,16.0,19.0,17.0,17.0,18.0,15.0,17.0,12.0,17.0,20.0,15.0,18.0,15.0,19.0,14.0,9.0,11.0,15.0,13.0,15.0,18.0,18.0,14.0,13.0,18.0,15.0,19.0,37.0,13.0,11.0,20.0,13.0,20.0,,
AB-07AA001,14.0,21.0,17.0,14.0,19.0,18.0,13.0,15.0,18.0,20.0,18.0,18.0,16.0,18.0,15.0,14.0,11.0,14.0,19.0,20.0,18.0,17.0,18.0,15.0,17.0,16.0,20.0,17.0,17.0,16.0,12.0,16.0,18.0,17.0,14.0,17.0,20.0,,,
AB-07AA002,15.0,22.0,17.0,18.0,18.0,16.0,17.0,18.0,18.0,21.0,14.0,20.0,13.0,24.0,14.0,18.0,14.0,17.0,20.0,19.0,14.0,16.0,21.0,13.0,20.0,17.0,20.0,14.0,15.0,20.0,15.0,17.0,19.0,19.0,15.0,19.0,17.0,22.0,,15.0
AB-07CD001,6.0,4.0,4.0,3.0,7.0,6.0,3.0,6.0,2.0,6.0,6.0,4.0,4.0,4.0,3.0,4.0,3.0,7.0,5.0,3.0,3.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,7.0,2.0,2.0,4.0,8.0,7.0,5.0
AB-07GG001,11.0,10.0,10.0,14.0,13.0,13.0,13.0,12.0,13.0,7.0,14.0,11.0,10.0,20.0,16.0,14.0,11.0,13.0,12.0,15.0,9.0,16.0,9.0,9.0,10.0,16.0,18.0,15.0,11.0,12.0,7.0,16.0,7.0,14.0,19.0,10.0,,,,
AK-15072000,28.0,32.0,30.0,25.0,32.0,28.0,30.0,31.0,26.0,32.0,26.0,27.0,33.0,27.0,19.0,29.0,24.0,26.0,32.0,25.0,30.0,32.0,29.0,24.0,24.0,21.0,25.0,31.0,28.0,28.0,27.0,23.0,26.0,26.0,26.0,24.0,30.0,28.0,27.0,28.0
AK-15085100,38.0,45.0,49.0,40.0,49.0,44.0,42.0,43.0,57.0,49.0,39.0,36.0,52.0,44.0,30.0,48.0,38.0,38.0,47.0,44.0,57.0,49.0,50.0,41.0,41.0,45.0,49.0,47.0,52.0,51.0,40.0,44.0,48.0,46.0,42.0,39.0,44.0,43.0,49.0,
AK-15129500,,,,,,,,,,,22.0,24.0,30.0,35.0,23.0,25.0,26.0,24.0,28.0,23.0,22.0,23.0,26.0,19.0,30.0,25.0,29.0,22.0,19.0,30.0,23.0,26.0,25.0,27.0,27.0,21.0,26.0,20.0,20.0,23.0
AK-15239050,,19.0,23.0,19.0,20.0,17.0,15.0,17.0,17.0,18.0,21.0,21.0,23.0,17.0,21.0,20.0,25.0,21.0,24.0,17.0,20.0,19.0,19.0,26.0,14.0,17.0,24.0,19.0,23.0,21.0,24.0,19.0,19.0,24.0,23.0,23.0,16.0,15.0,22.0,27.0
AK-15266300,6.0,8.0,9.0,8.0,5.0,8.0,9.0,8.0,7.0,9.0,5.0,6.0,4.0,4.0,6.0,3.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,5.0,4.0,3.0,8.0,5.0,4.0,4.0,8.0,5.0,8.0,8.0,3.0,8.0,6.0,5.0
AK-15290000,19.0,12.0,17.0,14.0,17.0,16.0,15.0,17.0,18.0,16.0,18.0,13.0,19.0,14.0,15.0,14.0,15.0,14.0,15.0,16.0,21.0,17.0,16.0,19.0,17.0,14.0,18.0,14.0,16.0,18.0,15.0,14.0,,,,,,,22.0,19.0
AK-15292700,17.0,16.0,15.0,19.0,19.0,15.0,14.0,19.0,15.0,16.0,18.0,14.0,17.0,11.0,18.0,14.0,17.0,18.0,14.0,17.0,19.0,15.0,11.0,22.0,18.0,19.0,15.0,17.0,19.0,16.0,13.0,20.0,16.0,16.0,16.0,21.0,19.0,12.0,22.0,18.0
AK-15484000,14.0,15.0,15.0,15.0,18.0,14.0,16.0,13.0,15.0,18.0,12.0,13.0,12.0,10.0,12.0,12.0,16.0,13.0,12.0,14.0,13.0,15.0,13.0,15.0,12.0,11.0,13.0,10.0,14.0,11.0,12.0,13.0,16.0,16.0,11.0,16.0,15.0,14.0,14.0,13.0
AK-15493000,11.0,16.0,14.0,14.0,18.0,12.0,15.0,14.0,17.0,18.0,14.0,16.0,12.0,9.0,15.0,10.0,15.0,10.0,11.0,17.0,12.0,16.0,13.0,18.0,12.0,11.0,13.0,10.0,11.0,13.0,11.0,12.0,16.0,13.0,9.0,14.0,17.0,15.0,13.0,12.0
AK-15511000,12.0,13.0,13.0,16.0,15.0,10.0,13.0,12.0,15.0,16.0,9.0,11.0,10.0,8.0,12.0,9.0,14.0,11.0,6.0,12.0,13.0,14.0,10.0,12.0,13.0,9.0,12.0,11.0,11.0,13.0,6.0,12.0,11.0,7.0,9.0,13.0,11.0,13.0,9.0,11.0
AK-15896000,13.0,11.0,6.0,4.0,4.0,7.0,5.0,7.0,11.0,5.0,10.0,5.0,4.0,4.0,6.0,11.0,13.0,6.0,14.0,7.0,11.0,5.0,7.0,9.0,9.0,6.0,3.0,8.0,1.0,6.0,10.0,6.0,5.0,7.0,8.0,10.0,5.0,8.0,10.0,11.0
AK-15908000,,,,,16.0,14.0,14.0,14.0,12.0,16.0,12.0,13.0,12.0,12.0,17.0,14.0,16.0,14.0,15.0,16.0,9.0,7.0,11.0,13.0,11.0,12.0,10.0,17.0,8.0,12.0,13.0,9.0,8.0,15.0,12.0,14.0,15.0,16.0,17.0,16.0
AL-02342933,36.0,33.0,26.0,26.0,32.0,24.0,27.0,26.0,28.0,30.0,30.0,20.0,39.0,38.0,30.0,28.0,30.0,37.0,32.0,24.0,34.0,26.0,22.0,24.0,40.0,27.0,33.0,24.0,17.0,27.0,27.0,19.0,,,,,,,,
AL-02361000,28.0,26.0,26.0,34.0,30.0,24.0,28.0,19.0,25.0,21.0,28.0,16.0,22.0,28.0,29.0,22.0,26.0,22.0,24.0,26.0,30.0,22.0,21.0,25.0,31.0,30.0,31.0,22.0,18.0,21.0,28.0,20.0,21.0,27.0,31.0,23.0,28.0,26.0,28.0,33.0
