,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AB-05AA008,167.64590649086756,172.09153950835324,165.45778921212064,177.6961891085828,173.7237236474472,175.54826181594842,195.67534364192232,165.1910472044965,162.20273230479344,173.88665920503965,186.5362020242259,177.66520108871515,164.13493576594166,185.11422535452238,190.5489265751397,159.37840159578332,186.85088218554347,164.741229989018,166.6672232746066,167.61485522971034,198.6703350273604,163.29351546754526,171.6506336047006,175.98598695337049,168.28290944661794,188.54756124289773,196.76686288448187,171.22503113597142,161.42567571121268,171.65293648859588,185.8544101285908,188.42430722399033,174.78767479191987,173.5096610535405,175.37323780374706,177.59221149213397,161.82552170784373,176.54918465952,159.82026589310976,161.17012445411984
AB-05AA023,163.19785439157218,173.98034526768325,164.56456972594142,174.6419392491504,166.8443044433979,172.70080882257972,193.3617986784975,163.92880767074988,169.3799357989091,168.8637915804185,179.2265316435684,171.41169191686689,165.26459961807396,190.67904181705916,187.55545708364693,158.2771132020451,173.7214033503933,165.1629788397238,164.0472192153534,168.4389977405917,192.48156441876074,161.1063604345118,168.75394628372524,173.06687905522108,162.08636318025233,193.16777694631836,188.13379953785147,167.81022758417393,158.19350971145394,166.92380648874382,,,,,,,,,,
AB-05AD003,163.9404968153669,171.14911738071254,156.55206235905655,175.85975076397088,173.59773757032093,170.48821258022687,189.90833888527715,167.3280331829623,159.2372373849241,171.78226185435582,192.02906485655828,174.21766267034212,165.82176854756707,175.86023064022189,177.86238894591835,162.5529439953706,185.30706741594,165.07474415042554,168.36182799811158,162.89456184305155,193.65717570998984,165.68095748561058,165.7616701310074,172.77989896701487,163.14143463908312,179.91158880634595,178.37072015212877,177.31352599241322,157.9345488734042,171.6431680782658,178.83489853536625,185.46325471162504,177.60007684581447,181.84548918210646,171.9247947328253,182.5330785309773,156.55903862372736,,,
AB-05AD005,167.50152319680655,179.0866590433231,160.51650407884722,180.71253116047163,174.4349777775803,176.90401771533843,195.89764470589003,165.57942277087182,167.44281022583138,171.74684175280828,196.68865483190874,176.985971093236,168.01443660174272,186.39107089944937,189.5671292928706,164.85562051519773,190.05937642184932,166.7992538895496,173.98091306483806,167.55380620499255,194.03881055423705,169.4944535034856,172.5354329147061,174.55749123224854,163.62351056583805,181.82867191896463,180.87788419261713,180.55554820269938,162.27404323334937,176.89749760868904,180.1038708678484,186.6051440588967,177.13661957316057,181.34751361450094,178.12819326667307,184.26091969035542,161.03014291834404,,,
AB-05BA002,,,,,,,189.9129118765272,184.7972521728276,179.6100264670378,188.81346093431316,197.61594838150174,187.26428276030998,189.71154076125748,183.44885339777775,191.0582813958044,183.53904016849708,195.38519754512578,190.46894874245032,191.52003835974398,179.89234572228426,202.61281206922968,193.3339597198662,184.49283907513626,191.35656526950788,194.99216583686385,194.45873491938198,189.7962172293762,184.6471877126158,186.12188365650982,192.52180367047836,191.6709866527786,200.1188473349417,194.0111026867804,186.53091319825705,185.79121025667632,192.79744158714163,,,,
AB-05BB001,192.39090566587547,185.75785534559708,192.41476778686862,196.43747967581794,191.4665775239925,199.64550692433215,192.1482865215678,189.273535151564,183.917451887668,192.66199819449088,196.41068128073812,189.412746223432,192.61343000517252,188.55398579072147,194.84132768554005,187.8695560532413,194.88662881515688,190.752020019097,193.8626891791817,184.34007295615243,202.8158306362534,193.9763408865434,188.04994804301796,192.644618145677,195.0820425619059,197.60548680516726,192.6324478813959,184.28435750591103,186.84186740790588,193.2366937656939,192.6195106901269,200.51993340108228,194.8726513918914,188.62653899572507,187.58090844733573,196.8243886982795,196.72260486473064,192.04726533540585,,183.6760421079164
AB-05BL022,173.9204580866317,173.72186099639728,169.51495678698518,177.66887335015915,169.1945728795573,175.43959317303575,195.90767878077367,171.14357429718868,166.88568026198288,169.01401761187142,181.12760724314884,169.71332633584095,167.92058019121544,185.7119393672467,188.47573568314075,162.47625125353267,170.5100535868289,172.25063389058406,165.90057808152585,164.63937550773835,183.60739591065524,165.34157003376708,167.31266760863917,174.16834085298373,166.03834561967994,192.58947199486417,192.7710570115298,167.67993006252004,161.4723914146909,166.45512072167713,187.6052361673415,190.45522010213085,166.24035542935493,169.44348502816496,174.66293214560793,180.50834437380988,164.90264238857208,,,
AB-05DA007,206.2397469658329,192.45612551219435,202.23364831097842,206.39468145243742,204.08854584010282,206.33923458234528,197.73559638294807,194.0047746818589,196.70493807423563,202.02027745272318,200.55678852587437,203.33887219927402,201.9967850287908,196.82637012191412,198.16164046193856,200.64941550231163,203.1555882514132,197.6101860312446,207.90671790425748,199.1820767093688,207.9998910115004,204.00904069325492,201.41437228262305,199.89595566663024,205.9511229443754,203.84155376092914,197.62753985054943,196.3637764949392,197.68364812316494,201.01120504798405,205.20437755692666,209.32929608518765,204.34743371810512,197.35756477693334,199.94379892969064,205.3804129992451,200.03632805381469,,,
AB-05DA009,207.51771273245,194.1696273544302,204.2698912195118,204.81840324298508,204.05800757742125,206.50407849059255,198.22457725961127,195.95948105243522,196.40857324928214,203.00065079516523,201.28738678807633,203.61740763903532,203.5629307724423,195.9365638549215,198.88663498934906,202.40849551909835,200.83174630116812,195.71956875464758,207.27772203881528,200.65692490134217,208.77985673774884,203.93179481058996,203.02661839385573,200.57069463135997,205.1112883914943,204.3619661166711,196.73422728818284,197.48259554883842,198.48724053242205,201.28550380599418,206.50545301989808,207.82071536089703,204.36114694214407,200.37175099287188,202.8697489727848,204.9970071817405,201.1796175042529,200.917303221521,,
AB-05DA010,193.819962536794,183.35111635104246,195.942754476179,198.63208481388727,194.38371221583802,200.9591485702,192.55048114844587,187.34296199834253,187.98670351833823,190.80974981354657,195.99205659674794,190.18666281755168,197.1425569511438,187.7399203764023,188.1001790189759,193.26312201772308,194.47121811928062,194.35759096612261,202.49888386123683,187.37996271490675,203.26905855338677,197.2575389948004,190.32671883733977,190.4845330852424,194.0502682857947,199.32875257836534,194.39325018341873,184.90636004311872,194.2201594480543,195.80607460759646,194.49482366804114,209.31743753669514,189.9377397239588,189.07603136046725,187.1346815324397,200.21872784687747,203.99237353871925,196.66708083613523,,
