,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.6862750000000011,-1336.8318625000022,0.29622163753056174,0.0,42.0,28.824,0.23,21.306,50.13
01-02,0.43650606060606056,-829.777868181818,0.3512068945263751,0.0,42.0,18.333,0.163,34.068,52.401
01-03,0.3498909090909091,-658.8548727272727,0.22943429057595655,0.0,42.0,14.696,0.152,33.579,48.275
01-04,0.2830000000000001,-528.0780000000001,0.37490496599151024,0.0,42.0,11.886,0.119,31.979,43.865
01-05,0.35846666666666666,-685.0581,0.36293485816471427,0.0,42.0,15.056,0.123,24.347,39.403
01-06,0.3360625,-641.6759687499999,0.46534374401080925,0.0,42.0,14.114,0.116,23.392,37.506
01-07,0.23583333333333334,-439.56975000000006,0.5516478210183582,0.0,42.0,9.905,0.095,27.144,37.049
01-08,0.12491034482758617,-223.43923448275856,0.3512068945263751,0.0,42.0,5.247,0.056,23.758,29.005
01-09,0.1865703703703704,-350.6480055555556,0.4251795087510768,0.0,42.0,7.836,0.093,18.575,26.411
01-10,0.45280000000000004,-883.5260000000001,0.17412614678904337,0.0,42.0,19.018,0.268,12.565,31.583
01-11,0.6431818181818177,-1264.5906454545445,0.07055328302873853,1.0,42.0,27.014,0.354,8.266,35.28
01-12,1.131999999999998,-2239.095999999996,0.017791022959138703,2.0,42.0,47.544,0.519,1.132,48.676
01-13,1.51228125,-2999.284409375,0.03569609241623639,2.0,42.0,63.516,0.541,-6.48,57.036
01-14,1.2793958333333333,-2538.4834687499997,0.049346085963436925,2.0,42.0,53.735,0.41,-6.559,47.176
01-15,1.0376666666666665,-2049.4010999999996,0.18135303115367463,0.0,42.0,43.582,0.375,4.141,47.723
01-16,0.8383875000000001,-1657.98910625,0.07411898766808678,1.0,42.0,35.212,0.362,1.18,36.392
01-17,0.7641,-1500.14055,0.1411873266018009,0.0,42.0,32.093,0.402,12.013,44.106
01-18,0.9169200000000001,-1802.67604,0.24731745742367428,0.0,42.0,38.51,0.483,11.909,50.419
01-19,0.5476432432432433,-1067.632414864865,0.24731745742367428,0.0,42.0,23.001,0.29,16.154,39.155
01-20,0.38912499999999994,-747.6329374999999,0.36293485816471427,0.0,42.0,16.344,0.22,22.445,38.789
01-21,0.14149999999999885,-247.6957499999977,0.919481045938793,0.0,42.0,5.943,0.081,32.333,38.276
01-22,0.28983103448275876,-551.8397534482762,0.5667605869699317,0.0,42.0,12.173,0.19,21.736,33.909
01-23,0.516475,-1007.5330625,0.37490496599151024,0.0,42.0,21.692,0.314,14.571,36.263
01-24,0.8085714285714286,-1590.3346714285717,0.08169227155835213,1.0,42.0,33.96,0.348,9.828,43.788
01-25,0.5707166666666664,-1115.0695249999997,0.17412614678904337,0.0,42.0,23.97,0.247,14.379,38.349
01-26,0.33555714285714267,-646.7924571428567,0.46534374401080925,0.0,42.0,14.094,0.19,17.275,31.369
01-27,0.4775624999999999,-930.5906687499998,0.3995666898442778,0.0,42.0,20.057,0.331,14.506,34.563
01-28,0.6296749999999998,-1231.4426624999996,0.1603211528324091,0.0,42.0,26.447,0.481,14.684,41.131
01-29,0.19592307692307726,-370.60809230769297,0.6777161122500928,0.0,42.0,8.228,0.163,17.124,25.352
01-30,0.1584799999999998,-292.58520999999956,0.9016705385876072,0.0,42.0,6.656,0.133,21.047,27.703
01-31,0.2058181818181816,-386.12005454545414,0.5667605869699317,0.0,42.0,8.644,0.148,21.194,29.838
02-01,0.2044903225806451,-386.5921499999999,0.7276974359007813,0.0,42.0,8.589,0.143,18.094,26.683
02-02,-0.004716666666666702,32.835075000000074,0.7961487032320338,-0.0,42.0,-0.198,-0.003,23.501,23.303
02-03,-0.05660000000000004,139.34920000000008,0.761689952058004,-0.0,42.0,-2.377,-0.036,27.338,24.961
02-04,-0.02223571428571423,76.4393107142856,0.6291146665070553,-0.0,42.0,-0.934,-0.013,32.435,31.501
02-05,-0.01131999999999998,54.61333999999995,0.6132517855744677,-0.0,42.0,-0.475,-0.005,32.211,31.736
02-06,0.08085714285714286,-125.87435714285715,0.9552145926892925,0.0,42.0,3.396,0.031,34.142,37.538
02-07,0.1453243243243243,-259.0214864864864,0.883909392651155,0.0,42.0,6.104,0.058,28.575,34.679
02-08,0.2805742857142857,-527.1897842857143,0.3995666898442778,0.0,42.0,11.784,0.116,28.067,39.851
02-09,0.43865000000000004,-849.8702250000001,0.12385910748901896,0.0,42.0,18.423,0.191,18.218,36.641
02-10,0.6880437499999998,-1353.1459281249997,0.0671295173343105,1.0,42.0,28.897,0.325,8.493,37.39
02-11,0.7074999999999996,-1387.7612499999993,0.3512068945263751,0.0,42.0,29.715,0.373,12.381,42.096
02-12,0.4594588235294118,-893.7556176470589,0.19647045178774425,0.0,42.0,19.298,0.245,15.513,34.811
02-13,0.54300625,-1058.955046875,0.23825744188756026,0.0,42.0,22.807,0.28,15.654,38.461
02-14,0.5353416666666667,-1044.5070125000002,0.25661600271303886,0.0,42.0,22.484,0.293,14.934,37.418
02-15,0.25470000000000004,-480.76040000000006,0.4517264720866896,0.0,42.0,10.697,0.158,23.291,33.988
02-16,0.47770399999999996,-926.1616479999999,0.6942324524938992,0.0,42.0,20.063,0.274,19.215,39.278
02-17,0.1768749999999999,-326.3662124999998,0.8485702914543127,0.0,42.0,7.429,0.092,23.669,31.098
02-18,0.07203636363636337,-117.63280909090855,0.6942324524938992,0.0,42.0,3.026,0.032,24.927,27.953
02-19,-0.07924000000000006,209.38038000000012,0.4517264720866896,-0.0,42.0,-3.328,-0.029,52.564,49.236
02-20,-0.2617749999999998,567.5671124999997,0.25661600271303886,-0.0,42.0,-10.994,-0.091,49.514,38.52
02-21,-0.3087272727272728,689.182181818182,0.2043665291857466,-0.0,42.0,-12.967,-0.109,78.211,65.244
02-22,-0.609538461538462,1283.579153846155,0.1603211528324091,-0.0,42.0,-25.601,-0.21,77.303,51.702
02-23,-1.2169000000000012,2485.5465500000023,0.03771778264913328,-2.0,42.0,-51.109,-0.401,77.301,26.192
02-24,-1.3841272727272727,2829.9639818181813,0.049346085963436925,-2.0,42.0,-58.133,-0.435,90.776,32.643
02-25,-0.8664153846153847,1788.8560615384617,0.5975679869340738,-0.0,42.0,-36.389,-0.253,74.22,37.831
02-26,-0.42336799999999997,899.1623159999999,0.7788649901956481,-0.0,42.0,-17.781,-0.147,61.317,43.536
02-27,0.5457857142857144,-1025.9255357142858,0.317483551310608,0.0,42.0,22.923,0.206,54.184,77.107
02-28,0.4319473684210527,-809.2012631578948,0.46534374401080925,0.0,42.0,18.141,0.144,45.623,63.764
03-01,0.849,-1646.9185,0.17412614678904337,0.0,42.0,35.657,0.277,33.253,68.91
03-02,1.1319999999999995,-2211.9279999999985,0.08169227155835213,1.0,42.0,47.544,0.342,28.3,75.844
03-03,1.84516,-3621.4774199999997,0.08570790881071688,1.0,42.0,77.497,0.532,30.094,107.591
03-04,1.2431785714285717,-2418.523053571429,0.11846727616685726,0.0,42.0,52.214,0.385,41.727,93.941
03-05,0.39997333333333335,-749.08968,0.29622163753056174,0.0,42.0,16.798,0.132,42.458,59.256
03-06,-0.035375000000000156,114.03131250000033,0.8662064065863087,-0.0,42.0,-1.486,-0.012,44.024,42.538
03-07,-0.5410294117647059,1137.8223088235293,0.5516478210183582,-0.0,42.0,-22.723,-0.204,67.125,44.402
03-08,-0.5768846153846154,1208.6657884615386,0.6132517855744677,-0.0,42.0,-24.229,-0.233,67.011,42.782
03-09,-0.5093999999999999,1082.5032999999996,0.6132517855744677,-0.0,42.0,-21.395,-0.186,74.401,53.006
03-10,0.5235500000000002,-972.6922250000005,0.3995666898442778,0.0,42.0,21.989,0.153,63.413,85.402
03-11,0.7546666666666667,-1423.6315,0.36293485816471427,0.0,42.0,31.696,0.191,69.854,101.55
03-12,1.4244333333333334,-2754.05695,0.2043665291857466,0.0,42.0,59.826,0.355,64.897,124.723
03-13,1.164342857142857,-2244.3355428571426,0.24731745742367428,0.0,42.0,48.902,0.304,59.899,108.801
03-14,1.4998999999999991,-2922.640049999998,0.22084614564234606,0.0,42.0,62.996,0.379,45.662,108.658
03-15,1.74328,-3428.6638599999997,0.0671295173343105,1.0,42.0,73.218,0.465,21.287,94.505
03-16,1.096625,-2135.1111875,0.1352154124488678,0.0,42.0,46.058,0.347,35.11,81.168
03-17,0.5457857142857142,-1041.3490357142855,0.8485702914543127,0.0,42.0,22.923,0.191,38.761,61.684
03-18,0.3714375000000001,-696.4187812500002,0.7276974359007813,0.0,42.0,15.6,0.143,38.656,54.256
03-19,0.4649285714285712,-880.5241785714281,0.38711605416916584,0.0,42.0,19.527,0.187,39.569,59.096
03-20,0.18237777777777778,-315.84686666666664,0.2043665291857466,0.0,42.0,7.66,0.07,45.079,52.739
03-21,-0.4716666666666664,985.8304999999995,0.033767571415649345,-2.0,42.0,-19.81,-0.17,52.402,32.592
03-22,-0.6509,1349.44305,0.0671295173343105,-1.0,42.0,-27.338,-0.228,61.312,33.974
03-23,-0.617245945945946,1280.878268918919,0.02540712957631497,-2.0,42.0,-25.925,-0.234,59.349,33.424
03-24,-0.49996666666666667,1055.57585,0.057670064418724465,-1.0,42.0,-20.999,-0.204,66.142,45.143
03-25,-0.29789473684210527,641.6280263157895,0.07411898766808678,-1.0,42.0,-12.511,-0.14,52.094,39.583
03-26,-0.10187999999999989,240.78205999999977,0.317483551310608,-0.0,42.0,-4.279,-0.053,39.162,34.883
03-27,-0.0668909090909092,173.93437272727294,0.16711655519767832,-0.0,42.0,-2.809,-0.037,41.557,38.748
03-28,0.35375000000000156,-655.9586250000032,0.7788649901956481,0.0,42.0,14.857,0.19,44.113,58.97
03-29,0.4303958333333335,-799.8729687500003,0.16711655519767832,0.0,42.0,18.077,0.195,51.88,69.957
03-30,0.8027766666666666,-1552.9384449999998,0.0638436989206157,1.0,42.0,33.716,0.321,35.757,69.473
03-31,0.9055999999999997,-1755.2791999999995,0.1603211528324091,0.0,42.0,38.035,0.308,36.903,74.938
04-01,0.6056199999999999,-1156.31819,0.24731745742367428,0.0,42.0,25.436,0.205,42.204,67.64
04-02,0.09669166666666662,-144.2344874999999,0.9552145926892925,0.0,42.0,4.061,0.04,47.118,51.179
04-03,0.47986956521739127,-905.3046956521739,0.6777161122500928,0.0,42.0,20.155,0.243,44.357,64.512
04-04,-0.08584333333333334,225.413745,0.9016705385876072,-0.0,42.0,-3.606,-0.036,55.53,51.924
04-05,-0.12863636363636355,314.94040909090893,0.9373320419227238,-0.0,42.0,-5.403,-0.046,60.369,54.966
04-06,0.0070749999999999424,43.44403750000012,0.883909392651155,0.0,42.0,0.298,0.002,57.445,57.743
04-07,-0.017151515151515227,84.10245454545469,0.9552145926892925,-0.0,42.0,-0.721,-0.006,50.16,49.439
04-08,0.41579230769230774,-758.3627192307692,0.5820690716517367,0.0,42.0,17.464,0.163,64.49,81.954
04-09,0.6064285714285721,-1140.38892857143,0.41225516799167616,0.0,42.0,25.47,0.233,59.733,85.203
04-10,0.24526666666666674,-415.13270000000017,0.7961487032320338,0.0,42.0,10.301,0.083,70.25,80.551
04-11,-0.18948695652173914,453.0251695652174,0.883909392651155,-0.0,42.0,-7.958,-0.06,78.03,70.072
04-12,-0.39796875,859.696515625,0.9373320419227238,-0.0,42.0,-16.714,-0.117,72.116,55.402
04-13,-0.7782499999999999,1616.106875,0.3067305590248952,-0.0,42.0,-32.686,-0.235,75.95,43.264
04-14,-1.5232058823529413,3120.220661764706,0.18880018541004562,-0.0,42.0,-63.974,-0.485,105.796,41.822
04-15,-1.2386692307692306,2538.8376269230766,0.22084614564234606,-0.0,42.0,-52.024,-0.398,87.511,35.487
04-16,-1.2074666666666662,2468.2410999999993,0.24731745742367428,-0.0,42.0,-50.714,-0.4,78.665,27.951
04-17,-1.5093333333333336,3083.0020000000004,0.2043665291857466,-0.0,42.0,-63.392,-0.546,96.031,32.639
04-18,-1.0376666666666665,2129.1504999999997,0.25661600271303886,-0.0,42.0,-43.582,-0.466,75.608,32.026
