,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.0015480100000000011,-2.9393540300000023,0.44595658115373604,0.0,33.0,0.065,0.249,0.124,0.189
01-02,0.0011525547368421022,-2.1523511378947306,0.4856103851418121,0.0,33.0,0.048,0.258,0.129,0.177
01-03,0.0018823787878787875,-3.604566712121211,0.54850039361213,0.0,33.0,0.079,0.323,0.121,0.2
01-04,0.0018235132211538462,-3.505053981971154,0.8584237820523384,0.0,33.0,0.076,0.176,0.104,0.18
01-05,0.0002775576923076923,-0.38756305769230764,0.757996646747342,0.0,33.0,0.011,0.042,0.162,0.173
01-06,0.0023482261904761905,-4.552658059523809,0.5061307168657696,0.0,33.0,0.099,0.363,0.094,0.193
01-07,0.0027140486111111133,-5.280589368055559,0.12342316732733916,0.0,33.0,0.114,0.493,0.091,0.205
01-08,0.003267976190476191,-6.406520309523811,0.08271238344821374,1.0,33.0,0.137,0.501,0.061,0.198
01-09,0.0035902156862744903,-7.050834019607804,0.07712890370635717,1.0,33.0,0.151,0.627,0.054,0.205
01-10,0.0028123125000000006,-5.475713937500001,0.5061307168657696,0.0,33.0,0.118,0.504,0.09,0.208
01-11,0.005636416666666654,-11.134092583333308,0.27725679757119037,0.0,33.0,0.237,0.582,0.02,0.257
01-12,0.005927580128205136,-11.745592996794887,0.2631677566593238,0.0,33.0,0.249,0.607,-0.015,0.234
01-13,0.0031940299145299103,-6.2654809188034095,0.355310453336267,0.0,33.0,0.134,0.465,0.056,0.19
01-14,0.0014757527173913047,-2.796886692934783,0.5270983110287553,0.0,33.0,0.062,0.255,0.124,0.186
01-15,0.0007635743034055704,-1.3627523297213575,0.6614992026619251,0.0,33.0,0.032,0.124,0.148,0.18
01-16,0.0016013896551724124,-3.049103479310342,0.4856103851418121,0.0,33.0,0.067,0.322,0.12,0.187
01-17,0.0010960807692307689,-2.0256497807692297,0.3069529533583135,0.0,33.0,0.047,0.168,0.143,0.19
01-18,0.0013451629032258093,-2.543805295161296,0.7091645038629479,0.0,33.0,0.057,0.21,0.118,0.175
01-19,0.0011162777777777746,-2.0638403888888823,0.7091645038629479,0.0,33.0,0.047,0.136,0.145,0.192
