,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,-0.028299999999999992,58.549869999999984,0.043825662339098015,-2.0,43.0,-1.188,-0.575,2.544,1.356
01-02,-0.024585625,51.12961,0.024185036295084394,-2.0,43.0,-1.033,-0.506,2.475,1.442
01-03,-0.02212545454545455,46.0649390909091,0.025581789815397826,-2.0,43.0,-0.93,-0.462,2.279,1.349
01-04,-0.023064499999999998,47.911899999999996,0.037454161891628646,-2.0,43.0,-0.968,-0.476,2.267,1.299
01-05,-0.02394615384615384,49.731807692307676,0.041607050718883265,-2.0,43.0,-1.005,-0.496,2.342,1.337
01-06,-0.02421222222222223,50.33469444444446,0.04614335216376597,-2.0,43.0,-1.017,-0.504,2.419,1.402
01-07,-0.023583333333333314,48.99484666666663,0.04495932953183668,-2.0,43.0,-0.99,-0.496,2.323,1.333
01-08,-0.023789687500000004,49.430195000000005,0.01923855063903157,-2.0,43.0,-0.999,-0.5,2.35,1.351
01-09,-0.023583333333333328,49.01465666666666,0.030198435580170102,-2.0,43.0,-0.99,-0.493,2.343,1.353
01-10,-0.022639999999999993,47.091199999999986,0.021588750927227673,-2.0,43.0,-0.951,-0.477,2.287,1.336
01-11,-0.02242230769230768,46.65581538461535,0.021588750927227673,-2.0,43.0,-0.942,-0.477,2.282,1.34
01-12,-0.022249655172413802,46.33881034482761,0.018149650128641337,-2.0,43.0,-0.935,-0.469,2.307,1.372
01-13,-0.022044210526315784,45.899621052631566,0.024185036295084394,-2.0,43.0,-0.926,-0.469,2.274,1.348
01-14,-0.019363157894736836,40.478085789473674,0.021588750927227673,-2.0,43.0,-0.813,-0.419,2.158,1.345
01-15,-0.02122500000000005,44.2187500000001,0.027047789995794602,-2.0,43.0,-0.891,-0.455,2.214,1.323
01-16,-0.022640000000000004,47.07988000000001,0.021588750927227673,-2.0,43.0,-0.951,-0.476,2.275,1.324
01-17,-0.021067777777777772,43.958075555555546,0.014315405281054794,-2.0,43.0,-0.885,-0.441,2.265,1.38
01-18,-0.024369444444444444,50.58404888888889,0.033659415886615696,-2.0,43.0,-1.024,-0.494,2.357,1.333
01-19,-0.02600540540540541,53.87012081081082,0.024185036295084394,-2.0,43.0,-1.092,-0.521,2.405,1.313
01-20,-0.022235714285714296,46.361868571428595,0.015200134865169801,-2.0,43.0,-0.934,-0.466,2.357,1.423
01-21,-0.02141366666666667,44.73192333333335,0.01923855063903157,-2.0,43.0,-0.899,-0.446,2.354,1.455
01-22,-0.02018236842105263,42.30894684210526,0.027047789995794602,-2.0,43.0,-0.848,-0.426,2.368,1.52
