,mean,slp,chg,pvalue
01-01,3.34,0.045,1.898,0.53
01-02,3.25,0.036,1.512,0.251
01-03,3.2,0.038,1.604,0.278
01-04,3.28,-0.002,-0.084,0.914
01-05,3.51,0.045,1.882,0.41
01-06,3.48,0.035,1.47,0.41
01-07,2.97,0.05,2.1,0.201
01-08,3.65,0.04,1.698,0.251
01-09,4.13,0.1,4.2,0.129
01-10,3.45,0.053,2.246,0.298
01-11,3.37,0.067,2.8,0.072
01-12,3.4,0.014,0.585,0.649
01-13,3.42,0.02,0.84,0.351
01-14,3.23,0.016,0.678,0.474
01-15,3.2,0.02,0.84,0.544
01-16,3.37,0.049,2.062,0.363
01-17,3.85,0.063,2.656,0.179
01-18,4.22,0.053,2.236,0.172
01-19,4.02,0.03,1.26,0.488
01-20,3.93,0.088,3.71,0.225
01-21,3.45,0.099,4.176,0.225
01-22,4.22,0.102,4.294,0.288
01-23,4.08,0.084,3.528,0.34
01-24,3.45,0.086,3.594,0.461
01-25,3.25,0.056,2.346,0.516
01-26,4.36,0.069,2.904,0.897
01-27,3.96,0.045,1.898,0.665
01-28,4.67,0.056,2.37,0.762
01-29,4.1,0.056,2.372,0.435
01-30,3.76,0.072,3.036,0.516
01-31,4.39,0.067,2.816,0.474
02-01,4.75,0.107,4.48,0.502
02-02,4.44,0.094,3.966,0.201
02-03,4.13,0.052,2.184,0.386
02-04,4.87,0.091,3.822,0.159
02-05,6.2,0.093,3.894,0.209
02-06,4.78,0.08,3.36,0.398
02-07,5.24,0.068,2.846,0.696
02-08,4.61,0.066,2.778,0.448
02-09,4.87,0.051,2.15,0.983
02-10,4.5,0.038,1.606,0.983
02-11,4.3,0.049,2.07,0.633
02-12,5.29,0.053,2.218,0.516
02-13,3.71,0.035,1.45,0.603
02-14,4.16,0.025,1.036,0.948
02-15,4.73,-0.005,-0.19,0.704
02-16,4.95,0.026,1.102,0.633
02-17,6.37,-0.002,-0.07,0.778
02-18,4.92,-0.022,-0.926,0.862
02-19,4.9,0.022,0.928,0.713
02-20,5.6,0.108,4.536,0.398
02-21,6.25,0.121,5.078,0.374
02-22,12.4,0.231,9.692,0.186
02-23,9.51,0.144,6.058,0.516
02-24,5.97,0.073,3.045,0.68
02-25,7.33,0.083,3.492,0.914
02-26,9.17,0.116,4.892,0.618
02-27,7.78,0.077,3.22,0.558
02-28,4.7,0.038,1.604,0.879
03-01,6.65,0.112,4.71,0.448
03-02,6.06,0.093,3.892,0.53
03-03,7.75,0.085,3.582,0.965
03-04,8.04,0.112,4.69,0.696
03-05,8.97,0.181,7.61,0.461
03-06,6.34,0.13,5.46,0.351
