,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
AB-05AA008,0.011523033436853007,-19.0906308043996,0.5516478210183582,0.0,41.0,0.484,0.113,3.713,4.197
AB-05AA023,0.03993659420289856,-71.58713315217393,0.7212260985001633,0.0,30.0,1.678,0.159,7.447,9.125
AB-05AD003,0.04404347755434781,-73.72430296771735,0.5065690108504186,0.0,39.0,1.85,0.124,13.438,15.288
AB-05AD005,0.058689888010540196,-108.64544548748356,0.19538604457720776,0.0,37.0,2.465,0.29,7.502,9.967
AB-05BA002,0.04150621118012418,-73.35509316770178,0.3723653021980269,0.0,30.0,1.743,0.177,8.786,10.529
AB-05BB001,-0.07098641794727603,204.25113855023983,0.5523765052635039,-0.0,40.0,-2.981,-0.046,63.769,60.788
AB-05BL022,0.008086553450080518,-14.632085982500005,0.45325103254848376,0.0,39.0,0.34,0.195,1.371,1.711
AB-05CA009,0.00784498393194703,17.644200462665488,0.9766481489167274,0.0,39.0,0.33,0.009,33.169,33.499
AB-05DA007,-0.014398291343167597,43.46115567430103,0.21854619816012244,-0.0,39.0,-0.605,-0.041,14.967,14.362
AB-05DA009,0.07458622406126708,-23.119807949485775,0.724894262082233,0.0,40.0,3.133,0.024,124.486,127.619
AB-05DA010,-0.00035699709285982574,1.571523902526014,0.9349988039705048,-0.0,40.0,-0.015,-0.018,0.865,0.85
AB-06AD006,0.38034782671355505,-746.598794723536,,0.0,42.0,15.974,0.8,6.11,22.084
AB-07AA001,0.009526397243788993,-4.189828596351278,0.9037158067879054,0.0,39.0,0.4,0.025,14.663,15.063
AB-07AA002,0.07924430253623138,21.31563927355174,0.7788649901956481,0.0,41.0,3.328,0.018,178.14,181.468
AB-07AG003,-0.043302372440711494,91.52202452557319,0.5320609713589797,-0.0,35.0,-1.819,-0.278,5.827,4.008
AB-07BB002,-0.23821558120471029,502.9708182111416,0.4107427047210992,-0.0,39.0,-10.005,-0.297,31.542,21.537
AB-07BJ001,-0.20956511086956553,433.80772200760936,0.00027015259638507594,-3.0,39.0,-8.801,-0.511,19.078,10.277
AB-07CD001,1.4041063176328537,-2673.4834081938475,0.04752577547871617,2.0,42.0,58.972,0.411,105.243,164.215
AB-07GG001,-0.05505253564613529,114.1430323479922,0.034000514711707064,-2.0,38.0,-2.312,-0.418,5.194,2.882
AK-15024800,-6.57583498023715,16161.240032114616,0.06527352601886727,-1.0,42.0,-276.185,-0.092,3147.663,2871.478
AK-15052500,0.51782256270903,-943.9235730957357,9.276524999934921e-06,3.0,40.0,21.749,0.241,80.847,102.596
AK-15072000,0.09160586956521684,-171.8954304347815,0.0515865223479568,1.0,43.0,3.847,0.355,9.393,13.24
AK-15085100,0.008052536490683231,-15.477137288819879,0.021202013125831698,2.0,39.0,0.338,0.53,0.459,0.797
AK-15129500,0.01810448067632859,-26.71401057971032,0.8119200006410021,0.0,31.0,0.76,0.084,9.115,9.875
AK-15239050,-0.009155406178489707,22.086130306064085,,-0.0,40.0,-0.385,-0.101,3.968,3.583
AK-15258000,-0.44776290760869397,1068.663369565214,0.1872884962268888,-0.0,43.0,-18.806,-0.108,182.541,163.735
AK-15266300,0.3762438858695667,-384.4627095788072,0.6029278873524366,0.0,42.0,15.802,0.042,360.124,375.926
AK-15290000,-0.05507593873517778,120.23189982707493,0.24730827552542323,-0.0,42.0,-2.314,-0.211,11.237,8.923
AK-15292000,-0.5537615683229864,1670.875933113364,0.5754293120292426,-0.0,36.0,-23.258,-0.041,574.982,551.724
AK-15292700,-0.7570902503293803,1750.999020750987,0.08684001256551266,-1.0,42.0,-31.797,-0.135,252.717,220.92
AK-15302000,-4.083813043478261,8431.749371739132,0.0034624952577932966,-3.0,31.0,-171.52,-0.589,349.883,178.363
AK-15304000,-5.014021739130412,11919.713913043432,0.3706969845683532,-0.0,39.0,-210.589,-0.11,1996.965,1786.376
AK-15356000,-4.186660419790079,12552.552509370264,0.6646547813082151,-0.0,42.0,-175.84,-0.042,4267.152,4091.312
AK-15484000,0.6151189565217391,-1152.6805326086956,0.1872884962268888,0.0,43.0,25.835,0.313,64.64,90.475
AK-15493000,0.1436161356821589,-252.4337857477511,0.4629394880460813,0.0,40.0,6.031,0.161,31.783,37.814
AK-15511000,0.019788027950310573,-30.24751679347829,0.8248046168337546,0.0,40.0,0.831,0.083,8.913,9.744
AK-15514000,0.4909702268430996,-922.6494794423429,0.21665846771152952,0.0,42.0,20.62,0.314,48.981,69.601
AK-15515500,1.3697634271099748,-1247.4934942455254,0.3741826491069973,0.0,42.0,57.53,0.039,1463.268,1520.798
AK-15565447,-13.965434782608686,39465.3035869565,0.5765325919333777,-0.0,36.0,-586.548,-0.051,11827.708,11241.16
AK-15744500,-9.502237681159414,19593.806353985496,0.004457587491057291,-3.0,32.0,-399.094,-0.553,788.878,389.784
AK-15896000,0.7794061844077962,-1510.4547809407798,0.0654230661046904,1.0,42.0,32.735,0.609,31.99,64.725
AK-15908000,0.8792521321070237,-1653.72172180184,0.0789015593829665,1.0,36.0,36.929,0.35,86.318,123.247
AL-02342500,-0.01078291521739132,23.983327173913075,0.7535494327517966,-0.0,43.0,-0.453,-0.114,2.644,2.191
AL-02342933,0.005166727484472121,-9.69644339169269,0.7334457521953335,0.0,32.0,0.217,0.16,0.529,0.746
AL-02361000,0.041037278582930665,-70.91082238325262,0.6908616736633162,0.0,43.0,1.724,0.118,10.302,12.026
AL-02363000,-0.035142774481760626,74.34470954377264,0.5159581227213856,-0.0,32.0,-1.476,-0.199,4.797,3.321
AL-02369800,0.015584042443064185,-28.672209451345765,0.19553978701238384,0.0,43.0,0.654,0.208,2.169,2.823
AL-02371500,0.024706302257525074,-45.02149038461536,0.6602647550462684,0.0,43.0,1.038,0.125,3.872,4.91
AL-02372250,0.01029643206521742,-15.354839047554403,0.8470569177817997,0.0,40.0,0.432,0.057,5.022,5.454
AL-02374500,-0.028651269284712504,62.28795269985979,0.346250063352757,-0.0,43.0,-1.203,-0.223,5.587,4.384
AL-02408540,-0.029305265217391314,62.38919565217393,0.1844397954348005,-0.0,39.0,-1.231,-0.243,4.394,3.163
AL-02414500,-0.12470456521739148,279.6495260869569,0.47668240722040744,-0.0,43.0,-5.237,-0.139,32.859,27.622
AL-02415000,-0.05061406048808531,103.71085561888592,0.20946154334050293,-0.0,33.0,-2.126,-0.548,3.546,1.42
AL-02422500,-0.027193048136645928,57.97699670341608,0.10437515622281257,-0.0,41.0,-1.142,-0.297,4.162,3.02
AL-02424000,0.1279212732919255,-239.2144509316771,0.2672858752494309,0.0,43.0,5.372,0.269,13.942,19.314
