,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
AB-05AA008,0.016558948306122437,-30.863315693609078,0.08988158946826497,1.0,41.0,0.695,0.273,1.907,2.602
AB-05AA023,0.012973901098901147,-21.603252060439658,0.8865048064138312,0.0,30.0,0.545,0.101,4.072,4.617
AB-05AD003,0.0315891799661877,-57.08792883068479,0.4981364283916774,0.0,39.0,1.327,0.188,5.427,6.754
AB-05AD005,0.019159530125047362,-34.71663660477453,0.40995687995177965,0.0,37.0,0.805,0.184,3.2,4.005
AB-05BA002,0.012637362637362726,-21.81461538461556,0.4754490495282657,0.0,30.0,0.53,0.154,3.195,3.725
AB-05BB001,0.03835176781294798,-51.9135902324183,0.2987182579750094,0.0,40.0,1.61,0.064,23.985,25.595
AB-05BL022,0.0008285713956043938,-1.0524856481977984,0.6663557059408556,0.0,39.0,0.035,0.044,0.587,0.622
AB-05CA009,0.0346407434488591,-54.2816559327985,0.4981364283916774,0.0,39.0,1.455,0.093,14.272,15.727
AB-05DA007,0.010114117290786116,-15.98873162666099,0.3233694432822294,0.0,39.0,0.425,0.095,4.027,4.452
AB-05DA009,0.07422571572890048,-111.45954355233947,0.48584571863522186,0.0,40.0,3.118,0.086,35.433,38.551
AB-05DA010,0.0006663004247252741,-1.1115024972145593,0.3453056974481019,0.0,40.0,0.028,0.116,0.207,0.235
AB-06AD006,0.16119144083285128,-316.00811012495643,0.0008425400372606973,3.0,42.0,6.77,0.751,2.99,9.76
AB-07AA001,0.026111458744112945,-46.923331948759646,0.10242429852725299,0.0,39.0,1.097,0.193,4.751,5.848
AB-07AA002,0.19262232309570707,-326.4685072419448,0.153736718174466,0.0,41.0,8.09,0.132,54.731,62.821
AB-07AG003,0.0011025643040293114,-0.7048941757875602,0.9308785207063774,0.0,35.0,0.046,0.019,1.477,1.523
AB-07BB002,-0.044786321733821625,99.45669716703276,0.3875569139334387,-0.0,39.0,-1.881,-0.15,10.825,8.944
AB-07BJ001,-0.0351249283921342,74.08565088836326,0.29818612881587514,-0.0,39.0,-1.475,-0.265,4.573,3.098
