SID,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AB-05AA008,41.54704790015788,35.49778038458371,42.65698771006481,48.81328476950201,44.525140811130754,49.08244742012691,33.75693980100445,33.706630641837435,34.7639914679344,42.07800696167498,42.55720413931059,43.78414128583,45.31537846780471,48.893115962377536,53.66994780992263,34.03759958947889,58.13205926215793,47.76475215172968,44.24321402174357,44.55107928648766,47.71427866827597,41.18021055963389,45.97472394634142,62.163481009979634,41.019166203070974,40.06214375471206,42.36627500321462,36.98024782594442,39.91521727831098,44.11394709271107,49.09380011669598,50.35214284947993,55.28149449929438,48.3155189035808,48.397994392263705,43.89623830612776,35.2122813039061,29.06764308005368,34.92435266241789,29.008313384966996,43.30718827378615,,
AB-05AA023,42.37714537860708,40.37213676361927,45.82334579959779,60.30740868009536,44.347621290626506,55.98050905459443,33.98633317941274,35.41924276588553,35.85807750377453,44.776985246614906,43.21717846142554,45.92098343925983,53.7242504461538,56.42056413880031,65.1185105716627,36.87264546769271,66.70107821224981,55.25929439195658,47.487639331792494,55.14191908493964,47.07135854703063,40.16097108199863,48.32429241682525,66.71201178973205,41.93371601472752,44.51114874559028,57.55510827955881,44.22920792847202,38.93134042043002,48.97569931649869,,,,,,,,,,,,,
AB-05AD003,52.62698131078303,37.46492491881044,46.30133423852448,66.26646486543133,55.39161732765623,54.49089623646908,36.74203872304104,39.92701091892839,39.49700452830228,39.250468620050825,44.505634143502455,53.619333704999846,59.55328040147803,42.809189992914185,49.93390299444272,39.42295524424833,59.50081609278073,59.10975287708501,56.13007624521767,50.48179951588799,56.329245913346014,49.05434627128482,53.14729592783566,72.26509591737424,53.04943832686512,48.2300854224874,46.31268353679482,42.63348517023904,43.2546909456699,58.36631890825032,56.24742966513352,59.05217218354066,67.09941859447733,54.05526149493176,49.95505324233391,57.63167480055754,39.02159960810077,,,39.54371248047123,44.15750722654129,,
AB-05AD005,48.32529480247113,40.187584931120654,45.68214553025014,63.56699036350777,51.58842569364579,50.66114877435631,35.24197310938628,34.74988171534259,42.06754628334492,33.42077570276979,44.78854459380033,46.89784396896479,55.52328315138684,45.28665283894107,49.41468571483996,38.91398361967568,58.42672637435445,55.83933009056964,54.52872940916976,53.38372235200238,53.19000418818931,47.19839300484458,49.79994149466261,67.0024330218505,47.72538071492844,48.594189645469896,47.184148649423626,41.14679347192418,39.11281833142134,56.235407859956624,51.48912286134545,58.8413512286705,65.29118027319235,51.34978998555738,51.17197145634529,57.186022796344936,42.59298569272752,,,,,,
AB-05BA002,,,,,,,55.23558432153518,67.26871284347841,57.45894286884968,61.0018333653743,67.96372754180567,69.57829269369913,70.61748492645505,56.51790170479918,53.11394767461959,59.92280676270864,65.15257395760544,72.26761278169704,62.90411739086736,52.90015818625401,70.22017154234955,71.54856670581587,58.82586958328879,73.11550629802113,60.33697209594786,63.52147930995601,55.40468829872693,54.86679202627194,68.41811910938269,64.02307779850467,62.91021506453269,59.18567668348319,70.51426181076629,74.47877690042732,68.1575545191535,67.44353839661295,,,,,,,
AB-05BB001,64.48178248701979,50.96060496178426,62.09077794229949,64.7345261521823,63.24656660237795,65.91580508410591,54.81205864001016,66.37151742768064,54.96712138647465,59.97960115862752,63.98032753613477,67.18288087013372,68.55291695842983,59.55222666907605,53.97058992612153,59.454773813509945,67.12597697651861,68.30594983368701,62.77909007905328,54.489374488319896,66.31791296147492,65.89336826775303,60.26335803123936,70.29914658518219,59.03635665649628,59.91679726847714,56.05653488975658,53.0257542144092,66.07967525921292,61.1251490503516,63.41688025618672,58.11052066945437,66.76817029500629,71.96589591585939,65.0823632507781,60.97398599673779,51.071140479976464,46.42432942851935,,53.40577711225667,63.78918225992477,,
AB-05BL022,54.56335283639525,45.27174363197813,58.03305667458704,67.51674933011836,52.02754145508477,62.43091692520214,34.19151007909354,41.43295731940452,37.20972767511888,48.78861930339497,46.83299293715641,53.94849295037538,59.52672329803096,60.03912198816457,63.47296103603389,43.93309446831664,77.21256289229046,64.1770113257224,57.26021050314088,52.03910271402523,57.53066522084369,49.25605781101214,54.27137674313263,78.2528334652738,48.48829075142708,49.29551790104777,56.4086603638739,52.79784641798504,47.90866899567452,55.482972597117865,65.32387896546764,59.50528115886385,64.62785954149678,66.7334809638544,74.58659754351599,54.06179725852497,41.359508846259565,,,39.56502001270112,62.47072035624803,,
AB-05CA009,55.27870019620232,54.650402568060585,60.9205139012382,61.2419143070561,58.99998263497963,58.19545225943704,44.32250032834866,53.11884010638607,54.08831658626569,54.09683838664352,54.91134357700781,63.38778142476021,65.7357235646164,59.76188221997807,60.708836642261545,53.16438259683688,63.92457289289277,61.11921499573941,57.46012480225286,63.40128860790234,68.68617655054045,57.60021290155052,56.24575522762778,61.03589308148175,50.50185092010595,62.37381296665247,63.759957630852895,41.72527571047265,63.51508719338332,54.91983177471753,58.129827013193136,56.4483507205865,59.75827693522617,69.5184106349004,73.60135978661955,53.34825020467462,46.25295827399229,,,52.22035917135396,58.31836477472737,,
AB-05DA007,69.50198849236176,62.32999165784262,66.73129437235487,69.80488165295607,71.06426416845507,74.52096375683017,69.12618965282927,69.59940062795235,65.92712284051665,67.69950027484401,73.26471701229083,71.50679928431393,70.92209044496138,69.9628434487893,63.52144580717955,68.35469154939629,69.67675955128242,73.35362947048282,64.23525836139315,64.91269354988617,71.61320967624467,73.54759219029056,68.28119235234146,75.87858244063825,65.8109339656846,69.59928486290272,66.79239741915355,66.26708804800094,73.46177838160072,71.36565195971319,70.44188923070341,64.60711495041429,68.06945400417757,72.98050197234527,67.34542657804066,66.27060622805155,59.80477447943336,,,62.126891374725545,67.7804698123141,,
AB-05DA009,71.40118744747359,64.00866263441239,69.30482954836327,71.31072331200953,72.06277645174595,76.54668495020371,71.72707149702443,71.82072427762614,67.39110177980395,68.21397907514182,75.68580973715004,73.826600583823,71.65837783030469,72.32653667515899,64.11572878565917,69.0178404411588,71.1610718271245,77.55835302202038,67.11017306844421,66.00542748483177,73.1434279052285,73.7971324484325,70.73459840820028,77.32683558004352,69.30255284836213,73.8632218760561,69.0910941602163,68.68822417790061,75.26057023632517,72.32202543715981,70.1676141502803,65.70114596912262,68.43585922542975,75.14018161491973,67.63291622482883,69.5903519030284,64.60696063739749,64.35330519603744,,65.48836912793138,69.71049938739672,,
AB-05DA010,78.88760339281218,60.94988746653258,68.44867538308534,71.43633589893594,68.47901126511775,75.10848481114294,64.0448123043702,70.69976917927102,64.9134472585289,66.93070905182027,76.0663243153874,76.39349892369154,73.15371231886391,67.55277600081715,57.26330264010635,70.30105901945417,72.58899918081123,78.33052995863764,67.18216049264352,61.0464917633372,77.4163235140273,78.83805054963454,67.82667851947207,84.81523943229453,65.6710050502642,70.26909393687188,68.13250680392846,65.08525683164468,75.72292832362162,72.3172053230981,73.53954467603305,62.4045566146665,75.36446145111269,81.24098696667765,75.25110762235863,72.14591757918139,49.17225517261696,58.973728590335405,,57.56384954649737,71.2071462668348,,
