SID,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AB-05AA008,5.8296601510122,7.771133718485407,5.236744569758599,8.853050544438897,8.126267897792285,9.37828234782718,17.375886525701798,9.930059573996337,6.961591549947463,10.321711862587865,12.151643139992432,10.200517661708616,4.696285948468543,10.91702494557586,9.704267384208109,6.682304114255809,8.97251808282875,5.773609162997677,6.535854672511452,5.700008679536022,16.4332593511187,7.108612464134627,7.835107966138596,5.432191803628021,8.415262927849847,11.5663898003082,19.36126711010372,11.40177428059518,6.9346194499237175,6.781846775070255,10.748673303396613,10.94382126948052,7.210403853019301,7.7921727491973,7.927369587899003,7.777176337890854,8.657351832376657,16.48195679085477,5.9108428142070295,7.310105472103959,13.49073030496169,,
AB-05AA023,4.598257650739567,8.019077047088064,4.105495692048526,5.874909320984624,7.016015073009899,6.591107686612456,16.280923922251272,7.936239672427146,7.037636529332553,7.6715844617014115,10.49374525353532,6.685464529307028,3.148704357147997,10.488003615784686,6.352859646434019,6.464437263058917,4.82596445758134,4.724992442112007,5.360677959490165,3.842229753583281,14.2590681595377,6.324408861462302,7.008152090945176,4.679049886303776,5.666377640154279,10.141898240619357,12.889122874111122,8.572802631102645,6.036021634295151,4.649426134769145,,,,,,,,,,,,,
AB-05AD003,2.731875504468037,7.171760037391582,2.7628231966404875,4.762285523155876,6.458060904309419,7.9272662907415805,16.921034424732085,10.577829597732256,2.625252278823403,10.402892261582872,14.347211077498317,8.119705111283503,2.48117828509296,10.234103343564938,6.350484075578546,6.161503860196939,9.80978722483954,4.547040534524951,5.701746273861094,3.2514522046584933,14.61802717951379,6.491028319842823,3.5776622320848097,2.982666290642398,4.043563097696408,6.889434524411252,14.682382236018162,14.125297621836085,5.591714125098016,4.088194121169873,7.644842120557328,8.613691850703098,4.609717415143882,9.493945684555468,7.599010078932205,7.189315322391611,5.556748583409452,,,4.927434797419201,11.624864952124964,,
AB-05AD005,4.50590416232288,8.589565311041913,3.64140108559604,7.160397365777424,8.22828929549823,9.701688946971965,19.45181255526084,11.852122671942878,4.288227111252478,13.321282734244011,14.840915005541138,12.328277024671106,4.034886439052179,13.005895515525545,9.071482375913702,9.04547223521902,11.373596111017992,5.884084939993165,6.451459279533994,4.600330778487815,15.857601563590674,7.994328252392766,7.004278822555293,3.940468018137923,5.65249199048108,6.884848058525607,14.756615880662446,15.449506360745834,7.822133996743112,5.948964793730138,8.135790044127884,8.884997300658316,4.897506042833858,11.131427965708689,8.796584263481813,8.030964449155308,6.9197488218789,,,,,,
AB-05BA002,,,,,,,8.544740653571093,6.265311217563626,5.498277981417696,7.789223937843763,7.94355522877665,6.3575297419487,4.77415721234893,8.425227875699386,9.419029296222488,6.087786556548718,8.01732293196804,6.025996826978909,9.868421052631575,5.67164592105446,8.202634400367593,6.641437209100008,6.165758191124251,5.960521920257811,11.714135510406033,8.667944525876647,10.215428056765909,7.471218184642911,6.567737122885248,7.906521061459977,7.515573983935258,10.58949330993638,8.08561443872171,5.801120428588414,5.712518197747001,7.82226336496181,,,,,,,
AB-05BB001,7.721726462550397,8.976339321744863,6.944015880298695,8.637690160677778,8.209188511275766,9.04331659143693,9.267545622679076,7.401000612201368,7.101832640670766,9.540982808902529,8.57113843269416,7.198099362923967,6.286089380192686,8.571663544531187,9.872813806720464,7.707253564005925,7.979793738841404,7.270159027889194,10.0922322442814,7.124453152840172,9.103127577802194,7.646524921488594,7.240559354134536,7.211836720667847,12.302505613668243,10.475206576198827,11.494855554209984,8.128033574468537,7.212215564030683,9.145031362261976,8.251681970885118,12.841047673429491,9.138885506062248,6.484991366919399,6.049951424476786,10.168732093380424,12.73191237891536,12.885328170290832,,7.455355730794914,7.845808842761182,,
AB-05BL022,4.443921825717688,7.086790369351874,3.1584668588211247,6.2156606131289625,5.801111935451076,6.4861727850821005,14.687890068468151,8.898607899484832,5.052797549195407,5.6876782508862815,9.363930250542229,3.747572232996887,2.9866763170417627,8.018317915522431,6.068314100005332,5.368872582610957,2.3153590844556846,5.288096874685279,3.971485941100444,2.451147684638416,7.405342445762265,5.1061674340830265,4.375129311532203,3.334353675768624,5.398990407925693,11.825791797038626,14.052723243410616,6.282719764364653,5.007616364299407,2.614168723380449,4.437883667800562,8.761844457216613,2.7773024983152848,3.3763247749591683,3.533498615024882,6.723914347462431,7.474157926874818,,,3.885161885882967,8.931474824956105,,
AB-05CA009,9.743284399599371,9.790659544410529,6.430086655938107,9.32819587104976,7.933659261019291,11.859974555374668,12.656740110076322,14.304265094692232,10.1529431836777,13.257094589059578,10.34607963883783,5.370051925106595,7.097019844059173,10.00188490555058,9.103779313378055,9.027278195674713,7.285421310999693,7.94895382131463,10.075900998113662,6.237634634550215,7.200359517115721,9.386032427098243,7.585263353632919,10.07423025854632,8.043487604581316,9.013764415977636,10.218329691696177,16.697078460292673,7.863952170005445,7.87406771876737,9.422071102071722,12.996044066112692,7.906606463802741,6.255743483993401,5.907130888801695,10.27408608096671,17.9140847722118,,,8.83776523936685,9.982605470963284,,
AB-05DA007,7.444007403709454,7.367323261059089,5.007482906617382,6.521044575360273,7.273308349029555,6.47104228615569,5.771637148132407,5.438778207395349,5.748631887877159,8.264008861342155,6.708180332337052,6.762396539917548,5.65369149680479,7.380492210463389,6.493043422461128,6.5617637831177325,7.101012240519363,5.338668110834386,10.936651957904155,5.238771292062935,7.23651520950802,6.302414538164472,6.036076611344946,5.121786932336444,11.702603105098994,8.239282027089846,8.136766039684701,5.850036613891224,6.078933287453678,6.594905211007846,5.984547022937447,11.921915925421189,8.480876257336787,6.647482089365282,5.107602439023099,8.811561726526671,8.626781737176326,,,6.241157325670715,6.053119505961691,,
AB-05DA009,6.506921548346027,7.084601334105921,4.4805023518295926,5.87621855614495,6.457652856071467,6.170185334820563,4.945520206983999,5.350839692653208,5.398429012163656,7.593212811365824,5.421407307067796,5.261519435857712,5.496995095234674,6.407484361136016,6.0922677889978045,6.109828858709862,5.679934379756698,3.2840094802554094,9.420578443524098,4.797755940156994,6.055268945125074,5.7329924077461,5.13370358470648,4.677654100079744,8.917971604005608,6.777068287935715,6.268584912784643,4.914197985883355,5.36321980183974,6.285260781942441,5.412193345127872,10.970972990491356,7.748906472539699,5.73228790840238,4.786702258820407,7.453154902528921,8.151846475331528,7.70086567295832,,5.07840071737878,4.487103935679908,,
