SID,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AB-05AA008,2.461935509930263,3.470083364699007,2.186085786489244,3.743878645836275,4.235853132992614,3.817603975023413,7.734828835546782,4.430968169007827,2.9009902929173483,4.850927313085268,7.05707779119252,5.7657168646319885,2.1888650421259555,4.747759735144434,3.731718240423125,2.93238053401789,4.818333363314201,2.216944484925456,2.6136848792850205,2.606355934069275,11.935729305641576,2.9301334597404027,3.663051058061829,2.2773618682671866,3.598356338624139,5.221355497510201,6.061053805118003,8.506675180807125,2.916905512391663,2.9829060781768995,4.790122770347983,4.382056487754221,2.855842525897329,4.421186600094222,2.9033788126501587,3.8334947635414056,4.363756247192444,7.758568604119949,3.3226388705379666,3.272467160363664,5.361661526865951,,
AB-05AA023,1.847760471408743,3.3699200644857936,1.7062665616516273,1.8007625218856869,3.296435861202703,2.7445730544567017,6.444068686237838,2.837381642057342,3.188631510221847,3.369942120321172,5.798238902800874,3.5168751648193863,1.3261156967967591,4.047068859054423,2.029039587928379,3.0667690311676115,2.55669532677621,1.603358417676949,2.211998868767248,1.7261526512744478,10.530158402559216,2.540867921489512,3.1911212432701994,2.021358886643862,2.2345951870653367,4.358504048207141,4.283129844828892,5.183344623769897,2.573468680894146,1.9727360505324845,,,,,,,,,,,,,
AB-05AD003,1.3141730289218576,3.783018515236289,1.33420336209125,2.107296564940358,4.693933393344433,3.52917962857691,8.047065443984577,4.356530977795363,0.9775418824652182,5.721869918776552,10.115709885878497,5.310700696206181,1.317801634970258,4.370389838720088,1.8863500352405849,3.3540389739394163,5.969962523514039,1.8238430374255088,2.2462263865629426,1.6042051832063469,10.80238640478944,2.1464028618467617,2.2187696343597807,1.283277981328781,2.394103621843763,3.1536829894178964,5.2087670622895015,12.509425400148238,2.7914529375905195,1.9364671634526704,4.52715739374681,3.834955557481349,2.0674876637729502,7.463697192236925,2.8790600464625182,4.3690299760259945,3.566994116487142,,,2.894811628897475,4.111670412898342,,
AB-05AD005,1.7811869982678938,4.871759947037821,1.9994842475360235,3.145068273988911,6.00071928710655,4.05673990579651,7.920039412595719,4.056805310622678,1.610288679310359,6.5430724999622365,9.94423764646024,6.883775646642551,2.105975887946392,4.698531740760799,3.1071281936887583,3.910988285400703,5.8063331657048005,1.705689754672758,2.8536409300087238,2.1066213615975187,10.929778025966773,2.2124542124542117,3.8648229221928583,1.768027010745458,3.0654804450013056,3.2618176702307267,4.391364467639054,12.97611057015098,2.753752089268146,2.7506076844223664,4.113958349461945,4.415370937893655,1.4544960557627096,7.227941858462195,3.155993010992996,4.380183556290093,3.8263366512414185,,,,,,
AB-05BA002,,,,,,,2.96913189101113,2.187261066987065,1.9506982203962284,1.9238614144577983,3.165827724676205,2.68972412159368,1.6965694424620714,3.113819643279309,3.457253781551332,1.8758786696617096,2.880816896989405,1.5078708296947216,2.954454085564006,2.2044614980192168,3.959641599019761,2.3372047500978743,2.7343332502048514,1.9404979465110324,3.883064807083731,2.8756342315931893,3.0865850393125798,2.7236249283468066,2.549649863172144,2.818420675015709,2.732875294620381,2.4561307304233373,2.754756115628296,2.077898462033417,1.7988449755696416,3.0793525463876814,,,,,,,
AB-05BB001,2.699780771675999,2.959118828888852,2.672069897317746,3.048801781731054,3.611965776355377,3.3671057172202987,3.392543379205721,2.795798575082454,2.5952751313732216,3.3519871571702278,3.817696471248553,3.0474248380263758,2.4664022981162024,3.1223370111220783,3.4937009257313063,2.7904370811755568,3.1810624278049606,2.3305785150140244,3.264622405955633,2.860081140282282,4.471745671149447,2.626176399875324,2.9674707757899594,2.6997898213715934,4.626530307097594,4.003632686156422,4.133079951643991,3.1025402640122643,2.844956991635577,3.512084562100283,3.2766171097541594,4.055237912627317,2.9574213647948038,2.4522879259675414,2.09630086307214,3.626843522218541,4.137192846869079,4.9591454432139885,,2.869975870208,2.866898295618743,,
AB-05BL022,1.6660090855034924,2.904566127379448,1.0902404682528666,2.046843990003978,2.6886029288612523,2.615387908990175,5.111526225014284,3.1510501130174653,1.9900804286302007,2.1654299290351564,4.740745879746355,1.7775015482831915,1.462218436362428,2.360507136826934,1.682917840207963,2.124349505676447,1.0447151198293254,1.533291920605766,1.4371724433303594,1.0044117937057402,4.821734818096147,1.7685437151311774,1.873864758008093,0.9197850494017532,1.7224421375402483,3.4933211589652813,3.285842593372088,3.076184977679831,2.0374196344644084,0.8999988119380039,1.8589264484690844,2.392812608194956,1.0503030890648957,1.5118958333901638,1.176892896362272,2.67613058137134,2.716652077072417,,,1.551409677503317,3.710505980925488,,
AB-05CA009,3.9559630241042094,3.800124330233611,2.384922360269993,3.1788153253125366,3.188785015110821,4.046670165988358,4.156949779404007,4.415259242920067,4.08816544562126,4.223222463536254,4.147102116017959,1.9119007457152968,2.7467469307591434,3.5224491640488425,2.82471376492012,2.901300688270524,2.77204478060212,2.727945949813333,3.1802029455891674,2.319044986182608,2.683705003830526,2.837425486166916,2.8902428163730063,3.926486375180608,2.879242721229492,3.106817673093569,2.90086672743057,5.201074720947769,2.65478196284818,2.761181876523973,3.5451857934880247,3.814282715710636,2.7012642896489947,2.2303736201507123,2.314061625429934,3.458070327800097,5.375805293656023,,,3.115753149904741,3.934114270448833,,
AB-05DA007,1.99217885399101,1.870092539669446,1.7267323847564762,2.147891847427727,3.3801340510085467,1.4226053739004332,1.4302333122580546,1.9325132244905927,1.723089913629964,2.510415417249855,2.536768669138761,2.5795595422692545,1.6721198458389632,2.4884018605093474,2.1120573843288937,1.701975588686603,2.6945485360375896,1.3317951600515232,2.708781580284315,1.7955108376965407,3.468523070318942,2.1300225591844506,2.27781399727363,1.64178780275793,3.65706349566936,2.8116330887951646,2.727180208878389,1.9267267374982464,2.384439945218663,2.006018064795616,1.9155650709439276,2.836385832336351,2.054042184223248,2.19206409896619,1.7304445499803291,3.0786830467268542,2.1315415680014778,,,2.4747803432644866,2.094295648115464,,
AB-05DA009,1.3897262217383926,1.854221694702194,1.6666474265525455,1.6735087450611992,2.7506650373079253,1.2126202136738944,1.741580767220063,1.8266572003158088,1.55239731627043,2.008225337709078,1.5815162065346124,1.9121075429071064,1.091305444096673,1.7279793139167172,1.6433560436567425,1.168881131556265,1.7492586876412266,1.171505314810155,2.0958774868053727,1.4689841135049018,2.6428683841000127,1.7486500917551833,1.6704228575934992,1.2820927421211497,2.2633113368990565,1.659698434657918,2.042639535025751,1.570815486894605,1.860784715704846,1.9156366943319765,1.9089933874716356,2.520695642116076,1.813185473808479,1.8645288326315184,1.637076581128001,2.2556163598790886,1.9669691002356295,2.793678057222578,,1.8478254431107797,1.5997553553052837,,
