,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AB-05AA008,1.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,7.0,3.0,4.0,2.0,6.0,4.0,1.0,1.0,3.0,6.0,6.0,2.0,3.0,1.0
AB-05AA023,2.0,2.0,2.0,2.0,7.0,1.0,6.0,3.0,7.0,2.0,5.0,6.0,3.0,7.0,2.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,2.0,3.0,2.0,5.0,6.0,3.0,2.0,1.0,,,,,,,,,,
AB-05AD003,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,,,
AB-05AD005,1.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,4.0,4.0,,,
AB-05BA002,,,,,,,4.0,2.0,3.0,5.0,2.0,2.0,1.0,5.0,7.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,6.0,3.0,1.0,4.0,3.0,,,,
AB-05BB001,1.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,4.0,7.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,5.0,5.0,5.0,,1.0
AB-05BL022,3.0,5.0,4.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,5.0,6.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,1.0,,,
AB-05DA007,4.0,5.0,4.0,1.0,3.0,3.0,8.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,8.0,4.0,3.0,2.0,6.0,3.0,3.0,5.0,6.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,6.0,6.0,4.0,2.0,2.0,4.0,5.0,,,
AB-05DA009,7.0,5.0,5.0,3.0,4.0,6.0,10.0,1.0,7.0,3.0,1.0,6.0,4.0,3.0,8.0,6.0,3.0,3.0,7.0,4.0,1.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,3.0,6.0,6.0,5.0,4.0,1.0,2.0,4.0,5.0,3.0,,
AB-05DA010,6.0,4.0,5.0,7.0,4.0,6.0,6.0,1.0,5.0,6.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,8.0,2.0,3.0,2.0,6.0,4.0,4.0,4.0,7.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,7.0,7.0,9.0,,
