SID,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AB-05AA008,8.0,5.0,5.0,7.0,8.0,10.0,1.0,2.0,4.0,7.0,4.0,8.0,9.0,3.0,2.0,7.0,5.0,3.0,3.0,7.0,2.0,6.0,2.0,4.0,7.0,2.0,2.0,1.0,7.0,3.0,3.0,3.0,9.0,7.0,12.0,5.0,1.0,5.0,7.0,6.0,4.0,,
AB-05AA023,4.0,3.0,4.0,2.0,9.0,3.0,2.0,7.0,10.0,5.0,3.0,2.0,11.0,9.0,5.0,5.0,1.0,2.0,4.0,4.0,6.0,3.0,7.0,3.0,15.0,2.0,1.0,4.0,9.0,5.0,,,,,,,,,,,,,
AB-05AD003,6.0,2.0,6.0,9.0,6.0,10.0,2.0,2.0,7.0,7.0,3.0,3.0,3.0,6.0,2.0,8.0,2.0,3.0,5.0,6.0,3.0,5.0,6.0,10.0,8.0,3.0,0.0,6.0,5.0,3.0,9.0,1.0,7.0,7.0,4.0,1.0,3.0,,,8.0,1.0,,
AB-05AD005,8.0,4.0,6.0,4.0,9.0,7.0,2.0,5.0,8.0,10.0,5.0,7.0,10.0,5.0,5.0,3.0,3.0,2.0,4.0,6.0,3.0,4.0,6.0,9.0,8.0,4.0,5.0,8.0,12.0,4.0,10.0,6.0,14.0,4.0,4.0,6.0,2.0,,,,,,
AB-05BA002,,,,,,,2.0,3.0,4.0,6.0,2.0,7.0,5.0,3.0,8.0,9.0,2.0,4.0,6.0,5.0,1.0,12.0,4.0,5.0,1.0,3.0,3.0,6.0,6.0,2.0,5.0,1.0,1.0,5.0,23.0,4.0,,,,,,,
AB-05BB001,8.0,4.0,8.0,10.0,8.0,9.0,4.0,8.0,8.0,2.0,4.0,6.0,6.0,8.0,6.0,12.0,2.0,4.0,8.0,7.0,2.0,9.0,3.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0,4.0,12.0,8.0,6.0,3.0,,5.0,4.0,,
AB-05BL022,8.0,1.0,9.0,2.0,3.0,3.0,1.0,1.0,8.0,2.0,1.0,4.0,2.0,5.0,4.0,6.0,7.0,3.0,4.0,6.0,1.0,7.0,11.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,7.0,3.0,1.0,1.0,3.0,,,5.0,2.0,,
AB-05CA009,4.0,1.0,5.0,2.0,3.0,4.0,3.0,7.0,3.0,6.0,13.0,6.0,6.0,7.0,4.0,8.0,12.0,9.0,5.0,8.0,16.0,9.0,3.0,6.0,7.0,7.0,3.0,5.0,9.0,6.0,5.0,3.0,7.0,13.0,5.0,7.0,4.0,,,3.0,2.0,,
AB-05DA007,1.0,3.0,1.0,3.0,3.0,5.0,7.0,6.0,5.0,3.0,2.0,5.0,5.0,4.0,6.0,5.0,1.0,5.0,5.0,5.0,6.0,2.0,2.0,6.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,11.0,3.0,4.0,3.0,,,1.0,2.0,,
AB-05DA009,3.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,6.0,1.0,2.0,5.0,4.0,10.0,3.0,9.0,5.0,11.0,4.0,3.0,4.0,7.0,3.0,4.0,4.0,2.0,3.0,3.0,6.0,2.0,11.0,2.0,5.0,1.0,8.0,5.0,8.0,5.0,,2.0,3.0,,
