,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,-0.054935294117647054,114.7381882352941,0.006496563181359827,-3.0,43.0,-2.307,-0.211,6.021,3.714
01-02,-0.060373333333333314,125.58596666666664,0.006496563181359827,-3.0,43.0,-2.536,-0.451,6.107,3.571
01-03,-0.06325882352941177,131.69654705882354,0.004713722683562072,-3.0,43.0,-2.657,-0.408,6.507,3.85
01-04,-0.06013749999999999,125.28409999999998,0.0031616095730080396,-3.0,43.0,-2.526,-0.382,6.272,3.746
01-05,-0.05203548387096775,109.2781677419355,0.013098691574054966,-2.0,43.0,-2.186,-0.362,6.3,4.114
01-06,-0.047595454545454524,101.02070909090905,0.039205200354045955,-2.0,43.0,-1.999,-0.274,6.829,4.83
01-07,-0.04827647058823527,102.32614117647054,0.03820178900356841,-2.0,43.0,-2.028,-0.341,6.787,4.759
01-08,-0.05306250000000001,111.86990000000003,0.006290855066743539,-3.0,43.0,-2.228,-0.325,6.859,4.631
01-09,-0.053770000000000005,112.9453,0.017499525731752064,-2.0,43.0,-2.258,-0.222,6.534,4.276
01-10,-0.043065217391304346,91.53573478260869,0.1116279922508685,-0.0,43.0,-1.809,-0.112,6.31,4.501
01-11,-0.060761764705882355,127.15522941176471,0.02647616040979006,-2.0,43.0,-2.552,-0.112,6.908,4.356
01-12,-0.07310833333333333,151.76346666666666,0.005533807839841476,-3.0,43.0,-3.07,-0.283,7.082,4.012
01-13,-0.07074999999999997,146.5656999999999,0.0025685889555298047,-3.0,43.0,-2.971,-0.383,6.551,3.58
01-14,-0.058089473684210545,121.13144736842108,0.003610319260879624,-3.0,43.0,-2.439,-0.337,6.172,3.733
01-15,-0.0626030303030303,130.30006060606058,0.002233002578815091,-3.0,43.0,-2.63,-0.353,6.409,3.779
01-16,-0.0660333333333331,137.13236666666617,0.005907753420047124,-3.0,43.0,-2.773,-0.452,6.452,3.679
01-17,-0.07232222222222219,150.0497444444444,0.0015163115534244653,-3.0,43.0,-3.037,-0.438,6.924,3.887
01-18,-0.09197499999999999,189.1289,0.0016876677196617784,-3.0,43.0,-3.863,-0.366,7.11,3.247
01-19,-0.06890434782608695,143.0724956521739,0.0053574460264258494,-3.0,43.0,-2.894,-0.363,6.711,3.817
01-20,-0.07074999999999997,146.96189999999993,0.002087393530003423,-3.0,43.0,-2.972,-0.47,6.948,3.976
01-21,-0.07131599999999999,148.009,0.00285007548258287,-3.0,43.0,-2.996,-0.492,6.875,3.879
01-22,-0.06966153846153844,144.6717769230769,0.005026239427261547,-3.0,43.0,-2.926,-0.482,6.812,3.886
01-23,-0.053861290322580635,113.41088064516127,0.02187364293827132,-2.0,43.0,-2.262,-0.379,6.819,4.557
01-24,-0.05255714285714285,110.8308857142857,0.016058900525882658,-2.0,43.0,-2.207,-0.372,6.82,4.613
01-25,-0.06064285714285716,126.88911428571433,0.004132853437350148,-3.0,43.0,-2.547,-0.437,6.877,4.33
01-26,-0.062260000000000024,129.84040000000005,0.005902312403899046,-3.0,43.0,-2.615,-0.431,6.628,4.013
01-27,-0.056600000000000004,118.83170000000001,0.0045553043226347345,-3.0,43.0,-2.377,-0.34,6.82,4.443
01-28,-0.0520108108108108,109.5684216216216,0.020148130337710235,-2.0,43.0,-2.184,-0.342,6.639,4.455
01-29,-0.06980666666666666,145.1318333333333,0.0012654474174089714,-3.0,43.0,-2.931,-0.411,6.984,4.053
01-30,-0.08489999999999998,175.20529999999994,0.0001221047727699709,-3.0,43.0,-3.566,-0.471,7.188,3.622
01-31,-0.0728939393939394,151.07997878787882,0.0010892276032916648,-3.0,43.0,-3.062,-0.467,6.823,3.761
