,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.17349130434782606,-336.79460869565213,0.08798129733496274,1.0,43.0,7.286,0.491,6.545,13.831
01-02,0.190176,-370.6734,0.036300732656040946,2.0,43.0,7.987,0.52,5.685,13.672
01-03,0.18678,-363.88140000000004,0.03818063903539004,2.0,43.0,7.845,0.62,5.756,13.601
01-04,0.21755624999999998,-424.58489999999995,0.03914785745893612,2.0,43.0,9.137,0.63,5.959,15.096
01-05,0.18698214285714293,-362.81408571428585,0.0786386508572452,1.0,43.0,7.853,0.581,7.224,15.077
01-06,0.18022631578947368,-349.78353157894736,0.06245538489002045,1.0,43.0,7.57,0.612,6.884,14.454
01-07,0.14150000000000018,-273.66100000000034,0.07350457838577795,1.0,43.0,5.943,0.548,6.368,12.311
01-08,0.13584,-263.2749,0.07518790745426851,1.0,43.0,5.706,0.424,5.552,11.258
01-09,0.13061538461538458,-253.30676923076916,0.052755591303156546,1.0,43.0,5.486,0.437,5.181,10.667
01-10,0.15238461538461537,-297.12823076923075,0.03105642181975865,2.0,43.0,6.4,0.595,4.441,10.841
01-11,0.19810000000000008,-389.01180000000016,0.005902312403899046,3.0,43.0,8.32,0.795,3.028,11.348
01-12,0.3476857142857142,-688.0134285714284,0.0009012717464307318,3.0,43.0,14.602,0.929,0.057,14.659
01-13,0.2845722222222223,-561.7864444444446,0.0022413361001285548,3.0,43.0,11.952,0.665,1.382,13.334
01-14,0.22993749999999996,-452.79999999999995,0.005026239427261547,3.0,43.0,9.658,0.518,2.246,11.904
01-15,0.1900142857142857,-373.51957142857134,0.007135613260955909,3.0,43.0,7.98,0.567,2.519,10.499
01-16,0.19038181818181824,-373.46223636363646,0.004683406880288121,3.0,43.0,7.996,0.669,3.303,11.299
01-17,0.17864375,-350.75019999999995,0.01514619350283275,2.0,43.0,7.503,0.707,2.786,10.289
01-18,0.19144117647058823,-375.24135294117644,0.010654148955560938,2.0,43.0,8.04,0.696,3.621,11.661
