,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.03172727147727272,-62.216952047329535,0.027662092362924717,2.0,40.0,1.333,0.63,0.571,1.904
01-02,0.033449991833333345,-65.6998087289167,0.021700740439906774,2.0,40.0,1.405,0.676,0.498,1.903
01-03,0.034002849373219374,-66.81469447237893,0.017455394686867187,2.0,40.0,1.428,0.696,0.477,1.905
01-04,0.032726190714285716,-64.2732921425,0.015875547141379176,2.0,40.0,1.374,0.682,0.492,1.866
01-05,0.030995530153256706,-60.77956696128353,0.012246093844698658,2.0,40.0,1.301,0.655,0.561,1.862
01-06,0.03452751196172248,-67.82323265550238,0.01071301897936583,2.0,40.0,1.45,0.742,0.507,1.957
01-07,0.037411371672240804,-73.60162628697324,0.008745681075658096,3.0,40.0,1.572,0.821,0.435,2.007
01-08,0.03917420583710407,-77.11965041545248,0.008754818603433856,3.0,40.0,1.645,0.878,0.406,2.051
01-09,0.03892708135416667,-76.63077203630209,0.005744053119224324,3.0,40.0,1.635,0.892,0.406,2.041
01-10,0.03869078657894737,-76.13853697802632,0.004147258171163459,3.0,40.0,1.625,0.899,0.431,2.056
01-11,0.03949404807539683,-77.78885507868057,0.0020183136561722215,3.0,40.0,1.659,0.928,0.37,2.029
01-12,0.03680769038461539,-72.40516923365387,0.00535942451005833,3.0,40.0,1.546,0.878,0.437,1.983
01-13,0.0377291662797619,-74.32673881010416,0.0064004686448118076,3.0,40.0,1.585,0.92,0.339,1.924
01-14,0.03546235275294118,-69.79151197675294,0.008455649632126194,3.0,40.0,1.49,0.881,0.388,1.878
01-15,0.03655133770089286,-72.01234840523438,0.00535942451005833,3.0,40.0,1.535,0.931,0.323,1.858
01-16,0.03550000061111111,-69.92775121130556,0.004468470389390911,3.0,40.0,1.491,0.929,0.327,1.818
01-17,0.03385999990222223,-66.65970985959113,0.004637351100469811,3.0,40.0,1.422,0.894,0.349,1.771
01-18,0.032207265320512816,-63.40321974304486,0.003856676378929391,3.0,40.0,1.353,0.869,0.335,1.688
01-19,0.03191428492857143,-62.886198439750004,0.0025476987274066776,3.0,40.0,1.341,0.891,0.272,1.613
01-20,0.03149367850574713,-61.93861649873564,0.003999562176917992,3.0,40.0,1.323,0.88,0.387,1.71
01-21,0.03266666466666667,-64.20432933633334,0.004463060592907686,3.0,40.0,1.372,0.906,0.443,1.815
01-22,0.03004940461904762,-58.99873508116667,0.006867055452780768,3.0,40.0,1.262,0.836,0.469,1.731
01-23,0.028229162604166656,-55.409981469427066,0.004806231179188325,3.0,40.0,1.185,0.786,0.456,1.641
01-24,0.0286691181197479,-56.27923256731618,0.00905398677398317,3.0,40.0,1.204,0.788,0.457,1.661
01-25,0.029155305170454546,-57.236877383153406,0.006626383647969858,3.0,40.0,1.225,0.806,0.461,1.686
01-26,0.030132051506410257,-59.239904930560904,0.004147258171163459,3.0,40.0,1.266,0.858,0.391,1.657
01-27,0.030925271956521738,-60.879656015108694,0.0037137899983434863,3.0,40.0,1.299,0.895,0.321,1.62
01-28,0.03077639065217392,-60.57561672336958,0.003580246331174486,3.0,40.0,1.292,0.902,0.331,1.623
01-29,0.031329430978260873,-61.673367795054354,0.004468470389390911,3.0,40.0,1.315,0.923,0.328,1.643
01-30,0.026753677267156863,-52.62472401841299,0.004986581259740941,3.0,40.0,1.123,0.81,0.321,1.444
01-31,0.028055559999999997,-55.185036655,0.003856676378929391,3.0,40.0,1.178,0.853,0.337,1.515
02-01,0.028402083187500003,-55.86756322521875,0.004305159688264393,3.0,40.0,1.193,0.866,0.34,1.533
02-02,0.02799999999999999,-55.13750001499998,0.00535317946611058,3.0,40.0,1.176,0.858,0.274,1.45
02-03,0.03048793264367816,-59.99813340839081,0.0029681843036870603,3.0,40.0,1.281,0.946,0.337,1.618
02-04,0.02886538442307692,-56.850470759519226,0.0023553326085639092,3.0,40.0,1.212,0.912,0.274,1.486
02-05,0.030865384615384614,-60.901971153846155,0.0018656469254423325,3.0,40.0,1.296,0.999,0.181,1.477
02-06,0.03112499458333335,-61.4113016797917,0.0023510273838844853,3.0,40.0,1.307,1.025,0.185,1.492
02-07,0.031928569761904765,-63.01524666916667,0.001936471458686695,3.0,40.0,1.341,1.06,0.171,1.512
02-08,0.03153920705882352,-62.27160531205881,0.0008249020721224909,3.0,40.0,1.325,1.069,0.144,1.469
02-09,0.03199921544670846,-63.05193207524685,0.0009359024179595998,3.0,40.0,1.343,1.094,0.275,1.618
02-10,0.03118039341176471,-61.472016228411775,0.0009748353547147648,3.0,40.0,1.31,1.094,0.234,1.544
02-11,0.03263913118695652,-64.4773037021326,0.0003968722975689065,3.0,40.0,1.37,1.188,0.116,1.486
02-12,0.033593749375,-66.3801081259375,0.00016769646520820025,3.0,40.0,1.411,1.228,0.102,1.513
02-13,0.0309524453736413,-61.093962059222136,0.0003477361743082774,3.0,40.0,1.3,1.163,0.161,1.461
02-14,0.029525793710978836,-58.242798741391205,0.000347090958034757,3.0,40.0,1.24,1.123,0.189,1.429
02-15,0.030261364071969693,-59.748836087831435,0.0005394591428529161,3.0,40.0,1.271,1.175,0.138,1.409
