,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.021044909090909097,-37.70005081818183,0.45577731014783174,0.0,40.0,0.884,0.139,3.948,4.832
01-02,0.021123928571428568,-37.36272124999999,0.6328229735208248,0.0,40.0,0.887,0.139,4.442,5.329
01-03,0.016845238095238094,-28.882508333333327,0.735419045962364,0.0,40.0,0.708,0.102,4.454,5.162
01-04,0.0033409722222222478,-1.7385829861111626,0.9072292807789875,0.0,40.0,0.141,0.013,4.873,5.014
01-05,0.03126275743707093,-57.22897073798625,0.4772022279463415,0.0,40.0,1.313,0.145,4.64,5.953
01-06,0.03493142633228839,-64.70230552507834,0.40796188354204244,0.0,40.0,1.467,0.184,4.427,5.894
01-07,0.049159051724137925,-92.40041487068964,0.25350436335530135,0.0,40.0,2.065,0.21,4.885,6.95
01-08,0.04991909814323607,-94.35801763925728,0.27856604965694465,0.0,40.0,2.096,0.202,4.432,6.528
01-09,0.0669337878787879,-128.4326250757576,0.16915767387539082,0.0,40.0,2.812,0.34,4.029,6.841
01-10,0.03867666666666664,-71.94661833333328,0.41471305566452465,0.0,40.0,1.624,0.193,4.595,6.219
01-11,0.03899672619047619,-71.94950729166668,0.44879823541785413,0.0,40.0,1.638,0.206,5.225,6.863
01-12,0.012658513513513511,-19.49653925675675,0.7178900162510073,0.0,40.0,0.531,0.07,5.555,6.086
01-13,0.02336893939393936,-41.085275378787806,0.6663190540532751,0.0,40.0,0.981,0.123,5.162,6.143
01-14,0.047166666666666676,-88.71578333333335,0.4281717055774812,0.0,40.0,1.981,0.245,4.627,6.608
01-15,0.03838390804597701,-71.16344022988505,0.5445845312516946,0.0,40.0,1.612,0.195,4.798,6.41
01-16,0.04244999999999993,-79.48762499999987,0.3885581679949328,0.0,40.0,1.783,0.21,4.521,6.304
01-17,0.05272435661764706,-99.63887670036765,0.26835952882925307,0.0,40.0,2.214,0.259,4.703,6.917
01-18,0.07944962962962956,-152.63898481481468,0.1269387713465171,0.0,40.0,3.337,0.322,4.592,7.929
01-19,0.07258425925925927,-138.91854212962963,0.15516485823044457,0.0,40.0,3.048,0.29,4.726,7.774
01-20,0.06006328671328674,-114.00857849650356,0.1958587751197205,0.0,40.0,2.522,0.294,4.857,7.379
01-21,0.053301520270270256,-100.82063826013511,0.15854954745267014,0.0,40.0,2.239,0.297,4.663,6.902
01-22,0.06723064102564102,-128.3749860897436,0.1077978950923808,0.0,40.0,2.824,0.382,4.674,7.498
01-23,0.0566,-106.76174999999999,0.15854954745267014,0.0,40.0,2.377,0.309,5.25,7.627
01-24,0.03537500000000001,-64.40018750000002,0.5065628645569091,0.0,40.0,1.486,0.166,5.607,7.093
01-25,0.02090340909090911,-35.56361306818186,0.5839675342063331,0.0,40.0,0.878,0.104,5.804,6.682
01-26,0.027592499999999975,-49.12986124999995,0.43496407496971656,0.0,40.0,1.159,0.129,5.476,6.635
01-27,0.03396000000000001,-62.12416000000003,0.44879823541785413,0.0,40.0,1.426,0.17,5.083,6.509
01-28,0.03375011961722489,-61.98771405502394,0.3695847469472142,0.0,40.0,1.417,0.16,4.804,6.221
01-29,0.06257444444444443,-119.6921772222222,0.16191430521266437,0.0,40.0,2.628,0.336,4.143,6.771
01-30,0.08022601809954749,-154.53019717194564,0.1298389427464608,0.0,40.0,3.37,0.383,4.237,7.607
01-31,0.0650168103448276,-124.27609547413797,0.1958587751197205,0.0,40.0,2.731,0.306,4.392,7.123
02-01,0.04931691176470589,-93.15454816176472,0.32770187129023753,0.0,40.0,2.071,0.254,4.444,6.515
02-02,0.04269396551724143,-80.074240086207,0.33935033795235947,0.0,40.0,1.793,0.246,4.417,6.21
02-03,0.028299999999999957,-51.56259999999991,0.42131628001189037,0.0,40.0,1.189,0.168,4.443,5.632
02-04,0.028299999999999978,-51.80314999999995,0.45577731014783174,0.0,40.0,1.188,0.14,4.203,5.391
02-05,0.04346589743589743,-82.06974602564102,0.28366905349373783,0.0,40.0,1.826,0.214,3.949,5.775
02-06,0.04614829545454546,-87.41636846590912,0.17271198198876725,0.0,40.0,1.938,0.241,3.911,5.849
02-07,0.04218876923076924,-79.44665530769232,0.1879238925144635,0.0,40.0,1.772,0.24,4.045,5.817
02-08,0.04519156250000002,-85.49018765625003,0.13572369926661354,0.0,40.0,1.898,0.26,3.944,5.842
02-09,0.06528295454545457,-125.44473465909097,0.019747894200748073,2.0,40.0,2.742,0.382,3.75,6.492
02-10,0.07587681159420288,-146.74390797101447,0.02846332644194116,2.0,40.0,3.187,0.486,3.416,6.603
02-11,0.060001442307692304,-115.07358245192307,0.06724385515977738,1.0,40.0,2.52,0.398,3.669,6.189
02-12,0.05660000000000001,-108.28995000000002,0.06911232715343285,1.0,40.0,2.378,0.369,3.721,6.099
02-13,0.035206547619047596,-65.43608541666661,0.30512738445814147,0.0,40.0,1.478,0.23,4.238,5.716
02-14,0.009030272727272737,-12.868100045454565,0.833876178999114,0.0,40.0,0.379,0.058,5.003,5.382
02-15,0.02674144927536231,-48.235586376811575,0.5140772383676029,0.0,40.0,1.123,0.154,4.686,5.809
02-16,0.034077916666666666,-63.010716458333334,0.39496880538067236,0.0,40.0,1.432,0.178,4.429,5.861
02-17,0.03428005952380951,-63.58449895833331,0.3885581679949328,0.0,40.0,1.44,0.193,4.256,5.696
02-18,0.030771533333333347,-56.53025936666669,0.5066205695044608,0.0,40.0,1.292,0.181,4.367,5.659
02-19,0.028639600000000008,-52.51014060000002,0.5214596270558358,0.0,40.0,1.202,0.145,4.168,5.37
02-20,0.022816875,-40.9724746875,0.5839164723856163,0.0,40.0,0.958,0.119,4.182,5.14
02-21,0.022834955555555564,-40.72560867777779,0.6327613881301772,0.0,40.0,0.959,0.132,4.465,5.424
02-22,0.0263417410714286,-47.76221953125006,0.46287875117403354,0.0,40.0,1.106,0.141,4.368,5.474
02-23,0.021932499999999997,-39.063551249999996,0.5679443253847969,0.0,40.0,0.921,0.132,4.341,5.262
02-24,0.007518921568627452,-9.890114754901964,0.7618671864508932,0.0,40.0,0.316,0.044,4.99,5.306
02-25,0.0005053571428571388,4.296293750000008,0.981405535339462,0.0,40.0,0.022,0.003,5.296,5.318
02-26,-0.01937585227272727,44.00059076704545,0.5758963415306515,-0.0,40.0,-0.814,-0.119,5.656,4.842
02-27,-0.02699944852941176,59.1231478860294,0.41450176936034655,-0.0,40.0,-1.134,-0.17,5.691,4.557
02-28,-0.041978333333333305,89.0301491666666,0.3162503592490258,-0.0,40.0,-1.763,-0.276,5.955,4.192
03-01,-0.038819407894736854,82.8302366776316,0.3219432729849656,-0.0,40.0,-1.631,-0.265,6.007,4.376
03-02,-0.03556118421052629,76.36112664473679,0.37580131736594913,-0.0,40.0,-1.494,-0.239,5.986,4.492
03-03,-0.04286617647058828,91.01675367647069,0.23922972837033152,-0.0,40.0,-1.801,-0.281,6.185,4.384
03-04,-0.03447410865874363,74.14615615449915,0.33935033795235947,-0.0,40.0,-1.448,-0.221,5.922,4.474
03-05,-0.034981944444444454,75.33086597222224,0.2733976696839209,-0.0,40.0,-1.47,-0.231,6.102,4.632
03-06,-0.05659999999999999,118.56284999999998,0.11039762932416108,-0.0,40.0,-2.377,-0.364,6.551,4.174
03-07,-0.05773929146537844,120.79727399355882,0.09105496009197633,-1.0,40.0,-2.425,-0.362,6.531,4.106
03-08,-0.05906553030303032,123.40531231060609,0.11834248008300574,-0.0,40.0,-2.481,-0.384,6.515,4.034
03-09,-0.06261109022556391,130.63261381578948,0.1619333067606119,-0.0,40.0,-2.629,-0.377,6.725,4.096
03-10,-0.05369552631578947,112.80070934210526,0.1655450482670604,-0.0,40.0,-2.255,-0.323,6.537,4.282
03-11,-0.036201948051948075,78.29259318181823,0.33346047263033274,-0.0,40.0,-1.521,-0.217,6.649,5.128
03-12,-0.022774761904761895,51.84041166666665,0.4916865201884708,-0.0,40.0,-0.956,-0.114,6.769,5.813
03-13,-0.0026339826839826626,11.673964393939352,0.916449770325483,-0.0,40.0,-0.11,-0.014,6.461,6.351
03-14,0.026790398293029878,-47.357060988620205,0.683389987436845,0.0,40.0,1.125,0.14,5.661,6.786
03-15,0.039825818181818184,-73.70549763636365,0.39496880538067236,0.0,40.0,1.672,0.205,5.11,6.782
03-16,0.04498210526315789,-84.03863736842105,0.23922972837033152,0.0,40.0,1.889,0.238,4.981,6.87
03-17,0.03916720000000001,-72.47414920000003,0.30512738445814147,0.0,40.0,1.645,0.219,5.038,6.683
03-18,0.03773333333333332,-69.56611666666664,0.3695847469472142,0.0,40.0,1.585,0.208,5.108,6.693
03-19,0.03946277777777779,-73.03656138888891,0.31068887038725124,0.0,40.0,1.658,0.195,5.06,6.718
03-20,0.0395097402597403,-72.76251590909098,0.4212532003129539,0.0,40.0,1.66,0.197,5.427,7.087
03-21,0.018367118226601007,-30.452385775862112,0.6328229735208248,0.0,40.0,0.772,0.1,5.896,6.668
03-22,0.01719769230769226,-27.747388076922988,0.6919854746185718,0.0,40.0,0.722,0.097,6.287,7.009
03-23,0.02193250000000002,-36.856151250000046,0.6328229735208248,0.0,40.0,0.921,0.12,6.548,7.469
03-24,0.023742919799498732,-40.65822521929822,0.6081749588228955,0.0,40.0,0.997,0.124,6.329,7.326
03-25,0.021262433862433858,-35.899074074074065,0.6163750034803586,0.0,40.0,0.893,0.112,6.179,7.072
03-26,0.018849893314366997,-30.978561788762445,0.7266728653996892,0.0,40.0,0.792,0.103,6.325,7.117
03-27,0.022491052631578946,-38.43936868421052,0.616279241942713,0.0,40.0,0.945,0.128,6.07,7.015
03-28,0.02436778947368421,-42.3739772631579,0.5839164723856163,0.0,40.0,1.023,0.139,5.85,6.873
03-29,0.02166556776556778,-37.04433717948721,0.4558384916043279,0.0,40.0,0.91,0.128,5.832,6.742
03-30,0.03629782608695652,-66.23030543478261,0.22546682525491146,0.0,40.0,1.525,0.212,5.603,7.128
03-31,0.04864062499999999,-91.01058906249999,0.13574141230095083,0.0,40.0,2.043,0.264,5.249,7.292
04-01,0.06512993951612904,-124.00693412298388,0.11564546532083231,0.0,40.0,2.736,0.356,4.885,7.621
04-02,0.05727380952380953,-108.23570833333335,0.2633213905838203,0.0,40.0,2.406,0.306,5.109,7.515
04-03,0.056600000000000004,-106.4646,0.28366905349373783,0.0,40.0,2.377,0.299,5.547,7.924
04-04,0.04433666666666669,-81.33372833333338,0.2211315697197307,0.0,40.0,1.862,0.232,6.409,8.271
04-05,0.03739642857142854,-67.61931249999994,0.3696497329509345,0.0,40.0,1.571,0.191,6.388,7.959
04-06,0.03674035087719297,-65.77044122807014,0.47714240054878543,0.0,40.0,1.543,0.18,6.939,8.482
04-07,0.04579097222222224,-83.37700798611115,0.3511956572649433,0.0,40.0,1.924,0.215,7.243,9.167
04-08,0.07264171122994643,-137.25045989304795,0.19988655402098843,0.0,40.0,3.051,0.331,6.507,9.558
04-09,0.07582948717948718,-144.11648012820513,0.1655450482670604,0.0,40.0,3.185,0.333,5.95,9.135
04-10,0.0734513636363636,-139.66095022727265,0.1879838381386536,0.0,40.0,3.085,0.328,5.699,8.784
04-11,0.07892555555555558,-150.57282277777784,0.11299736404993577,0.0,40.0,3.315,0.352,5.621,8.936
04-12,0.07652791666666667,-145.37079145833334,0.13895829457075304,0.0,40.0,3.214,0.338,6.078,9.292
04-13,0.06662291666666656,-125.17944895833311,0.27856604965694465,0.0,40.0,2.798,0.28,6.667,9.465
04-14,0.07970690235690236,-151.2145943602694,0.1879238925144635,0.0,40.0,3.348,0.299,6.525,9.873
04-15,0.04315750000000003,-78.08571375000005,0.470040487869819,0.0,40.0,1.813,0.165,7.323,9.136
04-16,0.03244392857142857,-56.73124125,0.6919854746185718,0.0,40.0,1.363,0.122,7.475,8.838
04-17,0.014655357142857147,-20.558181250000008,0.8704195784430915,0.0,40.0,0.615,0.055,8.445,9.06
04-18,0.021075264550264587,-33.133666203703775,0.7797507916151756,0.0,40.0,0.885,0.08,8.574,9.459
04-19,0.019081060606060553,-28.568099621212014,0.7005809643531018,0.0,40.0,0.802,0.071,9.193,9.995
04-20,0.034322898706896546,-58.33556306573274,0.6411632363533337,0.0,40.0,1.442,0.118,9.589,11.031
04-21,0.03439538461538465,-58.35307615384622,0.6748758057143003,0.0,40.0,1.445,0.111,9.715,11.16
04-22,0.021834913793103445,-33.18022521551723,0.7886914836919623,0.0,40.0,0.917,0.069,10.031,10.948
04-23,-0.028299999999999874,68.42939999999975,0.7797507916151756,-0.0,40.0,-1.189,-0.088,12.424,11.235
04-24,-0.0699638888888889,151.93523194444447,0.5065628645569091,-0.0,40.0,-2.939,-0.208,13.477,10.538
04-25,0.0035375000000000267,4.688956249999946,0.9721171358417333,0.0,40.0,0.148,0.011,11.69,11.838
04-26,0.04852246963562753,-84.73240556680162,0.40150778859199,0.0,40.0,2.038,0.152,11.294,13.332
04-27,0.024923859649122755,-37.07533350877183,0.7530821359358961,0.0,40.0,1.047,0.071,12.249,13.296
04-28,-0.04087777777777774,95.63198888888881,0.7353729286773074,-0.0,40.0,-1.717,-0.106,14.735,13.018
04-29,-0.052740909090908825,119.5810068181813,0.5680669608513922,-0.0,40.0,-2.215,-0.13,15.207,12.992
04-30,-0.05406789473684209,121.61038763157892,0.5445845312516946,-0.0,40.0,-2.271,-0.133,14.61,12.339
05-01,-0.052304464285714274,118.65217187499998,0.5759654423754754,-0.0,40.0,-2.197,-0.13,15.142,12.945
05-02,-0.06367499999999982,141.77238749999964,0.470040487869819,-0.0,40.0,-2.675,-0.16,15.76,13.085
05-03,-0.042041826923077084,99.14694110576956,0.833876178999114,-0.0,40.0,-1.766,-0.104,15.946,14.18
05-04,0.055313636363636356,-95.20570227272727,0.6328229735208248,0.0,40.0,2.323,0.13,14.26,16.583
05-05,0.11070294117647012,-205.68897794117555,0.4080467751247614,0.0,40.0,4.65,0.234,13.392,18.042
05-06,0.09621999999999993,-176.87216999999987,0.43502642785483836,0.0,40.0,4.041,0.2,13.547,17.588
05-07,0.0994223684210525,-182.53630328947344,0.5065628645569091,0.0,40.0,4.175,0.201,14.221,18.396
