,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
AB-05AA008,0.04318962598906928,-80.15660069132888,0.036321947273816824,2.0,40.0,1.684,0.273,5.316,7.0
AB-05AA023,-0.0307526720510713,76.61030680627441,0.18030652462504082,-0.0,30.0,-0.892,-0.058,15.751,14.859
AB-05AD003,-0.05911198383738427,138.83325628259834,0.1524994904686522,-0.0,37.0,-2.128,-0.102,21.851,19.723
AB-05AD005,-0.006680582184014665,23.404621446389157,0.18099778475373213,-0.0,37.0,-0.241,-0.024,10.184,9.943
AB-05BA002,-0.03612037529622284,76.0208353323338,0.024254776245871613,-2.0,30.0,-1.048,-0.276,4.322,3.274
AB-05BB001,0.03389496634677817,-44.7849628101671,0.18828178167081522,0.0,39.0,1.322,0.058,22.293,23.615
AB-05BL022,-0.0015459108994578116,5.239901457521598,0.1434622606778857,-0.0,37.0,-0.056,-0.026,2.181,2.125
AB-05DA007,-0.006238738738738734,15.106346455150794,0.23696499449210298,-0.0,37.0,-0.225,-0.085,2.76,2.535
AB-05DA009,-0.0037388378521100774,28.050671286935412,0.20036885439483382,-0.0,38.0,-0.139,-0.007,20.652,20.513
AB-05DA010,-0.0006180582976921645,1.4310703054753389,0.15376283039132832,-0.0,38.0,-0.023,-0.117,0.208,0.185
AB-07AA001,0.01729252994413178,-26.940796869523997,0.18592226014481517,0.0,37.0,0.623,0.082,7.281,7.904
AB-07AA002,0.2730803137608764,-504.6592838922427,0.06643652708555803,1.0,39.0,10.65,0.26,35.767,46.417
AB-07CD001,0.4305399094542785,-734.1816992617669,0.13041203721113082,0.0,40.0,16.791,0.133,117.857,134.648
AB-07GG001,0.060387560852778244,-112.94319519426259,0.16326964407161182,0.0,36.0,2.113,0.277,6.564,8.677
AK-15072000,-0.4646511746471979,1312.1387149237294,0.17949083594439996,-0.0,40.0,-18.121,-0.047,392.594,374.473
AK-15085100,-0.029868113008273144,106.61224229889095,0.1403691115602163,-0.0,39.0,-1.135,-0.024,47.503,46.368
AK-15129500,-1.31666924602215,2875.001037303928,0.10811260588397495,-0.0,30.0,-38.184,-0.161,256.146,217.962
AK-15239050,0.09415083171976768,-179.25886433579777,0.043866360135702276,2.0,39.0,3.578,0.4,7.16,10.738
AK-15266300,0.18417999021127218,1876.7056917366856,0.210748045955239,0.0,40.0,7.183,0.003,2241.198,2248.381
AK-15290000,0.26223290269968713,-411.4714047555698,0.2263989484403081,0.0,34.0,10.227,0.091,107.488,117.715
AK-15292700,8.289326209315602,-14282.07984236071,0.1266551423761152,0.0,40.0,323.283,0.142,2122.497,2445.78
AK-15484000,7.772139856432011,-14032.531557427199,0.04897986950744804,2.0,40.0,303.114,0.202,1348.533,1651.647
AK-15493000,2.8748358348968104,-5024.567296476059,0.10875660696370959,0.0,40.0,112.118,0.156,664.733,776.851
AK-15511000,0.11023187046251719,-11.014751814992763,0.175154912082209,0.0,40.0,4.299,0.021,207.134,211.433
AK-15896000,28.106985724773622,-55290.432612264434,0.04795272101268866,2.0,40.0,1096.173,1.244,333.292,1429.465
AK-15908000,19.81579374405461,-39074.183186913615,0.001976404524569153,3.0,36.0,693.553,1.223,220.536,914.089
AL-02342933,0.5053230189340822,-820.7982558292442,0.24676542737301865,0.0,32.0,15.665,0.084,179.236,194.901
AL-02361000,-9.694815033852683,20563.282953850237,0.05982337794139614,-1.0,40.0,-378.098,-0.318,1377.244,999.146
AL-02363000,-11.899270687237024,24632.098443197752,0.046233071693063815,-2.0,31.0,-356.978,-0.447,976.348,619.37
AL-02369800,-1.999190186801533,4163.438001366342,0.05982337794139614,-1.0,40.0,-77.969,-0.464,207.041,129.072
AL-02371500,-10.237328289420017,21349.806292927642,0.021691840553127447,-2.0,40.0,-399.256,-0.448,1090.134,690.878
AL-02372250,-9.27502906028224,19365.024028061012,0.028936092107458976,-2.0,40.0,-361.727,-0.436,1009.742,648.015
AL-02374500,-5.316647259156539,10970.381476772169,0.006915523090731176,-3.0,40.0,-207.35,-0.601,448.737,241.387
AL-02408540,-2.6568142028668347,5885.795564993792,0.17651420680622976,-0.0,38.0,-98.302,-0.171,622.647,524.345
AL-02415000,-2.849992429555017,6135.101355906541,0.20195355414604776,-0.0,32.0,-88.349,-0.205,475.016,386.667
AL-02422500,-5.6113489069255245,11646.450763316747,0.1122149552160123,-0.0,40.0,-218.842,-0.506,541.591,322.749
AL-02450250,-2.160553368953422,4572.725864375154,0.19717987247580132,-0.0,40.0,-84.262,-0.331,296.991,212.729
AL-02464000,-8.10402503262909,16768.00332390489,0.11931550877026278,-0.0,40.0,-316.057,-0.552,730.138,414.081
AL-02464146,-0.07486142108492769,162.6750344524558,0.5,-0.0,33.0,-2.62,-0.203,14.3,11.68
