,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
AB-05AA008,-0.04642427072399879,267.2983881017628,0.20620115420843868,-0.0,40.0,-1.811,-0.01,175.425,173.614
AB-05AA023,0.01661506765864944,139.11031007905683,0.17367170750346667,0.0,30.0,0.481,0.003,171.992,172.473
AB-05AD003,0.1121543714297267,-51.248473533315945,0.058494091076085275,1.0,37.0,4.038,0.023,170.705,174.743
AB-05AD005,0.039282508970533085,97.93161102260267,0.12204903917468513,0.0,37.0,1.414,0.008,175.672,177.086
AB-05BA002,0.14232006270328615,-94.62587205652068,0.04101085803605137,2.0,30.0,4.128,0.022,187.879,192.007
AB-05BB001,0.004107508038894314,183.85250336777978,0.2022071576271,0.0,39.0,0.16,0.001,191.981,192.141
AB-05BL022,-0.0058476120216486545,185.7963799702425,0.11798310029123357,-0.0,37.0,-0.211,-0.001,174.224,174.013
AB-05DA007,0.03732479190224048,126.948858895223,0.19088903207652907,0.0,37.0,1.343,0.007,200.815,202.158
AB-05DA009,0.03392121553201936,134.1873960270558,0.19552529014347764,0.0,38.0,1.256,0.006,201.317,202.573
AB-05DA010,0.10642010155354786,-18.57961497049726,0.0727374850152609,1.0,38.0,3.937,0.02,192.026,195.963
AB-07AA001,0.005168064903226154,176.5713860193594,0.24217542969606246,0.0,37.0,0.186,0.001,186.799,186.985
AB-07AA002,-0.03705128852338506,272.9542108522481,0.14863606897590667,-0.0,39.0,-1.445,-0.007,199.63,198.185
AB-07CD001,0.08787146679885326,11.473313876593664,0.20167765557077255,0.0,40.0,3.427,0.018,185.371,188.798
AB-07GG001,-0.4409748812906606,1047.5163985604854,0.038165345088107545,-2.0,36.0,-15.434,-0.092,174.827,159.393
AK-15072000,-0.10087841651231116,395.67416708492567,0.19717987247580132,-0.0,40.0,-3.934,-0.02,196.036,192.102
AK-15085100,0.09890149546545211,-9.467870971598643,0.17916874324648646,0.0,39.0,3.758,0.02,186.258,190.016
AK-15129500,-0.3428084703007065,888.508704575457,0.13017331745827185,-0.0,30.0,-9.942,-0.049,206.663,196.721
AK-15239050,0.019938399670070276,175.77999177889362,0.22114564906915418,0.0,39.0,0.758,0.004,215.258,216.016
AK-15266300,0.05785323875788292,98.01892091659808,0.09555303794039538,1.0,40.0,2.257,0.011,212.51,214.767
AK-15290000,-0.02455251860955602,249.74496374990383,0.23817873366266437,-0.0,34.0,-0.958,-0.005,201.156,200.198
AK-15292700,0.07765471888566827,46.45400065317244,0.08632642436202548,1.0,40.0,3.028,0.015,200.133,203.161
AK-15484000,0.09399689941403301,8.764656162662817,0.08933679840268927,1.0,40.0,3.665,0.019,194.785,198.45
AK-15493000,0.039079503381533626,119.6865568177333,0.20620115420843865,0.0,40.0,1.524,0.008,197.025,198.549
AK-15511000,0.03296798772966117,133.26860191070233,0.18827053398397403,0.0,40.0,1.286,0.006,198.512,199.798
AK-15896000,0.09628339140819926,-11.248896092126756,0.2291218614983822,0.0,40.0,3.755,0.021,179.296,183.051
AK-15908000,-0.07674972778292805,352.11383012501443,0.13051356696921806,-0.0,36.0,-2.686,-0.014,199.919,197.233
AL-02342933,0.4579128880234265,-787.873849305578,0.14258075073001952,0.0,32.0,14.195,0.113,118.336,132.531
AL-02361000,0.6217001605914569,-1098.8347597771942,0.027611498091013487,2.0,40.0,24.246,0.169,131.51,155.756
AL-02363000,0.5536599847541294,-970.2031344346469,0.1899134379548333,0.0,31.0,16.61,0.12,130.473,147.083
AL-02369800,0.6501418523871746,-1142.0701300706205,0.020640775213703222,2.0,40.0,25.355,0.161,144.561,169.916
AL-02371500,0.7520365406428505,-1368.4929696025258,0.05529856799556315,1.0,40.0,29.33,0.218,119.787,149.117
AL-02372250,0.6561895444932326,-1174.6156370949966,0.06218118388479554,1.0,40.0,25.592,0.187,123.983,149.575
AL-02374500,0.39671828017084965,-635.3745845384836,0.08632642436202548,1.0,40.0,15.472,0.098,149.731,165.203
AL-02408540,0.07625510471506546,-10.91608443631057,0.19071529098623285,0.0,38.0,2.822,0.02,140.145,142.967
AL-02415000,-0.28349607398743737,707.9205358547522,0.18336143804883337,-0.0,32.0,-8.788,-0.063,144.897,136.109
AL-02422500,0.012806632721604023,115.33925564810552,0.2245053155330704,0.0,40.0,0.499,0.004,140.684,141.183
AL-02450250,0.042356316379503926,46.841502477317164,0.23838634343976733,0.0,40.0,1.652,0.013,130.665,132.317
AL-02464000,0.10428428314117054,-82.88283154295088,0.18827053398397403,0.0,40.0,4.067,0.032,123.496,127.563
AL-02464146,-0.10051306475399015,343.4396780297792,0.19805960627262278,-0.0,33.0,-3.518,-0.025,144.223,140.705
AL-02464360,-0.03949221299916324,222.13687721691701,0.1899134379548333,-0.0,31.0,-1.185,-0.008,143.666,142.481
AL-02465493,0.044595968970426,64.84265665587262,0.2337497009926262,0.0,40.0,1.739,0.011,153.098,154.837
AL-02469800,0.24830253808523495,-363.7195974526934,0.15821728557165676,0.0,40.0,9.684,0.073,127.671,137.355
AL-03574500,-0.04060914127891466,219.03479330809796,0.23838634343976733,-0.0,40.0,-1.583,-0.011,138.669,137.086
AR-07056000,-0.42058903774005313,982.6745410599883,0.1403691115602163,-0.0,39.0,-16.403,-0.115,150.329,133.926
AR-07060710,-0.24525247311456477,637.0631440014351,0.192710086316148,-0.0,40.0,-9.564,-0.065,151.708,142.144
AR-07195800,-0.6566773534589027,1477.4972085193149,0.05529856799556315,-1.0,40.0,-25.611,-0.155,177.933,152.322
AR-07196900,-0.5519179755383357,1253.113477846309,0.09555303794039541,-1.0,40.0,-21.525,-0.143,160.868,139.343
AR-07261000,-0.5223426096388724,1182.4605440427965,0.09555303794039541,-1.0,40.0,-20.372,-0.147,148.745,128.373
AR-07340300,-0.7162020021197707,1591.1288244261807,0.05102447327547527,-1.0,40.0,-27.932,-0.175,173.765,145.833
AR-07359610,-0.40716124340604465,974.998913644817,0.17367170750346667,-0.0,30.0,-11.807,-0.074,165.155,153.348
AR-07362100,-0.43419332021437135,1002.939429415625,0.10536059473564324,-0.0,40.0,-16.934,-0.125,143.671,126.737
AZ-09447800,-0.34573660603022316,855.1528729786148,0.07235562150755512,-1.0,37.0,-12.447,-0.076,169.903,157.456
AZ-09480000,0.40111447250909965,-622.5221771585595,0.25,0.0,35.0,13.638,0.077,171.283,184.921
AZ-09484000,0.3490587623524941,-540.9657719424395,0.21460018824093186,0.0,30.0,10.123,0.064,153.312,163.435
AZ-09492400,0.3111751076619408,-460.9461690622377,0.09241243323773363,1.0,40.0,12.136,0.075,154.869,167.005
AZ-09494000,0.34269459680419967,-535.1603365873127,0.11573487201152033,0.0,40.0,13.365,0.089,143.032,156.397
AZ-09497800,0.6136655256453759,-1063.269223141334,0.04993135129837856,2.0,38.0,23.933,0.147,151.175,175.108
AZ-09497980,0.10628826495853182,-68.89376074885496,0.19753454257043113,0.0,39.0,4.039,0.028,141.557,145.596
AZ-09505200,0.9925573892134942,-1854.1721981966496,0.0974723834411757,1.0,34.0,38.71,0.294,110.099,148.809
AZ-09505350,0.4769740508015511,-829.4940231739869,0.18386340452929367,0.0,40.0,18.602,0.15,114.438,133.04
AZ-09505800,0.4133361174609762,-685.9712570260496,0.12295593578600916,0.0,40.0,16.12,0.115,132.021,148.141
AZ-09508300,0.5668306362011158,-997.2747451767414,0.2476760074307937,0.0,40.0,22.106,0.163,124.483,146.589
AZ-09510200,0.17640735446864825,-231.24799419388452,0.15001807311591375,0.0,40.0,6.88,0.057,117.862,124.742
AZ-09512280,-0.8564957644537136,1842.4871103807884,0.031271414886154626,-2.0,38.0,-31.69,-0.244,145.769,114.079
AZ-09513780,0.8837943296379167,-1636.33238245691,0.19717987247580132,0.0,40.0,34.468,0.265,112.697,147.165
AZ-09535100,0.7625040236968634,-1316.2007714499362,0.09521877400519319,1.0,37.0,27.45,0.133,192.795,220.245
BC-07EC002,-0.07809679481686725,336.9602188166016,0.19071529098623285,-0.0,38.0,-2.89,-0.016,182.407,179.517
BC-07EE009,0.08890388911620918,-18.587747978926558,0.11078861326436484,0.0,35.0,3.201,0.02,157.353,160.554
BC-07FB001,-0.0806402102429655,340.2556281262732,0.08169645134620149,-1.0,38.0,-2.984,-0.017,180.669,177.685
BC-07FC003,-0.2780631881520857,715.1808187908514,0.23817873366266437,-0.0,34.0,-9.454,-0.059,164.894,155.44
BC-08CD001,0.012480392379343173,155.57761456901702,0.23072627337287022,0.0,39.0,0.487,0.003,180.276,180.763
BC-08CG001,-0.1371489999434617,477.39075296511186,0.028953247503171596,-2.0,39.0,-5.212,-0.026,205.973,200.761
BC-08DA005,0.03169730956926316,133.50843114939937,0.18594164307116018,0.0,38.0,1.173,0.006,196.237,197.41
BC-08ED001,-0.14724565964184627,489.0544287491057,0.12840182312192117,-0.0,39.0,-5.742,-0.029,197.655,191.913
BC-08FB006,-0.0831110823744526,344.3204098162832,0.15953925677820457,-0.0,32.0,-2.909,-0.016,179.844,176.935
BC-08GA010,-0.010175086560656379,200.47948086928932,0.20620115420843868,-0.0,40.0,-0.397,-0.002,180.343,179.946
BC-08GA061,-0.3049932550597568,786.048914445461,0.06656626299141366,-1.0,37.0,-11.589,-0.066,182.467,170.878
BC-08HA001,-0.3662458560455933,900.5981111196297,0.14201674021284805,-0.0,40.0,-14.284,-0.085,175.798,161.514
BC-08HA003,-0.175003037144218,513.7173595884866,0.1658021686543294,-0.0,39.0,-6.825,-0.042,167.386,160.561
BC-08HB002,0.003475691239805522,161.54351005533712,0.22114564906915418,0.0,39.0,0.132,0.001,168.425,168.557
BC-08HB008,0.18625882147048223,-196.33209742091583,0.22002097516779767,0.0,38.0,7.078,0.04,172.274,179.352
BC-08HB025,0.3731911334532433,-574.8830415672873,0.23644926081802664,0.0,31.0,11.196,0.065,167.021,178.217
