,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.002137932068965517,-3.424588273793103,0.14918728236550693,0.0,39.0,0.09,0.108,0.806,0.896
01-02,0.002333333055555556,-3.8119994250000016,0.027631984665703158,2.0,39.0,0.098,0.117,0.806,0.904
01-03,0.0023333329166666666,-3.8259991375,0.017206843363286817,2.0,39.0,0.098,0.118,0.792,0.89
01-04,0.0016250012500000008,-2.4177524975000018,0.0963836430256122,1.0,39.0,0.068,0.083,0.798,0.866
01-05,0.0018125025000000003,-2.8113799950000007,0.11748343974858644,0.0,39.0,0.076,0.093,0.776,0.852
01-06,0.0032000009999999966,-5.5936019879999925,0.0023597838063513787,3.0,39.0,0.135,0.167,0.739,0.874
01-07,0.0033750012499999954,-5.94025252749999,0.0005939100198615321,3.0,39.0,0.142,0.178,0.739,0.881
01-08,0.0029999977777777818,-5.1939955500000075,0.001986564093126919,3.0,39.0,0.126,0.161,0.743,0.869
01-09,0.002944442777777778,-5.092996650000001,0.0038713739471967212,3.0,39.0,0.124,0.161,0.734,0.858
01-10,0.0027037044444444425,-4.623001499999996,0.012818272137556486,2.0,39.0,0.113,0.148,0.728,0.841
01-11,0.001923074615384614,-3.088303071538459,0.04613592761587215,2.0,39.0,0.081,0.109,0.717,0.798
01-12,0.002352941470588236,-3.9511770582352956,0.08367476042784738,1.0,39.0,0.099,0.135,0.705,0.804
01-13,0.002166668333333325,-3.572003299999983,0.05886192244571653,1.0,39.0,0.091,0.122,0.716,0.807
01-14,0.0017391313043478272,-2.7047843660869586,0.23054687565051601,0.0,39.0,0.073,0.096,0.737,0.81
01-15,0.0017499999999999946,-2.7284999899999893,0.16081565728517555,0.0,39.0,0.073,0.096,0.735,0.808
01-16,0.0018928564285714306,-3.0169271542857183,0.19671547657012844,0.0,39.0,0.08,0.107,0.729,0.809
01-17,0.0023333353333333307,-3.898003995999995,0.10235889097307371,0.0,39.0,0.098,0.131,0.72,0.818
