,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.0019038181818181769,-3.7614816363636265,0.004406448242835204,3.0,31.0,0.08,0.169,0.006,0.086
01-02,0.0025470000000000215,-5.046173000000043,3.082058631398432e-05,3.0,31.0,0.107,0.308,-0.006,0.101
01-03,0.0016647058823529408,-3.2370205882352936,2.4345626465027692e-05,3.0,31.0,0.07,0.158,0.057,0.127
01-04,0.00042449999999999996,-0.7290080000000001,0.3923039782017246,0.0,31.0,0.018,0.022,0.111,0.129
01-05,0.000424499999999975,-0.7219329999999499,0.7026700539840125,0.0,31.0,0.018,0.012,0.118,0.136
01-06,0.0009622000000000001,-1.8071248,0.3995315843936518,0.0,31.0,0.04,0.024,0.097,0.137
01-07,0.0008647222222222222,-1.6324383333333334,0.48301133683082154,0.0,31.0,0.036,0.018,0.079,0.115
01-08,0.000495249999999995,-0.8954119999999901,0.5875351082229407,0.0,31.0,0.02,0.006,0.085,0.105
01-09,0.0010376666666666666,-1.9555299999999998,0.5998354526933865,0.0,31.0,0.044,0.04,0.098,0.142
01-10,0.0005255714285714285,-0.9041041428571428,0.6988790478928846,0.0,31.0,0.022,0.023,0.136,0.158
01-11,0.0011005555555555606,-2.0722203333333433,0.4260099767305938,0.0,31.0,0.046,0.03,0.106,0.152
01-12,0.00026885,-0.4170854000000001,0.7775423012061984,0.0,31.0,0.011,0.014,0.115,0.126
01-13,0.0004581904761904762,-0.7965237142857144,0.7384822926454038,0.0,31.0,0.019,0.016,0.11,0.129
01-14,0.00048345833333333747,-0.8477265000000083,0.670222801390375,0.0,31.0,0.02,0.023,0.109,0.129
01-15,0.000580150000000005,-1.01630960000001,0.5635555279752222,0.0,31.0,0.024,0.04,0.132,0.156
01-16,0.0014958571428571427,-2.844877714285714,0.10592663279601067,0.0,31.0,0.063,0.104,0.115,0.178
01-17,0.002014294117647053,-3.9073144117646943,0.32362701447051245,0.0,31.0,0.085,0.101,0.079,0.164
01-18,0.002397176470588235,-4.665837647058823,0.23598318947266383,0.0,31.0,0.101,0.095,0.078,0.179
01-19,0.0022639999999999666,-4.393574999999933,0.26903339602708476,0.0,31.0,0.095,0.094,0.087,0.182
01-20,0.0015093333333333267,-2.910654999999987,0.13468213456170797,0.0,31.0,0.064,0.092,0.076,0.14
01-21,0.0022325555555555553,-4.313863333333333,0.06738672367694631,1.0,31.0,0.094,0.08,0.104,0.198
01-22,0.002794625,-5.449589499999999,0.002181017237154581,3.0,31.0,0.117,0.137,0.081,0.198
01-23,0.0010565333333333335,-1.9706988000000005,0.14184230263493647,0.0,31.0,0.045,0.072,0.12,0.165
01-24,0.0012198275862069,-2.2900164827586273,0.047497018669121704,2.0,31.0,0.051,0.097,0.124,0.175
01-25,0.0015093333333333332,-2.8648089999999997,0.031398417382449084,2.0,31.0,0.064,0.147,0.122,0.186
01-26,0.0014778888888888888,-2.8241513333333335,0.02886562378167956,2.0,31.0,0.062,0.108,0.101,0.163
01-27,0.0011724285714285643,-2.190500857142843,0.24126433622090593,0.0,31.0,0.049,0.039,0.13,0.179
01-28,0.0012532857142857142,-2.390460571428571,0.1503919274473442,0.0,31.0,0.052,0.027,0.09,0.142
01-29,0.0015891538461538458,-3.063540307692307,0.08910072562811644,1.0,31.0,0.067,0.092,0.081,0.148
01-30,0.003726166666666683,-7.338190000000034,0.0849892316922003,1.0,31.0,0.156,0.157,0.036,0.192
01-31,0.003995294117647065,-7.879219411764718,0.08309984201959164,1.0,31.0,0.168,0.156,0.027,0.195
02-01,0.0028973809523809525,-5.675039428571429,0.09151819200589739,1.0,31.0,0.122,0.176,0.059,0.181
02-02,0.002087125,-4.055814499999999,0.09998269913844915,1.0,31.0,0.087,0.151,0.075,0.162
02-03,0.0022993749999999924,-4.4087154999999845,0.11621456387091467,0.0,31.0,0.096,0.177,0.142,0.238
02-04,0.003561083333333333,-6.9456690000000005,0.4010814192544816,0.0,31.0,0.149,0.178,0.102,0.251
02-05,0.0026776153846153885,-5.170671230769238,0.25887989147672297,0.0,31.0,0.113,0.163,0.128,0.241
02-06,0.0022526799999999965,-4.304384719999993,0.18413252677906033,0.0,31.0,0.094,0.156,0.154,0.248
02-07,0.0009433333333333332,-1.6999809999999997,0.5440990786915028,0.0,31.0,0.039,0.069,0.167,0.206
02-08,-0.002547,5.387187999999999,0.3548144210788322,-0.0,31.0,-0.107,-0.114,0.347,0.24
02-09,-0.0054713333333333,11.281511999999934,0.24146120781666291,-0.0,31.0,-0.23,-0.23,0.454,0.224
02-10,-0.004716666666666666,9.702655,0.29783898960194866,-0.0,31.0,-0.198,-0.249,0.368,0.17
02-11,-0.004018600000000007,8.310521400000013,0.10167148221352829,-0.0,31.0,-0.169,-0.152,0.358,0.189
02-12,-0.008772999999999991,17.828433999999984,0.009532692179877289,-3.0,31.0,-0.369,-0.191,0.467,0.098
02-13,-0.015246625000000003,30.893836500000006,0.07081885631670448,-1.0,31.0,-0.641,-0.33,0.721,0.08
02-14,-0.010497952380952382,21.405796571428574,0.22151590131598242,-0.0,31.0,-0.441,-0.301,0.63,0.189
02-15,-0.0008085714285714286,1.9882771428571429,0.8787922691890075,-0.0,31.0,-0.034,-0.007,0.388,0.354
02-16,-0.00048514285714284285,1.311826285714257,0.9290095219673935,-0.0,31.0,-0.021,-0.014,0.352,0.331
02-17,-0.0007324705882352941,1.8612410588235293,0.8150695445681473,-0.0,31.0,-0.031,-0.032,0.412,0.381
02-18,-0.007169333333333365,14.627138000000063,0.3950470185305288,-0.0,31.0,-0.301,-0.292,0.439,0.138
02-19,-0.007923999999999999,16.227786,0.44588717124838295,-0.0,31.0,-0.333,-0.292,0.546,0.213
02-20,-0.001716866666666667,3.642945800000001,0.7229372215334144,-0.0,31.0,-0.072,-0.053,0.245,0.173
02-21,-0.00011319999999999333,0.4167457999999865,0.9363615772648102,-0.0,31.0,-0.005,-0.005,0.193,0.188
02-22,0.0,0.204609,0.8648611491426053,0.0,31.0,0.0,0.0,0.205,0.205
02-23,0.00052072,-0.79731288,0.6935150743519047,0.0,31.0,0.022,0.025,0.233,0.255
02-24,0.000448083333333325,-0.6941989999999834,0.6553935345764728,0.0,31.0,0.018,0.022,0.193,0.211
02-25,-0.001886666666666666,4.021429999999999,0.3849908317109527,-0.0,31.0,-0.08,-0.105,0.288,0.208
02-26,-0.006288888888888889,13.027433333333333,0.10298556655047086,-0.0,31.0,-0.264,-0.367,0.582,0.318
02-27,-0.0053062499999999915,11.001624999999983,0.07015778803899453,-1.0,31.0,-0.223,-0.309,0.501,0.278
02-28,-0.020675647058823528,41.858496705882345,0.0030461283559832797,-3.0,31.0,-0.868,-0.833,0.941,0.073
03-01,-0.02121010526315789,42.87012094736841,0.02334110284355151,-2.0,31.0,-0.891,-0.482,0.895,0.004
03-02,-0.018883818181818172,38.16862163636362,0.06836350191619234,-1.0,31.0,-0.794,-0.362,0.798,0.004
03-03,-0.019142928571428575,38.755798857142864,0.056254313503968145,-1.0,31.0,-0.804,-0.398,0.872,0.068
03-04,-0.025116249999999993,50.64426499999998,0.031695898925093946,-2.0,31.0,-1.055,-0.568,0.939,-0.116
03-05,-0.02672777777777778,53.87093666666667,0.03397216135165593,-2.0,31.0,-1.123,-0.68,0.977,-0.146
03-06,-0.03080657142857143,62.013709142857145,0.04808801003838514,-2.0,31.0,-1.294,-0.704,1.048,-0.246
03-07,-0.026777190476190475,53.93826371428571,0.07567807249909286,-1.0,31.0,-1.124,-0.72,0.946,-0.178
03-08,-0.028300000000000214,56.96025900000043,0.03140695035507357,-2.0,31.0,-1.189,-0.839,0.955,-0.234
03-09,-0.027010777777777783,54.43523866666668,0.06575386312009823,-1.0,31.0,-1.135,-0.87,0.981,-0.154
03-10,-0.032191250000000005,64.81690500000002,0.020310334675865516,-2.0,31.0,-1.352,-1.186,1.11,-0.242
03-11,-0.03473825,69.921093,0.01577510542779148,-2.0,31.0,-1.459,-1.35,1.174,-0.285
03-12,-0.020813363636363626,41.95336072727271,0.020803440982020582,-2.0,31.0,-0.874,-0.889,0.764,-0.11
03-13,-0.012522749999999992,25.271050999999982,0.02405007033611306,-2.0,31.0,-0.526,-0.538,0.489,-0.037
03-14,-0.010376666666666664,20.958979999999997,0.010174944695362509,-2.0,31.0,-0.436,-0.51,0.424,-0.012
03-15,-0.008659800000000006,17.569319200000013,0.015140275219579946,-2.0,31.0,-0.364,-0.498,0.432,0.068
03-16,-0.011999200000000002,24.252137800000003,0.0013010618259801099,-3.0,31.0,-0.504,-0.687,0.506,0.002
03-17,-0.011885999999999949,24.014530999999895,0.000786822089563044,-3.0,31.0,-0.499,-0.65,0.492,-0.007
03-18,-0.009928583333333326,20.083377999999982,0.0001008625892917614,-3.0,31.0,-0.417,-0.635,0.435,0.018
03-19,-0.009390454545454546,18.98374290909091,0.0007881108775509293,-3.0,31.0,-0.394,-0.657,0.4,0.006
03-20,-0.01367833333333334,27.59985800000001,0.030148103822986716,-2.0,31.0,-0.574,-0.761,0.53,-0.044
03-21,-0.00849000000000001,17.188288000000018,0.08039312088494843,-1.0,31.0,-0.357,-0.627,0.387,0.03
03-22,-0.00581722222222222,11.813363333333328,0.18938473184857796,-0.0,31.0,-0.244,-0.468,0.301,0.057
03-23,-0.006768416666666659,13.715594999999983,0.14509366628051001,-0.0,31.0,-0.284,-0.525,0.321,0.037
03-24,-0.011001625000000001,22.198944500000003,0.056048225455265666,-1.0,31.0,-0.462,-0.748,0.427,-0.035
03-25,-0.01126339999999999,22.72297559999998,0.11132965750262547,-0.0,31.0,-0.473,-0.785,0.433,-0.04
03-26,-0.012239749999999976,24.679014999999954,0.04796742051665115,-2.0,31.0,-0.515,-0.893,0.457,-0.058
03-27,-0.016588153846153843,33.4945303076923,0.010260295429736388,-2.0,31.0,-0.697,-1.103,0.667,-0.03
03-28,-0.01671876923076923,33.75883053846154,0.03300445197260693,-2.0,31.0,-0.702,-1.06,0.672,-0.03
03-29,-0.016696999999999997,33.68181099999999,0.023700058834955184,-2.0,31.0,-0.701,-1.031,0.638,-0.063
03-30,-0.015928857142857144,32.08556971428572,0.028307254588422204,-2.0,31.0,-0.669,-0.943,0.562,-0.107
03-31,-0.012128571428571442,24.45960914285717,0.03439330742609181,-2.0,31.0,-0.509,-0.76,0.457,-0.052
