,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,-0.02075333333333331,44.197996666666626,0.0008231094963553343,-3.0,43.0,-0.871,-0.202,3.127,2.256
01-02,-0.02515555555555555,53.1977111111111,0.0003539635994671553,-3.0,43.0,-1.057,-0.26,3.415,2.358
01-03,-0.006738095238095247,16.39109047619049,0.21779184071090896,-0.0,43.0,-0.283,-0.057,3.056,2.773
01-04,-5.551115123125783e-17,2.943200000000111,0.9793140938402329,-0.0,43.0,0.0,0.0,2.943,2.943
01-05,-0.014823809523809508,32.67571904761902,0.035034623062689674,-2.0,43.0,-0.622,-0.164,3.339,2.717
01-06,-0.01768750000000001,38.45970000000001,0.01775967273130008,-2.0,43.0,-0.743,-0.199,3.456,2.713
01-07,-0.001997647058823529,6.966794117647058,0.7787686205076143,-0.0,43.0,-0.083,-0.023,3.013,2.93
01-08,0.004244999999999986,-5.6882999999999715,0.6524469971382763,0.0,43.0,0.178,0.049,2.713,2.891
01-09,0.007382608695652172,-11.595617391304344,0.5325179379882083,0.0,43.0,0.31,0.083,3.015,3.325
01-10,-0.005992941176470586,15.155482352941172,0.23852501199789522,-0.0,43.0,-0.251,-0.068,3.295,3.044
01-11,-0.02463764705882352,52.50149411764704,1.1746352837516127e-05,-3.0,43.0,-1.035,-0.264,3.744,2.709
01-12,-0.027734000000000057,58.665900000000114,0.016572015316426825,-2.0,43.0,-1.165,-0.248,3.78,2.615
01-13,-0.02829999999999996,59.79789999999992,0.002492445070424676,-3.0,43.0,-1.188,-0.281,3.792,2.604
01-14,-0.030081851851851846,63.503103703703694,0.04710469955722685,-2.0,43.0,-1.263,-0.302,3.971,2.708
01-15,-0.031696000000000016,66.50500000000004,0.018201970597713668,-2.0,43.0,-1.332,-0.31,3.779,2.447
01-16,-0.03650699999999998,76.09869999999997,0.0001996875763778938,-3.0,43.0,-1.533,-0.401,3.851,2.318
01-17,-0.026480714285714285,56.159328571428574,6.914577426186952e-07,-3.0,43.0,-1.112,-0.267,3.754,2.642
01-18,-0.01599565217391305,35.0760043478261,0.02631966365944205,-2.0,43.0,-0.672,-0.14,3.421,2.749
01-19,-0.009488823529411768,22.062347058823537,0.174816050993857,-0.0,43.0,-0.399,-0.092,3.284,2.885
01-20,-0.008489999999999982,20.092999999999964,0.42182472106184665,-0.0,43.0,-0.356,-0.089,3.291,2.935
01-21,-0.005240740740740747,13.679381481481496,0.3651387737820071,-0.0,43.0,-0.22,-0.058,3.308,3.088
01-22,-0.007648648648648658,18.551797297297316,0.2074104716389955,-0.0,43.0,-0.321,-0.085,3.415,3.094
