,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.0040428571428571414,-7.126344285714283,0.8965279189482995,0.0,43.0,0.17,0.023,0.874,1.044
01-02,0.004921739130434783,-8.909578260869566,0.6334724060856933,0.0,43.0,0.206,0.06,0.831,1.037
01-03,3.5375000000000684e-05,0.9989899999999985,0.828404904759906,0.0,43.0,0.001,0.0,1.069,1.07
01-04,-0.0001498235294117676,1.7910570588235353,1.0,-0.0,43.0,-0.007,-0.002,1.495,1.488
01-05,0.0005659999999999999,0.4811000000000001,0.8453357931297272,0.0,43.0,0.024,0.004,1.601,1.625
01-06,0.0,1.7263,0.7615493074182684,0.0,43.0,0.0,0.0,1.726,1.726
01-07,0.0019456249999999994,-2.419649999999999,0.9654228872862332,0.0,43.0,0.081,0.028,1.431,1.512
01-08,0.0006603333333333337,-0.010376666666667589,0.930910680164664,0.0,43.0,0.028,0.005,1.296,1.324
01-09,0.0,1.132,0.9827073827546051,0.0,43.0,0.0,0.0,1.132,1.132
01-10,0.00026413333333332736,0.5754333333333452,0.8794050603461727,0.0,43.0,0.011,0.005,1.098,1.109
01-11,0.01906088235294118,-36.96712470588236,0.09090696836106038,1.0,43.0,0.801,0.153,0.754,1.555
01-12,0.021224999999999997,-41.36044999999999,0.08292122494939513,1.0,43.0,0.891,0.255,0.644,1.535
01-13,0.01674416666666667,-32.45255333333334,0.16538510374217363,0.0,43.0,0.703,0.094,0.684,1.387
01-14,0.015875609756097562,-30.443759512195122,0.20096328781426642,0.0,43.0,0.667,0.142,0.974,1.641
01-15,0.01649206896551724,-31.65403793103448,0.3187451826272518,0.0,43.0,0.692,0.216,0.984,1.676
01-16,0.010900740740740742,-20.754381481481484,0.46115733267686343,0.0,43.0,0.458,0.204,0.818,1.276
01-17,0.015565,-29.935740000000003,0.2506536089538405,0.0,43.0,0.654,0.326,0.867,1.521
01-18,0.014894736842105264,-28.575403684210528,0.6334724060856933,0.0,43.0,0.626,0.199,0.901,1.527
01-19,0.013061538461538449,-24.9910769230769,0.4352190017892559,0.0,43.0,0.548,0.145,0.858,1.406
01-20,0.008894285714285714,-16.59997142857143,0.5296315348267777,0.0,43.0,0.373,0.107,1.002,1.375
01-21,0.00962200000000001,-18.14030000000002,0.4744436456632575,0.0,43.0,0.404,0.15,0.902,1.306
01-22,0.0043334375000000005,-7.577325,0.7615493074182684,0.0,43.0,0.182,0.024,0.999,1.181
01-23,0.007075000000000005,-13.01234000000001,0.6646547813082151,0.0,43.0,0.297,0.043,0.989,1.286
01-24,0.002830000000000004,-4.612900000000009,0.6804707785321866,0.0,43.0,0.119,0.013,0.988,1.107
01-25,0.0005925312500000002,-0.053062500000000457,0.7287442378062505,0.0,43.0,0.024,0.005,1.12,1.144
01-26,0.003537499999999999,-6.112799999999998,0.7450889812709389,0.0,43.0,0.148,0.053,0.888,1.036
01-27,0.0038912499999999954,-6.82312999999999,0.6181176400135011,0.0,43.0,0.163,0.06,0.878,1.041
01-28,0.002358333333333335,-3.7629566666666703,0.930910680164664,0.0,43.0,0.099,0.037,0.904,1.003
01-29,0.0034364285714285703,-5.6276571428571405,0.8453357931297272,0.0,43.0,0.144,0.016,1.173,1.317
01-30,0.007075000000000003,-12.961400000000006,0.7781182480506512,0.0,43.0,0.297,0.02,1.04,1.337
