Year,01-01,01-02,01-03,01-04,01-05,01-06,01-07,01-08,01-09,01-10,01-11,01-12,01-13,01-14,01-15,01-16,01-17,01-18,01-19,01-20,01-21,01-22,01-23,01-24,01-25,01-26,01-27,01-28,01-29,01-30,01-31,02-01,02-02,02-03,02-04,02-05,02-06,02-07,02-08,02-09,02-10,02-11,02-12,02-13,02-14,02-15,02-16,02-17,02-18,02-19,02-20,02-21,02-22,02-23,02-24,02-25,02-26,02-27,02-28,03-01,03-02,03-03,03-04,03-05,03-06,03-07,03-08,03-09,03-10,03-11,03-12,03-13,03-14,03-15,03-16,03-17,03-18,03-19,03-20,03-21,03-22,03-23,03-24,03-25,03-26,03-27,03-28,03-29,03-30,03-31,04-01,04-02,04-03,04-04,04-05,04-06,04-07,04-08,04-09,04-10,04-11,04-12,04-13,04-14,04-15,04-16,04-17,04-18,04-19,04-20,04-21,04-22,04-23,04-24,04-25,04-26,04-27,04-28,04-29,04-30,05-01,05-02,05-03,05-04,05-05,05-06,05-07,05-08,05-09,05-10,05-11,05-12,05-13,05-14,05-15,05-16,05-17,05-18,05-19,05-20,05-21,05-22,05-23,05-24,05-25,05-26,05-27,05-28,05-29,05-30,05-31,06-01,06-02,06-03,06-04,06-05,06-06,06-07,06-08,06-09,06-10,06-11,06-12,06-13,06-14,06-15,06-16,06-17,06-18,06-19,06-20,06-21,06-22,06-23,06-24,06-25,06-26,06-27,06-28,06-29,06-30,07-01,07-02,07-03,07-04,07-05,07-06,07-07,07-08,07-09,07-10,07-11,07-12,07-13,07-14,07-15,07-16,07-17,07-18,07-19,07-20,07-21,07-22,07-23,07-24,07-25,07-26,07-27,07-28,07-29,07-30,07-31,08-01,08-02,08-03,08-04,08-05,08-06,08-07,08-08,08-09,08-10,08-11,08-12,08-13,08-14,08-15,08-16,08-17,08-18,08-19,08-20,08-21,08-22,08-23,08-24,08-25,08-26,08-27,08-28,08-29,08-30,08-31,09-01,09-02,09-03,09-04,09-05,09-06,09-07,09-08,09-09,09-10,09-11,09-12,09-13,09-14,09-15,09-16,09-17,09-18,09-19,09-20,09-21,09-22,09-23,09-24,09-25,09-26,09-27,09-28,09-29,09-30,10-01,10-02,10-03,10-04,10-05,10-06,10-07,10-08,10-09,10-10,10-11,10-12,10-13,10-14,10-15,10-16,10-17,10-18,10-19,10-20,10-21,10-22,10-23,10-24,10-25,10-26,10-27,10-28,10-29,10-30,10-31,11-01,11-02,11-03,11-04,11-05,11-06,11-07,11-08,11-09,11-10,11-11,11-12,11-13,11-14,11-15,11-16,11-17,11-18,11-19,11-20,11-21,11-22,11-23,11-24,11-25,11-26,11-27,11-28,11-29,11-30,12-01,12-02,12-03,12-04,12-05,12-06,12-07,12-08,12-09,12-10,12-11,12-12,12-13,12-14,12-15,12-16,12-17,12-18,12-19,12-20,12-21,12-22,12-23,12-24,12-25,12-26,12-27,12-28,12-29,12-30,12-31
1979,54.34,51.79,48.96,45.85,42.45,39.34,37.64,37.36,36.79,68.77,63.11,55.75,57.17,50.66,48.68,44.71,42.45,40.47,57.73,163.86,163.29,97.35,79.81,71.03,61.13,56.88,57.17,52.64,47.26,43.58,40.75,38.77,37.07,38.49,44.71,218.76,410.35,367.9,270.55,481.1,245.08,210.27,365.07,611.28,319.79,196.68,161.31,333.94,370.73,233.19,171.22,134.14,111.22,99.05,232.34,1061.25,599.96,379.22,256.12,188.2,145.18,126.78,659.39,826.36,566.0,421.67,250.17,182.54,148.29,131.88,118.29,101.88,95.37,121.12,102.45,86.88,80.66,72.73,67.92,65.09,61.98,60.0,59.15,56.6,55.18,50.37,47.26,48.11,50.66,47.26,45.0,48.39,46.7,56.88,59.15,54.9,50.94,57.45,69.05,67.07,64.52,99.33,316.96,186.78,128.48,99.9,88.86,104.43,95.37,85.18,75.56,70.47,67.64,65.09,61.13,59.15,61.98,63.11,60.56,59.71,58.58,54.9,52.64,82.35,170.37,197.25,182.54,129.61,104.43,87.45,78.39,71.88,69.9,69.62,68.49,65.09,60.56,56.03,55.18,54.05,55.75,56.88,57.73,57.17,53.2,58.3,59.71,56.03,45.56,40.75,40.47,43.58,50.09,52.36,50.09,65.66,57.17,43.58,39.9,40.19,41.88,42.45,39.9,38.77,35.38,34.81,37.64,41.32,35.66,34.81,33.68,31.7,30.56,29.43,30.0,32.54,34.81,34.81,32.54,32.83,36.22,66.22,48.68,35.66,31.7,31.41,30.0,30.0,97.07,70.18,127.35,139.24,106.41,76.13,62.54,55.47,52.07,49.52,47.54,45.0,42.73,39.9,35.94,33.68,32.26,31.41,30.56,30.0,28.58,26.52,25.53,25.72,25.07,23.77,22.92,21.88,21.14,20.29,19.7,19.3,19.13,19.07,18.96,18.37,18.31,18.68,19.02,18.11,17.86,18.93,23.74,22.58,19.98,24.08,20.04,18.14,17.26,16.9,16.78,16.47,16.5,16.13,15.62,16.58,49.24,113.2,86.32,109.52,67.64,50.66,146.31,196.4,105.84,74.15,59.43,50.94,45.56,41.04,37.92,34.81,33.11,31.13,30.0,28.58,26.55,25.1,24.0,23.06,22.89,24.54,37.64,28.3,29.72,25.02,22.67,21.28,20.38,20.01,19.58,19.56,19.27,19.02,19.22,18.9,18.65,18.48,18.2,19.07,20.74,26.63,30.28,54.9,54.62,33.96,66.5,174.04,103.01,393.37,659.39,498.08,283.0,179.7,134.14,106.69,87.73,76.98,86.6,100.46,99.9,80.37,69.05,61.41,55.47,51.22,47.26,43.86,41.04,38.77,36.79,41.88,67.35,72.45,64.52,53.49,46.98,101.88,171.78,132.44,107.54,92.82,76.69,66.22,60.0,70.75,66.79,220.46,207.16,783.91,250.17,193.86,162.72,126.78,253.57,240.83,157.06,195.84,899.94,2170.61,1081.06,503.74,2012.13,1451.79,1049.93,715.99,585.81,376.39,268.85,276.77,325.45,348.09,271.96,201.21,165.56,145.46,206.31
1980,308.47,283.0,221.59,167.54,139.24,119.14,106.12,99.05,94.8,85.18,82.64,735.8,319.79,188.76,169.23,161.88,134.99,114.05,100.46,90.28,82.07,76.41,74.99,71.88,66.79,61.13,56.32,52.64,49.81,47.83,49.52,187.35,602.79,421.67,251.02,178.86,322.62,239.42,166.97,135.56,113.48,97.92,87.16,78.96,71.88,66.5,64.24,64.24,229.23,356.58,188.2,140.08,112.92,96.5,89.14,88.86,942.39,1321.61,738.63,260.08,191.59,161.88,135.56,116.31,102.73,91.41,81.5,75.56,163.29,198.67,161.88,241.96,194.42,156.78,137.54,254.98,236.87,180.55,189.61,173.2,144.33,136.97,115.18,99.05,100.46,102.16,111.22,122.54,103.86,90.28,80.09,71.88,66.5,67.64,114.05,157.35,125.94,104.99,280.45,202.91,145.46,119.71,116.31,143.2,264.89,153.67,133.86,185.36,365.07,272.81,174.61,137.54,116.88,106.12,91.69,81.22,78.67,80.66,80.66,66.79,63.11,64.52,59.43,56.32,59.71,60.56,55.18,49.81,51.22,49.81,47.26,49.52,46.13,44.15,42.45,39.62,37.92,38.2,39.9,72.16,110.09,76.41,63.68,52.64,48.39,47.54,49.52,55.18,49.52,49.24,49.52,51.22,53.77,47.83,43.86,41.32,41.6,42.73,48.11,65.37,57.45,53.2,49.52,46.7,48.39,47.54,48.96,45.85,45.0,42.73,43.02,42.73,39.9,39.9,41.32,49.52,47.54,42.45,41.6,38.77,37.64,37.64,38.2,67.35,163.29,103.3,71.32,59.71,55.47,51.79,49.52,57.45,52.36,45.56,43.02,41.32,39.62,38.49,37.07,36.51,35.94,36.51,36.22,35.09,32.83,31.7,31.41,31.7,30.28,29.43,28.3,27.79,27.54,27.54,27.28,26.26,25.3,24.62,24.39,24.39,24.62,24.17,24.17,24.39,24.17,23.94,23.04,22.36,24.17,34.24,26.77,24.39,23.49,22.58,22.13,21.9,21.45,22.13,29.72,31.41,25.3,23.94,28.87,99.9,159.89,59.43,43.02,37.07,42.73,110.09,55.18,44.15,38.49,35.66,35.38,33.96,31.7,30.56,29.43,28.58,28.05,79.52,145.46,83.2,59.15,52.64,45.85,41.32,38.49,36.51,38.49,98.48,149.42,77.54,59.15,50.66,45.56,41.6,39.34,37.36,35.66,33.68,32.26,31.13,33.11,73.3,54.62,41.04,36.51,34.24,32.54,31.41,31.98,32.26,30.0,29.15,31.13,57.17,42.73,35.94,32.83,31.41,30.0,56.6,365.07,266.87,325.45,687.69,264.89,464.12,837.68,682.03,413.18,274.79,188.76,146.31,119.71,106.12,91.69,82.07,111.22,134.42,370.73,294.32,1556.5,475.44,249.04,174.61,156.22,127.63,495.25,279.89,305.64,328.28,241.96,202.06,174.89,146.31,125.37,106.69,92.82,83.2,78.67,382.05,444.31,302.81,189.61,489.59,404.69,230.08,166.12,133.86,112.92,163.01,382.05,616.94,367.9,345.26,546.19,1816.86,1265.01,523.55,325.45,277.62,253.57
1981,191.87,160.74,138.39,121.69,109.24,98.48,89.14,82.07,91.13,79.24,69.05,63.68,58.3,55.47,54.05,50.94,50.66,104.43,95.94,85.47,158.76,136.97,115.46,106.69,91.41,114.9,113.77,144.05,108.67,91.13,80.09,71.6,65.09,60.56,56.03,53.2,49.81,47.26,45.0,43.3,40.75,45.85,294.32,333.94,455.63,1052.76,1199.92,931.07,826.36,741.46,410.35,299.98,218.76,188.2,171.78,153.95,130.18,114.33,103.01,91.41,82.35,83.2,78.67,69.05,62.83,64.52,65.66,56.88,53.2,49.81,48.11,45.85,44.71,64.52,80.66,58.58,50.94,46.98,44.15,41.6,48.11,88.86,75.28,149.42,105.56,78.67,73.01,256.96,227.25,534.87,269.7,183.1,155.65,128.48,268.0,195.84,150.27,197.25,202.34,199.52,252.72,193.01,155.08,126.22,123.95,160.18,131.88,114.9,110.09,106.12,108.67,325.45,230.64,274.79,176.03,135.84,135.84,509.4,268.0,197.25,162.72,153.95,168.95,185.36,142.07,120.56,108.67,97.92,93.96,86.03,78.39,71.6,68.49,66.5,64.81,60.0,54.9,54.34,61.69,54.05,53.2,48.96,47.26,69.9,107.54,74.43,60.0,54.9,55.75,59.15,53.2,47.26,45.28,55.47,63.11,146.31,215.36,111.22,110.09,151.97,163.86,148.86,114.33,98.48,83.77,74.71,82.35,93.96,113.2,211.12,149.42,136.97,165.84,179.7,143.2,116.6,101.6,87.45,76.41,71.03,69.05,62.54,56.6,54.05,53.2,49.81,45.85,43.58,40.75,38.2,38.77,39.05,38.77,37.07,37.64,35.09,33.39,33.11,32.54,31.98,30.56,29.43,28.27,27.25,26.49,27.51,27.0,26.49,25.98,24.71,23.94,22.7,21.56,21.11,20.89,20.21,19.75,19.75,20.21,20.43,20.21,20.21,19.75,19.53,19.07,18.62,18.4,18.2,17.8,17.21,17.01,17.01,16.22,15.42,15.03,15.82,16.61,16.41,16.22,16.02,15.82,15.62,15.62,36.79,28.02,19.75,17.21,15.82,14.83,14.63,14.63,14.63,14.83,14.26,13.92,13.58,13.24,13.07,13.07,13.07,13.41,18.62,19.75,69.9,138.39,62.83,43.86,36.79,30.85,113.2,268.0,156.5,119.43,240.55,308.47,153.95,109.8,107.26,259.51,294.32,282.72,249.32,168.1,127.92,103.58,88.01,77.26,69.33,62.83,58.58,54.05,50.66,47.26,44.15,41.88,39.62,37.92,36.79,45.28,169.8,396.2,291.49,183.95,396.2,268.85,183.95,155.65,131.31,106.69,92.26,80.66,73.01,66.5,62.54,376.39,401.86,269.98,396.2,390.54,297.15,258.66,283.0,217.91,256.96,370.73,350.92,342.43,245.08,186.78,158.48,128.48,110.37,106.69,149.42,464.12,710.33,288.66,229.23,911.26,379.22,362.24,262.06,382.05,492.42,314.13,213.95,182.54,239.98,275.36,211.68,159.05,172.35,382.05,230.08,163.57,136.12,118.86,122.26,126.78,126.78,127.92,121.69,101.6,89.43,84.62
1982,78.39,73.01,67.92,62.83,58.02,53.49,51.79,66.79,79.81,69.62,106.12,105.56,93.96,147.73,169.52,599.96,475.44,294.32,185.36,140.37,117.73,113.48,905.6,1134.83,466.95,673.54,373.56,259.51,217.34,325.45,353.75,246.78,204.04,166.97,139.24,119.43,105.56,94.52,85.47,78.39,72.45,78.96,183.38,1171.62,1157.47,1143.32,874.47,693.35,503.74,537.7,608.45,404.69,274.51,212.53,172.35,174.89,200.93,240.83,172.91,399.03,305.64,356.58,269.98,187.63,149.42,126.22,111.22,154.52,146.31,172.91,185.36,188.2,148.86,122.82,105.56,93.11,83.77,76.69,71.6,65.94,62.26,59.15,57.73,57.73,69.9,78.11,83.2,72.16,67.92,77.54,80.66,80.66,170.37,168.1,121.12,96.5,83.2,74.99,67.64,63.39,226.97,495.25,509.4,294.32,236.59,204.04,242.53,186.78,146.31,121.69,111.78,118.29,125.65,107.54,93.11,84.33,78.39,108.11,101.6,84.62,77.26,78.11,86.6,80.09,72.45,72.16,78.96,74.71,67.64,65.09,66.79,66.5,66.5,64.81,63.39,66.79,74.15,69.33,62.26,59.15,63.68,71.32,67.64,65.94,80.66,74.15,62.54,58.86,62.83,63.96,67.07,65.09,56.88,55.18,53.49,50.66,48.96,46.98,49.24,52.64,60.56,68.49,72.45,72.16,65.94,64.52,67.07,70.75,77.26,81.22,80.09,75.84,65.09,60.28,59.43,61.41,106.69,101.6,88.01,65.94,62.54,57.45,50.66,61.41,66.5,54.62,48.68,45.28,43.3,42.17,41.88,42.17,43.3,44.43,53.49,48.96,45.85,43.02,42.17,41.6,41.04,39.62,37.36,35.94,33.96,33.39,33.39,33.39,33.96,34.53,34.53,33.39,32.54,31.7,31.13,29.72,28.3,27.73,27.73,28.3,28.3,28.3,28.3,28.3,33.96,45.28,41.04,38.2,34.53,31.7,29.72,27.73,26.88,25.47,24.62,23.77,23.21,22.64,22.07,21.51,20.94,20.38,20.38,20.09,21.37,20.43,20.89,22.27,19.95,19.05,19.05,42.17,39.34,79.24,71.6,41.32,31.7,27.2,24.45,22.05,21.56,21.56,21.22,21.79,20.21,20.94,22.64,28.02,28.07,21.73,19.53,18.4,17.83,17.26,20.09,21.79,19.24,18.68,76.13,127.07,69.62,67.92,61.69,54.9,48.11,42.45,39.62,36.22,39.62,62.26,49.81,38.77,33.39,59.43,650.9,353.75,566.0,396.2,537.7,396.2,294.32,254.7,206.59,186.78,175.46,147.16,121.69,198.1,251.87,237.72,206.59,169.8,146.59,123.1,107.54,96.22,87.73,82.07,76.41,113.2,158.48,143.2,148.57,131.6,112.92,95.09,82.92,73.86,67.07,67.64,141.22,430.16,353.75,367.9,259.23,201.5,1596.12,605.62,254.13,188.2,152.82,130.75,114.9,103.3,108.67,204.61,145.74,421.67,599.96,611.28,506.57,449.97,281.02,217.63,189.61,183.95,158.48,147.16,147.16,138.67,123.1,114.62,102.73,93.11,85.75
1983,79.81,89.14,167.82,215.08,803.72,401.86,534.87,1100.87,605.62,1163.13,656.56,345.26,245.93,187.91,154.24,133.58,124.8,222.44,208.57,158.76,130.75,113.77,136.97,206.59,241.96,319.79,308.47,208.29,159.61,143.48,121.69,106.12,95.09,86.6,79.52,73.58,79.81,108.11,86.88,151.4,189.61,526.38,1092.38,605.62,362.24,282.43,314.13,447.14,384.88,410.35,868.81,359.41,384.88,699.01,421.67,273.38,250.74,216.21,171.78,147.44,142.92,121.97,111.22,101.6,116.31,185.93,421.67,911.26,461.29,305.64,226.97,294.32,506.57,285.83,190.46,147.16,127.35,116.03,103.3,93.39,84.9,84.9,84.9,80.09,77.54,78.67,96.22,141.5,240.55,311.3,254.7,198.1,161.31,135.84,121.69,107.54,96.22,88.3,80.09,81.5,77.54,68.77,62.54,58.02,54.62,52.64,52.36,52.64,54.05,53.49,50.37,46.98,46.98,61.69,68.77,52.36,50.66,45.28,44.43,44.71,45.0,43.86,43.86,43.3,42.45,45.28,56.6,67.92,65.09,59.43,55.18,51.79,50.94,52.36,53.77,53.77,52.36,50.94,50.94,58.02,63.68,63.68,70.75,77.82,84.9,79.24,73.58,84.9,101.88,116.03,99.05,84.9,76.41,66.5,62.26,58.58,57.45,59.15,63.96,74.99,144.33,110.37,84.9,67.92,63.11,72.73,63.96,73.01,118.86,120.56,91.69,74.15,64.81,66.79,67.92,62.26,58.58,54.9,53.49,50.09,49.52,81.5,133.86,88.86,70.75,63.96,60.28,56.03,52.36,48.39,46.13,155.08,517.89,574.49,376.39,236.59,158.48,124.52,107.26,93.96,87.45,83.2,71.6,65.94,62.26,57.45,54.62,56.6,63.96,51.51,47.26,47.54,46.7,43.02,43.86,39.34,36.79,36.51,35.09,35.94,34.53,32.26,31.13,30.0,29.43,29.72,28.58,26.94,25.95,25.72,24.96,23.97,23.23,22.75,22.98,22.5,21.56,20.66,20.21,28.22,60.56,41.04,31.13,64.52,170.08,72.16,52.36,43.86,38.2,34.81,31.98,31.13,72.45,110.94,62.83,50.09,44.15,39.34,36.51,34.53,45.0,45.0,34.53,31.41,29.72,28.22,26.94,25.95,25.47,27.96,24.71,23.23,22.05,20.89,20.21,22.05,34.81,26.21,22.5,20.66,19.5,18.85,17.97,17.35,16.73,16.53,16.13,15.76,15.37,16.33,16.33,16.53,26.21,30.56,152.54,62.83,43.3,39.05,34.24,34.81,31.7,28.22,93.96,114.62,79.81,387.71,563.17,418.84,234.32,234.32,258.66,192.72,159.05,177.72,481.1,416.01,359.41,379.22,1729.13,1248.03,888.62,704.67,455.63,503.74,294.32,212.53,170.93,432.99,367.9,333.94,396.2,227.53,170.08,139.24,118.29,104.43,93.96,86.6,83.77,74.71,71.32,143.48,152.54,235.74,191.87,185.36,299.98,258.66,175.74,136.69,112.92,97.64,86.6,78.11,69.33,61.69,56.03,58.58,56.32,78.96,74.99,58.86,108.67,348.09,250.17
1984,183.95,283.0,650.9,990.5,919.75,594.3,438.65,316.96,251.87,206.59,166.97,136.69,117.16,102.45,91.13,82.35,75.56,69.33,64.52,60.28,64.52,154.52,348.09,868.81,973.52,390.54,294.32,220.46,183.38,146.31,124.52,109.24,96.5,86.88,79.81,75.56,70.75,68.49,132.44,153.39,249.32,225.27,435.82,294.32,212.53,175.74,140.93,117.16,106.69,121.69,616.94,356.58,288.66,255.27,248.47,175.74,145.74,185.36,182.54,217.34,189.04,150.27,123.95,107.54,101.03,94.52,88.01,85.18,91.13,87.45,179.7,179.14,144.61,150.84,142.07,299.98,322.62,234.32,302.81,432.99,331.11,243.38,192.72,186.21,166.12,135.56,131.88,116.31,100.46,90.84,85.18,78.11,82.35,80.66,69.9,70.75,97.07,91.69,95.94,131.88,196.4,325.45,218.76,152.54,153.39,134.99,106.69,101.88,103.58,96.5,94.52,95.94,101.6,85.47,76.69,69.9,64.52,60.56,58.58,77.54,130.75,186.78,153.39,116.31,124.52,110.37,93.67,127.35,125.09,137.82,156.5,154.52,129.05,132.44,119.43,104.14,91.13,84.33,226.68,224.42,157.63,133.86,164.99,141.5,119.43,148.29,122.82,107.54,108.11,106.69,97.64,82.35,73.3,69.9,81.5,88.01,95.09,93.96,90.84,97.07,84.62,77.54,75.56,74.71,78.39,78.39,69.9,63.39,60.0,59.15,62.54,63.96,60.28,58.58,62.26,61.13,63.39,67.64,61.41,109.8,103.01,71.6,65.94,62.26,61.69,61.13,57.73,51.51,49.24,49.24,48.96,48.39,46.98,45.28,44.43,45.56,48.11,50.94,47.54,43.86,40.75,38.2,36.79,37.92,41.04,43.86,42.45,37.07,34.81,34.53,35.09,36.51,36.51,34.24,31.98,29.72,29.15,31.13,28.22,29.43,31.13,30.56,28.87,26.69,27.2,24.96,23.46,22.98,23.97,23.97,22.27,20.89,20.66,20.89,20.23,19.5,18.73,18.48,39.62,34.81,23.86,20.55,19.3,22.64,21.93,18.93,18.25,67.35,99.33,46.98,78.39,54.62,40.75,36.22,41.04,37.36,31.41,28.3,30.28,29.72,27.31,26.12,24.45,23.32,26.09,24.93,21.76,20.29,19.39,18.54,17.94,17.55,17.29,17.18,17.06,17.29,32.26,45.28,28.87,379.22,916.92,481.1,472.61,283.0,235.17,234.04,205.74,156.22,121.97,100.75,85.75,75.56,68.2,61.41,56.32,52.64,51.79,195.84,140.37,112.63,132.44,112.35,122.82,106.69,146.59,435.82,732.97,393.37,254.13,238.85,299.98,196.68,174.61,218.76,252.72,285.83,362.24,202.63,150.56,122.54,110.65,195.55,294.32,236.87,153.95,122.54,204.04,182.25,170.65,140.65,262.91,401.86,305.64,256.4,187.06,144.33,118.29,101.03,88.58,79.52,229.51,407.52,188.2,166.97,138.1,149.99,138.67,755.61,396.2,210.55,150.84,120.28,102.16,91.98,90.28,149.99,160.74,130.18,106.97,94.8,89.99,80.09,92.26,161.31,111.22
1985,90.28,79.24,75.56,74.71,73.86,69.05,65.94,62.83,58.86,55.18,52.07,50.09,49.24,67.35,98.48,67.35,62.26,61.98,58.58,58.86,52.36,48.39,46.41,44.43,42.17,40.19,38.49,37.36,35.66,33.96,32.83,34.53,34.81,31.7,29.72,29.72,33.11,56.6,41.6,37.64,45.85,283.0,189.33,103.58,96.22,127.92,93.67,77.26,66.79,94.8,101.6,84.33,90.28,84.05,170.65,127.63,97.64,81.79,73.3,68.49,61.98,57.45,71.88,93.96,82.64,67.07,58.86,54.34,51.22,48.68,46.41,44.15,42.17,41.04,39.62,40.47,40.19,39.62,48.96,60.56,96.22,179.14,155.08,117.73,96.79,98.77,103.01,84.9,319.79,229.23,176.31,153.95,155.08,127.07,103.3,93.11,93.67,92.82,91.69,95.37,185.93,217.06,134.14,112.07,98.77,88.86,78.96,78.67,72.16,65.66,59.71,63.39,163.57,135.56,111.78,171.22,486.76,255.55,157.06,121.12,104.43,99.33,121.41,119.43,102.16,91.41,85.75,85.47,81.5,75.84,75.84,67.35,63.39,70.18,63.39,69.05,80.66,77.26,72.16,67.35,61.13,61.98,65.94,66.22,67.92,60.0,58.3,54.34,53.77,53.49,49.81,50.94,48.96,46.98,54.34,55.18,49.24,94.52,85.18,61.41,55.18,54.9,56.03,54.34,73.01,85.18,62.26,56.03,61.13,63.68,59.15,52.92,49.52,45.0,40.75,38.49,39.62,40.47,37.07,36.51,35.94,33.68,34.24,38.77,38.2,38.77,35.38,32.83,34.53,37.36,37.07,34.53,33.11,31.41,29.43,29.15,29.72,29.43,29.43,28.87,29.15,28.3,27.39,26.57,25.5,23.63,22.44,21.85,21.56,21.2,21.68,21.9,23.35,23.09,20.15,19.13,18.48,17.66,19.27,24.96,20.29,18.11,17.23,16.53,16.19,15.71,15.34,15.23,15.06,14.83,14.52,13.9,13.24,12.62,12.48,12.62,12.93,12.9,12.42,12.14,11.8,14.07,33.68,20.69,15.56,14.01,13.56,15.14,53.49,45.28,28.1,22.53,20.91,18.2,37.64,82.64,112.07,67.92,58.3,76.13,54.62,42.73,36.51,32.54,29.43,27.0,25.19,23.89,22.53,21.62,20.43,19.02,18.45,17.86,17.6,17.63,17.06,16.64,16.78,17.26,16.13,15.34,15.25,35.09,31.41,25.19,98.2,103.58,108.39,96.79,103.58,248.19,206.31,257.53,478.27,250.17,421.67,393.37,509.4,786.74,401.86,237.44,220.74,172.35,571.66,597.13,534.87,271.68,250.74,288.66,218.48,172.91,150.56,125.09,105.56,92.26,82.35,74.71,148.57,163.29,117.44,95.65,84.33,77.26,69.9,63.39,57.17,53.49,50.94,48.39,46.41,43.58,41.6,39.34,36.79,42.73,94.52,136.97,198.95,202.06,174.04,144.9,108.11,89.43,76.69,67.64,60.84,56.03,52.36,48.68,46.13,44.71,43.58,42.17,39.9,37.64,36.51,35.66,34.81,33.68,32.26,30.56,30.28,29.72,28.3
1986,66.5,60.84,62.83,48.39,103.86,356.58,140.37,249.32,174.04,224.98,299.98,161.03,123.39,127.63,134.42,195.27,399.03,1508.39,1049.93,382.05,243.95,224.42,316.96,230.93,171.22,140.93,147.73,134.14,126.78,179.7,178.01,235.46,229.51,218.76,192.72,223.57,162.44,131.31,111.22,97.07,86.32,78.11,71.6,65.94,61.69,204.61,275.08,138.95,106.97,89.99,82.35,78.96,91.98,481.1,1366.89,1134.83,427.33,253.85,190.74,150.27,123.95,108.39,99.33,88.3,86.32,269.7,234.04,151.69,131.88,161.88,240.27,188.2,173.48,136.69,113.77,98.48,99.62,98.2,85.75,140.37,126.78,115.18,204.61,170.93,280.45,238.29,257.53,177.16,158.48,126.22,108.96,97.92,86.6,79.52,72.73,66.5,62.54,61.41,58.58,54.34,54.34,63.68,54.9,50.66,53.2,79.52,103.86,83.48,74.15,70.47,74.43,73.3,62.54,58.02,112.92,148.29,169.8,152.82,144.61,123.67,110.09,142.35,152.54,123.95,130.46,112.35,97.64,89.14,80.94,81.79,77.54,266.59,503.74,209.14,144.9,115.18,101.03,130.46,183.95,262.62,166.4,127.07,104.99,104.14,273.66,186.21,148.29,120.28,106.97,102.16,99.33,95.37,86.88,77.82,73.3,65.94,61.41,57.17,53.77,51.79,51.51,53.2,51.51,49.52,52.07,62.54,82.92,61.98,67.92,81.22,63.68,54.9,50.94,50.66,50.09,47.54,45.0,42.45,42.73,41.88,38.2,46.7,73.86,48.96,46.41,40.19,37.07,36.22,35.38,34.53,43.58,63.96,56.6,45.85,40.47,37.36,35.38,39.34,40.47,35.94,33.96,33.96,33.68,32.83,31.13,30.0,28.87,27.71,26.52,25.7,24.76,24.28,24.31,24.71,24.71,23.94,23.12,22.7,22.58,22.64,22.67,22.5,21.45,20.57,20.21,20.09,19.75,19.02,18.25,17.8,17.55,17.38,17.32,17.29,16.98,16.58,16.13,16.05,16.13,16.64,17.18,16.78,16.1,15.65,15.42,15.62,15.68,15.42,15.11,14.89,14.52,14.07,14.09,13.95,13.39,13.36,14.01,13.56,13.92,14.23,15.68,16.56,14.77,13.7,13.27,57.73,68.77,32.26,25.33,22.3,22.33,51.22,39.05,27.62,23.06,20.63,19.58,19.05,18.68,17.89,17.15,16.53,15.9,15.37,14.83,14.46,14.23,14.07,13.92,13.81,13.64,13.5,13.5,13.39,13.36,13.41,13.58,45.28,279.04,234.89,125.37,80.94,427.33,273.38,134.14,94.52,75.28,63.11,59.15,54.34,58.86,50.09,44.15,39.9,39.62,41.6,49.52,65.94,49.81,78.67,102.73,229.23,342.43,1177.28,421.67,350.92,1867.8,843.34,353.75,333.94,276.21,189.33,146.31,121.41,121.69,103.01,89.14,80.37,73.58,67.64,62.83,59.43,55.47,52.64,51.22,54.05,70.75,348.09,241.96,142.63,107.54,90.56,90.56,80.09,196.97,336.77,322.62,260.93,191.87,173.76,136.41,149.71,438.65,283.0,181.4
